Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
200.00 - 220.00;1.145.749.650;0,28%;5;0,50%;;;;;;;;;;;
180.00 - 200.00;11.093.234.997;2,74%;63;6,28%;;;;;;;;;;;
160.00 - 180.00;10.010.086.142;2,47%;56;5,58%;;;;;;;;;;;
140.00 - 160.00;11.205.031.329;2,77%;55;5,48%;;;;;;;;;;;
120.00 - 140.00;34.765.169.926;8,58%;129;12,86%;;;;;;;;;;;
100.00 - 120.00;30.433.720.202;7,51%;89;8,87%;;;;;;;;;;;
80.00 - 100.00;28.872.787.792;7,13%;61;6,08%;;;;;;;;;;;
60.00 - 80.00;15.708.264.610;3,88%;29;2,89%;;;;;;;;;;;
40.00 - 60.00;72.490.003.220;17,90%;155;15,45%;;;;;;;;;;;
20.00 - 40.00;85.314.380.340;21,06%;168;16,75%;;;;;;;;;;;
0.00 - 20.00;104.011.433.650;25,68%;193;19,24%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
NVDA.O Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;212,19;29-Oct-2025;Max;1.543.910.670;25-May-2023;Advancing;215.989.990.945;Up;537;Up;+24,37%;25-May-2023;Max;104.021.314.941,00;08-Mar-2024
Low;10,81;13-Oct-2022;Min;65.528.545;24-Dec-2025;Declining;188.278.174.673;Down;464;Down;-16,97%;27-Jan-2025;Min;2.745.657.486,00;25-Nov-2022
Avg (Close);79,21;;Avg;403.838.347;;Total;405.049.861.858;Unch;1;Period;+519,17%;03-Jan-2022 - 31-Dec-2025;Avg;24.433.208.002,04;
26-Jun-2025;155,02;+0,71;+0,46%;155,98;154,00;156,72;198.145.746;30.820.309.043,00;1.584.267.546.942,28;;;;;;
25-Jun-2025;154,31;+6,41;+4,33%;149,27;149,26;154,45;269.146.471;41.028.037.924,00;1.553.447.237.899,28;;;;;;
24-Jun-2025;147,90;+3,73;+2,59%;145,56;145,50;147,96;187.566.121;27.608.475.209,00;1.512.419.199.975,28;;;;;;
23-Jun-2025;144,17;+0,32;+0,22%;142,50;142,03;144,78;154.308.941;22.185.089.939,00;1.484.810.724.766,28;;;;;;
20-Jun-2025;143,85;-1,63;-1,12%;145,45;142,65;146,20;242.956.157;35.057.398.657,00;1.462.625.634.827,28;;;;;;
18-Jun-2025;145,48;+1,36;+0,94%;144,01;143,12;145,65;161.494.121;23.412.740.215,00;1.497.683.033.484,28;;;;;;
17-Jun-2025;144,12;-0,57;-0,39%;144,49;143,78;145,22;139.108.000;20.099.960.952,00;1.474.270.293.269,28;;;;;;
16-Jun-2025;144,69;+2,72;+1,92%;143,35;143,20;146,18;183.133.666;26.535.975.816,00;1.494.370.254.221,28;;;;;;
13-Jun-2025;141,97;-3,03;-2,09%;142,48;140,86;143,58;180.820.565;25.731.181.755,00;1.467.834.278.405,28;;;;;;
12-Jun-2025;145,00;+2,17;+1,52%;141,97;141,85;145,00;162.364.991;23.420.652.472,00;1.493.565.460.160,28;;;;;;
11-Jun-2025;142,83;-1,13;-0,78%;144,61;141,87;144,99;167.694.044;24.061.630.115,00;1.470.144.807.688,28;;;;;;
10-Jun-2025;143,96;+1,33;+0,93%;142,69;141,53;144,29;155.881.897;22.306.110.821,00;1.494.206.437.803,28;;;;;;
09-Jun-2025;142,63;+0,91;+0,64%;143,19;141,94;145,00;185.114.494;26.511.522.676,00;1.471.900.326.982,28;;;;;;
06-Jun-2025;141,72;+1,73;+1,24%;142,51;141,51;143,27;153.986.153;21.889.922.937,00;1.445.388.804.306,28;;;;;;
05-Jun-2025;139,99;-1,93;-1,36%;142,17;138,83;144,00;232.410.759;32.862.114.681,00;1.423.498.881.369,28;;;;;;
04-Jun-2025;141,92;+0,70;+0,50%;142,19;139,55;142,39;167.120.819;23.616.295.354,00;1.456.360.996.050,28;;;;;;
03-Jun-2025;141,22;+3,84;+2,80%;138,78;137,95;142,00;225.578.783;31.780.492.184,00;1.432.744.700.696,28;;;;;;
02-Jun-2025;137,38;+2,25;+1,67%;135,49;135,40;138,12;197.663.116;27.085.434.814,00;1.400.964.208.512,28;;;;;;
30-May-2025;135,13;-4,06;-2,92%;138,72;132,92;139,62;333.170.851;45.140.546.985,00;1.373.878.773.698,28;;;;;;
29-May-2025;139,19;+4,38;+3,25%;142,25;137,91;143,49;370.615.167;52.124.072.477,00;1.419.019.320.683,28;;;;;;
28-May-2025;134,81;-0,69;-0,51%;136,03;134,79;137,25;304.021.146;41.604.440.462,00;1.366.895.248.206,28;;;;;;
27-May-2025;135,50;+4,21;+3,21%;134,15;133,31;135,66;192.953.613;26.051.015.288,00;1.408.499.688.668,28;;;;;;
23-May-2025;131,29;-1,54;-1,16%;130,00;129,16;132,68;198.821.324;26.061.966.170,00;1.382.448.673.380,28;;;;;;
22-May-2025;132,83;+1,03;+0,78%;132,23;131,55;134,25;187.343.954;24.938.669.059,00;1.408.510.639.550,28;;;;;;
21-May-2025;131,80;-2,58;-1,92%;133,06;130,59;137,40;270.608.738;36.237.388.411,00;1.383.571.970.491,28;;;;;;
20-May-2025;134,38;-1,19;-0,88%;134,29;132,62;134,58;161.514.247;21.615.242.098,00;1.419.809.358.902,28;;;;;;
19-May-2025;135,57;+0,17;+0,13%;132,39;132,39;135,87;193.154.571;26.022.503.583,00;1.441.424.601.000,28;;;;;;
16-May-2025;135,40;+0,57;+0,42%;136,22;133,46;136,35;226.542.451;30.637.296.986,00;1.415.402.097.417,28;;;;;;
15-May-2025;134,83;-0,51;-0,38%;134,30;132,66;136,30;226.632.563;30.483.726.713,00;1.384.764.800.431,28;;;;;;
14-May-2025;135,34;+5,41;+4,16%;133,20;131,68;135,44;281.180.830;37.722.651.782,00;1.415.248.527.144,28;;;;;;
13-May-2025;129,93;+6,93;+5,63%;124,98;124,47;131,22;330.430.105;42.681.329.517,00;1.377.525.875.362,28;;;;;;
12-May-2025;123,00;+6,35;+5,44%;121,97;120,28;123,00;225.023.345;27.477.236.734,00;1.334.844.545.845,28;;;;;;
09-May-2025;116,65;-0,72;-0,61%;117,35;115,21;118,23;132.972.189;15.520.301.345,00;1.307.367.309.111,28;;;;;;
08-May-2025;117,37;+0,31;+0,26%;118,25;115,85;118,68;198.428.122;23.339.200.060,00;1.322.887.610.456,28;;;;;;
07-May-2025;117,06;+3,52;+3,10%;113,05;112,28;117,68;207.827.821;23.838.464.946,00;1.299.548.410.396,28;;;;;;
06-May-2025;113,54;-0,28;-0,25%;111,48;110,82;114,74;158.525.621;17.907.552.301,00;1.275.709.945.450,28;;;;;;
05-May-2025;113,82;-0,68;-0,59%;112,91;112,66;114,67;133.163.241;15.154.529.668,00;1.293.617.497.751,28;;;;;;
02-May-2025;114,50;+2,89;+2,59%;114,18;113,37;115,40;190.194.778;21.752.158.894,00;1.308.772.027.419,28;;;;;;
01-May-2025;111,61;+2,69;+2,47%;113,08;111,30;114,94;236.121.507;26.707.981.127,00;1.287.019.868.525,28;;;;;;
30-Apr-2025;108,92;-0,10;-0,09%;104,47;104,08;108,92;235.044.611;25.211.492.497,00;1.260.311.887.398,28;;;;;;
29-Apr-2025;109,02;+0,29;+0,27%;107,67;107,44;110,20;170.444.263;18.565.254.334,00;1.285.523.379.895,28;;;;;;
28-Apr-2025;108,73;-2,28;-2,05%;109,69;106,02;110,37;207.708.479;22.439.410.532,00;1.266.958.125.561,28;;;;;;
25-Apr-2025;111,01;+4,58;+4,30%;106,85;105,73;111,92;251.064.672;27.498.681.234,00;1.289.397.536.093,28;;;;;;
24-Apr-2025;106,43;+3,72;+3,62%;103,48;103,11;106,54;220.815.041;23.294.283.317,00;1.261.898.854.859,28;;;;;;
23-Apr-2025;102,71;+3,82;+3,86%;104,52;102,02;104,80;247.525.971;25.613.998.430,00;1.238.604.571.542,28;;;;;;
22-Apr-2025;98,89;+1,98;+2,04%;98,78;97,28;99,81;241.004.784;23.800.271.722,00;1.212.990.573.112,28;;;;;;
21-Apr-2025;96,91;-4,58;-4,51%;98,77;95,04;99,44;288.501.136;27.838.945.309,00;1.189.190.301.390,28;;;;;;
17-Apr-2025;101,49;-3,00;-2,87%;104,45;100,05;104,47;292.517.465;29.735.474.452,00;1.217.029.246.699,28;;;;;;
16-Apr-2025;104,49;-7,71;-6,87%;104,55;100,45;106,79;397.016.870;41.221.400.472,00;1.246.764.721.151,28;;;;;;
15-Apr-2025;112,20;+1,49;+1,35%;110,97;110,50;113,62;228.966.900;25.574.943.345,00;1.287.986.121.623,28;;;;;;
14-Apr-2025;110,71;-0,22;-0,20%;114,11;109,07;114,29;264.705.049;29.540.128.753,00;1.262.411.178.278,28;;;;;;
11-Apr-2025;110,93;+3,36;+3,12%;108,50;107,48;111,55;313.417.265;34.417.058.679,00;1.291.951.307.031,28;;;;;;
10-Apr-2025;107,57;-6,76;-5,91%;109,37;99,15;110,86;437.812.353;47.130.749.475,00;1.257.534.248.352,28;;;;;;
09-Apr-2025;114,33;+18,03;+18,72%;98,89;97,53;115,10;612.918.336;65.429.470.861,00;1.304.664.997.827,28;;;;;;
08-Apr-2025;96,30;-1,34;-1,37%;103,81;94,46;105,85;476.243.392;48.017.450.539,00;1.239.235.526.966,28;;;;;;
07-Apr-2025;97,64;+3,33;+3,53%;87,46;86,62;101,75;611.041.347;57.987.647.840,00;1.287.252.977.505,28;;;;;;
04-Apr-2025;94,31;-7,49;-7,36%;98,91;92,11;100,13;532.273.810;50.743.851.519,00;1.229.265.329.665,28;;;;;;
03-Apr-2025;101,80;-8,62;-7,81%;103,51;101,60;105,63;338.769.412;35.016.370.445,00;1.280.009.181.184,28;;;;;;
02-Apr-2025;110,42;+0,27;+0,25%;107,29;106,79;111,98;220.601.243;24.156.462.933,00;1.315.025.551.629,28;;;;;;
01-Apr-2025;110,15;+1,77;+1,63%;108,52;106,47;110,20;222.614.034;24.191.472.549,00;1.290.869.088.696,28;;;;;;
31-Mar-2025;108,38;-1,29;-1,18%;105,13;103,65;110,96;299.212.653;31.768.132.982,00;1.266.677.616.147,28;;;;;;
28-Mar-2025;109,67;-1,76;-1,58%;111,49;109,07;112,87;229.872.549;25.324.722.222,00;1.298.445.749.129,28;;;;;;
27-Mar-2025;111,43;-2,33;-2,05%;111,35;110,66;114,45;236.902.055;26.598.251.676,00;1.323.770.471.351,28;;;;;;
26-Mar-2025;113,76;-6,93;-5,74%;118,73;112,71;118,84;296.431.667;34.015.731.553,00;1.350.368.723.027,28;;;;;;
25-Mar-2025;120,69;-0,72;-0,59%;120,55;118,92;121,29;167.447.198;20.153.252.810,00;1.384.384.454.580,28;;;;;;
24-Mar-2025;121,41;+3,71;+3,15%;119,88;119,34;122,22;228.452.534;27.691.485.001,00;1.404.537.707.390,28;;;;;;
21-Mar-2025;117,70;-0,83;-0,70%;116,94;115,42;117,99;266.498.528;31.199.230.250,00;1.376.846.222.389,28;;;;;;
20-Mar-2025;118,53;+1,01;+0,86%;116,55;116,47;120,20;248.829.749;29.521.049.801,00;1.408.045.452.639,28;;;;;;
19-Mar-2025;117,52;+2,09;+1,81%;117,27;115,68;120,45;273.426.225;32.223.746.141,00;1.378.524.402.838,28;;;;;;
18-Mar-2025;115,43;-4,10;-3,43%;118,00;114,54;119,02;299.686.944;34.903.747.986,00;1.346.300.656.697,28;;;;;;
17-Mar-2025;119,53;-2,14;-1,76%;122,74;118,03;122,89;255.501.481;30.694.788.916,00;1.381.204.404.683,28;;;;;;
14-Mar-2025;121,67;+6,09;+5,27%;118,61;118,15;121,88;277.593.455;33.452.764.550,00;1.411.899.193.599,28;;;;;;
13-Mar-2025;115,58;-0,16;-0,14%;117,03;113,79;117,76;299.033.131;34.694.009.988,00;1.378.446.429.049,28;;;;;;
12-Mar-2025;115,74;+6,98;+6,42%;114,12;112,88;116,76;323.857.454;37.286.218.779,00;1.413.140.439.037,28;;;;;;
11-Mar-2025;108,76;+1,78;+1,66%;106,99;104,77;112,24;354.865.692;38.657.312.547,00;1.375.854.220.258,28;;;;;;
10-Mar-2025;106,98;-5,71;-5,07%;109,90;105,46;111,85;366.487.363;39.450.157.583,00;1.337.196.907.711,28;;;;;;
07-Mar-2025;112,69;+2,12;+1,92%;111,25;107,56;113,48;341.755.468;37.941.389.995,00;1.376.647.065.294,28;;;;;;
06-Mar-2025;110,57;-6,73;-5,74%;113,53;110,22;115,35;321.181.861;36.063.364.572,00;1.338.705.675.299,28;;;;;;
05-Mar-2025;117,30;+1,31;+1,13%;117,58;114,51;118,28;284.337.886;33.156.310.769,00;1.374.769.039.871,28;;;;;;
04-Mar-2025;115,99;+1,93;+1,69%;110,65;110,11;119,31;398.163.305;45.599.626.917,00;1.341.612.729.102,28;;;;;;
03-Mar-2025;114,06;-10,86;-8,69%;123,51;112,28;123,70;411.381.373;48.086.036.310,00;1.296.013.102.185,28;;;;;;
28-Feb-2025;124,92;+4,77;+3,97%;118,02;116,40;125,09;389.091.145;47.246.222.250,00;1.344.099.138.495,28;;;;;;
27-Feb-2025;120,15;-11,13;-8,48%;135,00;120,01;135,01;443.175.846;55.812.125.747,00;1.296.852.916.245,28;;;;;;
26-Feb-2025;131,28;+4,65;+3,67%;129,99;128,49;133,73;322.553.814;42.300.397.768,00;1.352.665.041.992,28;;;;;;
25-Feb-2025;126,63;-3,65;-2,80%;129,98;124,44;130,20;271.428.711;34.620.115.549,00;1.310.364.644.224,28;;;;;;
24-Feb-2025;130,28;-4,15;-3,09%;136,56;130,08;138,59;251.381.137;33.521.489.427,00;1.344.984.759.773,28;;;;;;
21-Feb-2025;134,43;-5,68;-4,05%;140,04;134,03;141,46;228.217.585;31.324.213.930,00;1.378.506.249.200,28;;;;;;
20-Feb-2025;140,11;+0,88;+0,63%;140,03;136,79;140,66;143.903.583;20.025.364.438,00;1.409.830.463.130,28;;;;;;
19-Feb-2025;139,23;-0,17;-0,12%;139,51;137,22;141,36;167.536.006;23.398.622.311,00;1.389.805.098.692,28;;;;;;
18-Feb-2025;139,40;+0,55;+0,40%;141,27;137,93;143,44;219.176.627;30.774.048.095,00;1.413.203.721.003,28;;;;;;
14-Feb-2025;138,85;+3,56;+2,63%;136,48;135,50;139,25;195.479.557;26.890.030.314,00;1.382.429.672.908,28;;;;;;
13-Feb-2025;135,29;+4,15;+3,16%;131,56;131,17;136,50;197.429.975;26.589.269.797,00;1.355.539.642.594,28;;;;;;
12-Feb-2025;131,14;-1,66;-1,25%;130,02;129,08;132,24;160.278.552;21.021.762.711,00;1.328.950.372.797,28;;;;;;
11-Feb-2025;132,80;-0,77;-0,58%;132,58;131,02;134,48;178.902.379;23.816.245.051,00;1.349.972.135.508,28;;;;;;
10-Feb-2025;133,57;+3,73;+2,87%;130,09;129,96;135,00;216.989.086;28.996.779.845,00;1.373.788.380.559,28;;;;;;
07-Feb-2025;129,84;+1,16;+0,90%;129,22;125,00;130,37;228.186.298;29.451.645.351,00;1.344.791.600.714,28;;;;;;
06-Feb-2025;128,68;+3,85;+3,08%;127,42;125,21;128,77;251.483.574;32.026.374.672,00;1.315.339.955.363,28;;;;;;
05-Feb-2025;124,83;+6,18;+5,21%;121,76;120,76;125,00;263.110.629;32.383.674.634,00;1.283.313.580.691,28;;;;;;
04-Feb-2025;118,65;+1,99;+1,71%;116,96;116,70;121,20;256.550.040;30.534.386.254,00;1.250.929.906.057,28;;;;;;
03-Feb-2025;116,66;-3,41;-2,84%;114,75;113,01;118,57;371.235.677;43.100.909.632,00;1.220.395.519.803,28;;;;;;
31-Jan-2025;120,07;-4,58;-3,67%;123,78;119,19;127,85;390.372.899;48.202.786.460,00;1.263.496.429.435,28;;;;;;
30-Jan-2025;124,65;+0,95;+0,77%;123,10;118,10;125,00;392.925.469;47.761.445.259,00;1.311.699.215.895,28;;;;;;
29-Jan-2025;123,70;-5,29;-4,10%;126,50;120,05;126,89;467.120.640;57.625.585.610,00;1.263.937.770.636,28;;;;;;
28-Jan-2025;128,99;+10,57;+8,93%;121,81;116,25;129,00;579.666.350;71.717.078.952,00;1.321.563.356.246,28;;;;;;
27-Jan-2025;118,42;-24,20;-16,97%;124,80;116,70;128,40;818.830.895;99.421.128.076,00;1.249.846.277.294,28;;;;;;
24-Jan-2025;142,62;-4,60;-3,12%;148,37;141,88;148,97;234.657.635;33.890.647.603,00;1.349.267.405.370,28;;;;;;
23-Jan-2025;147,22;+0,15;+0,10%;145,05;143,72;147,23;155.915.549;22.740.119.415,00;1.383.158.052.973,28;;;;;;
22-Jan-2025;147,07;+6,24;+4,43%;144,66;143,67;147,79;237.651.395;34.827.284.839,00;1.360.417.933.558,28;;;;;;
21-Jan-2025;140,83;+3,12;+2,27%;139,16;137,09;141,83;197.748.985;27.711.657.243,00;1.325.590.648.719,28;;;;;;
17-Jan-2025;137,71;+4,14;+3,10%;136,69;135,46;138,50;201.188.760;27.645.944.101,00;1.297.878.991.476,28;;;;;;
16-Jan-2025;133,57;-2,67;-1,96%;138,64;133,49;138,75;209.235.583;28.389.447.926,00;1.270.233.047.375,28;;;;;;
15-Jan-2025;136,24;+4,48;+3,40%;133,65;131,29;136,45;185.217.338;24.967.524.392,00;1.298.622.495.301,28;;;;;;
14-Jan-2025;131,76;-1,47;-1,10%;136,05;130,05;136,38;195.590.485;25.873.695.988,00;1.273.654.970.909,28;;;;;;
13-Jan-2025;133,23;-2,68;-1,97%;129,99;129,51;133,49;204.808.914;27.028.255.346,00;1.299.528.666.897,28;;;;;;
10-Jan-2025;135,91;-4,20;-3,00%;137,45;134,22;139,92;207.602.514;28.214.691.682,00;1.326.556.922.243,28;;;;;;
08-Jan-2025;140,11;-0,03;-0,02%;142,58;137,56;143,95;227.349.948;31.977.685.121,00;1.354.771.613.925,28;;;;;;
07-Jan-2025;140,14;-9,29;-6,22%;153,03;140,01;153,13;351.782.174;50.595.643.924,00;1.386.749.299.046,28;;;;;;
06-Jan-2025;149,43;+4,96;+3,43%;148,59;147,82;152,16;265.377.359;39.867.958.365,00;1.437.344.942.970,28;;;;;;
03-Jan-2025;144,47;+6,16;+4,45%;140,01;139,73;144,90;229.322.478;32.905.011.935,00;1.397.476.984.605,28;;;;;;
02-Jan-2025;138,31;+4,02;+2,99%;136,00;134,63;138,88;198.247.166;27.197.960.392,00;1.364.571.972.670,28;;;;;;
31-Dec-2024;134,29;-3,20;-2,33%;138,03;133,83;138,07;155.659.211;21.089.835.832,00;1.337.374.012.278,28;;;;;;
30-Dec-2024;137,49;+0,48;+0,35%;134,83;134,02;140,27;167.734.700;23.139.214.178,00;1.358.463.848.110,28;;;;;;
27-Dec-2024;137,01;-2,92;-2,09%;138,55;134,71;139,02;170.582.603;23.274.067.554,00;1.335.324.633.932,28;;;;;;
26-Dec-2024;139,93;-0,29;-0,21%;139,70;137,73;140,85;116.519.090;16.265.340.189,00;1.358.598.701.486,28;;;;;;
24-Dec-2024;140,22;+0,55;+0,39%;140,00;138,65;141,90;105.156.989;14.794.495.649,00;1.374.864.041.675,28;;;;;;
23-Dec-2024;139,67;+4,97;+3,69%;136,28;135,12;139,79;176.053.506;24.298.926.519,00;1.360.069.546.026,28;;;;;;
20-Dec-2024;134,70;+4,02;+3,08%;129,81;128,22;135,28;306.528.553;40.833.031.021,00;1.335.770.619.507,28;;;;;;
19-Dec-2024;130,68;+1,77;+1,37%;131,76;129,55;134,03;209.719.210;27.569.565.145,00;1.294.937.588.486,28;;;;;;
18-Dec-2024;128,91;-1,48;-1,14%;133,86;128,28;136,70;277.444.533;36.878.592.770,00;1.267.368.023.341,28;;;;;;
17-Dec-2024;130,39;-1,61;-1,22%;129,09;126,86;131,59;259.410.263;33.546.939.636,00;1.304.246.616.111,28;;;;;;
16-Dec-2024;132,00;-2,25;-1,68%;134,18;130,42;134,40;237.951.130;31.360.862.048,00;1.337.793.555.747,28;;;;;;
13-Dec-2024;134,25;-3,09;-2,25%;138,94;132,54;139,60;231.514.881;31.250.503.591,00;1.369.154.417.795,28;;;;;;
12-Dec-2024;137,34;-1,97;-1,41%;137,08;135,80;138,44;159.211.393;21.859.701.754,00;1.400.404.921.386,28;;;;;;
11-Dec-2024;139,31;+4,24;+3,14%;137,36;135,21;140,17;184.905.192;25.556.546.764,00;1.422.264.623.140,28;;;;;;
10-Dec-2024;135,07;-3,74;-2,69%;139,01;133,79;141,82;210.020.888;28.772.933.553,00;1.396.708.076.376,28;;;;;;
09-Dec-2024;138,81;-3,63;-2,55%;138,97;137,13;139,95;189.308.625;26.281.716.890,00;1.425.481.009.929,28;;;;;;
06-Dec-2024;142,44;-2,62;-1,81%;144,60;141,31;145,70;188.505.573;26.977.501.215,00;1.451.762.726.819,28;;;;;;
05-Dec-2024;145,06;-0,08;-0,06%;145,11;143,95;146,54;172.621.180;25.071.824.420,00;1.478.740.228.034,28;;;;;;
04-Dec-2024;145,14;+4,88;+3,48%;142,00;140,29;145,79;231.224.295;33.237.833.224,00;1.503.812.052.454,28;;;;;;
03-Dec-2024;140,26;+1,63;+1,18%;138,26;137,95;140,54;164.413.965;22.921.658.662,00;1.470.574.219.230,28;;;;;;
02-Dec-2024;138,63;+0,38;+0,27%;138,83;137,83;140,45;171.682.777;23.843.305.457,00;1.447.652.560.568,28;;;;;;
29-Nov-2024;138,25;+2,91;+2,15%;136,78;136,05;139,35;141.863.156;19.599.017.187,00;1.423.809.255.111,28;;;;;;
27-Nov-2024;135,34;-1,58;-1,15%;135,01;131,80;137,22;226.370.912;30.281.226.144,00;1.404.210.237.924,28;;;;;;
26-Nov-2024;136,92;+0,90;+0,66%;137,70;135,67;139,30;190.287.654;26.072.684.526,00;1.434.491.464.068,28;;;;;;
25-Nov-2024;136,02;-5,93;-4,18%;141,99;135,82;142,05;344.941.875;47.346.029.562,00;1.408.418.779.542,28;;;;;;
22-Nov-2024;141,95;-4,72;-3,22%;145,93;141,10;147,16;236.406.154;33.777.794.410,00;1.455.764.809.104,28;;;;;;
21-Nov-2024;146,67;+0,78;+0,53%;149,35;140,70;152,89;400.946.570;58.526.436.407,00;1.489.542.603.514,28;;;;;;
20-Nov-2024;145,89;-1,12;-0,76%;147,41;142,73;147,56;309.871.654;44.845.665.815,00;1.431.016.167.107,28;;;;;;
19-Nov-2024;147,01;+6,86;+4,89%;141,32;140,99;147,13;227.834.912;32.948.765.867,00;1.475.861.832.922,28;;;;;;
18-Nov-2024;140,15;-1,83;-1,29%;139,50;137,15;141,55;221.865.993;30.988.798.713,00;1.442.913.067.055,28;;;;;;
15-Nov-2024;141,98;-4,78;-3,26%;144,87;140,08;145,24;250.132.869;35.605.623.504,00;1.473.901.865.768,28;;;;;;
14-Nov-2024;146,76;+0,49;+0,33%;147,64;145,55;149,00;194.463.301;28.646.397.180,00;1.509.507.489.272,28;;;;;;
13-Nov-2024;146,27;-2,02;-1,36%;149,07;145,90;149,33;191.903.267;28.230.410.344,00;1.480.861.092.092,28;;;;;;
12-Nov-2024;148,29;+3,03;+2,09%;146,78;146,01;149,65;198.634.738;29.395.340.065,00;1.509.091.502.436,28;;;;;;
11-Nov-2024;145,26;-2,37;-1,61%;148,68;143,57;148,85;182.325.620;26.539.605.951,00;1.479.696.162.371,28;;;;;;
08-Nov-2024;147,63;-1,25;-0,84%;148,77;146,26;149,77;175.665.830;25.946.037.927,00;1.506.235.768.322,28;;;;;;
07-Nov-2024;148,88;+3,27;+2,25%;146,39;146,17;148,93;207.323.303;30.689.785.829,00;1.532.181.806.249,28;;;;;;
06-Nov-2024;145,61;+5,70;+4,07%;142,96;141,96;146,49;242.043.945;35.003.784.003,00;1.501.492.020.420,28;;;;;;
05-Nov-2024;139,91;+3,86;+2,84%;137,45;137,33;140,37;160.537.373;22.366.604.097,00;1.466.488.236.417,28;;;;;;
04-Nov-2024;136,05;+0,65;+0,48%;137,21;135,57;138,96;187.528.173;25.763.972.260,00;1.444.121.632.320,28;;;;;;
01-Nov-2024;135,40;+2,64;+1,99%;134,70;134,57;137,31;207.127.838;28.172.622.713,00;1.418.357.660.060,28;;;;;;
31-Oct-2024;132,76;-6,58;-4,72%;137,60;132,11;137,61;270.039.641;36.104.872.814,00;1.390.185.037.347,28;;;;;;
30-Oct-2024;139,34;-1,91;-1,36%;139,54;136,81;140,33;179.418.082;24.993.494.032,00;1.426.289.910.161,28;;;;;;
29-Oct-2024;141,25;+0,73;+0,52%;140,29;138,90;142,26;157.593.634;22.220.623.481,00;1.451.283.404.193,28;;;;;;
28-Oct-2024;140,52;-1,02;-0,72%;143,00;140,05;143,14;173.586.745;24.502.264.382,00;1.429.062.780.712,28;;;;;;
25-Oct-2024;141,54;+1,13;+0,80%;140,93;140,80;144,13;205.122.109;29.240.012.393,00;1.453.565.045.094,28;;;;;;
24-Oct-2024;140,41;+0,85;+0,61%;140,82;138,46;141,35;172.354.888;24.130.195.938,00;1.424.325.032.701,28;;;;;;
23-Oct-2024;139,56;-4,03;-2,81%;142,03;137,46;142,43;285.930.038;39.945.391.865,00;1.400.194.836.763,28;;;;;;
22-Oct-2024;143,59;-0,12;-0,08%;142,91;141,78;144,42;226.311.589;32.433.822.366,00;1.440.140.228.628,28;;;;;;
21-Oct-2024;143,71;+5,71;+4,14%;138,13;138,00;143,71;264.554.514;37.433.758.792,00;1.472.574.050.994,28;;;;;;
18-Oct-2024;138,00;+1,07;+0,78%;138,67;137,28;138,90;176.090.184;24.318.197.321,00;1.435.140.292.202,28;;;;;;
17-Oct-2024;136,93;+1,21;+0,89%;139,34;136,87;140,89;306.435.921;42.580.777.250,00;1.410.822.094.881,28;;;;;;
16-Oct-2024;135,72;+4,12;+3,13%;133,98;131,58;136,62;264.879.720;35.620.809.675,00;1.368.241.317.631,28;;;;;;
15-Oct-2024;131,60;-6,47;-4,69%;137,87;128,74;138,57;377.831.021;50.036.060.342,00;1.332.620.507.956,28;;;;;;
14-Oct-2024;138,07;+3,27;+2,43%;136,47;136,30;139,60;232.347.668;32.146.958.612,00;1.382.656.568.298,28;;;;;;
11-Oct-2024;134,80;-0,01;-0,01%;134,01;133,66;135,78;170.209.474;22.953.557.380,00;1.350.509.609.686,28;;;;;;
10-Oct-2024;134,81;+2,16;+1,63%;131,91;131,00;135,00;242.311.337;32.448.014.890,00;1.373.463.167.066,28;;;;;;
09-Oct-2024;132,65;-0,24;-0,18%;134,11;131,38;134,52;246.191.612;32.684.650.395,00;1.341.015.152.176,28;;;;;;
08-Oct-2024;132,89;+5,17;+4,05%;130,26;129,42;133,48;285.722.485;37.693.003.259,00;1.373.699.802.571,28;;;;;;
07-Oct-2024;127,72;+2,80;+2,24%;124,99;124,95;130,64;346.250.233;44.367.640.637,00;1.336.006.799.312,28;;;;;;
04-Oct-2024;124,92;+2,07;+1,68%;124,94;121,83;125,04;244.465.552;30.311.602.462,00;1.291.639.158.675,28;;;;;;
03-Oct-2024;122,85;+4,00;+3,37%;120,92;120,34;124,36;277.117.973;33.981.209.613,00;1.261.327.556.213,28;;;;;;
02-Oct-2024;118,85;+1,85;+1,58%;116,44;115,14;119,38;221.845.887;26.228.168.182,00;1.227.346.346.600,28;;;;;;
01-Oct-2024;117,00;-4,44;-3,66%;121,77;115,79;122,44;302.094.485;35.607.208.266,00;1.201.118.178.418,28;;;;;;
30-Sep-2024;121,44;+0,04;+0,03%;118,31;118,15;121,50;227.053.651;27.324.391.829,00;1.236.725.386.684,28;;;;;;
27-Sep-2024;121,40;-2,64;-2,13%;123,97;119,26;124,03;271.009.175;32.832.557.467,00;1.209.400.994.855,28;;;;;;
26-Sep-2024;124,04;+0,53;+0,43%;126,80;121,80;127,67;302.582.868;37.688.913.285,00;1.242.233.552.322,28;;;;;;
25-Sep-2024;123,51;+2,64;+2,18%;122,02;121,61;124,94;284.692.948;35.179.857.022,00;1.204.544.639.037,28;;;;;;
