Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
200.00 - 220.00;1.145.749.650;0,28%;5;0,50%;;;;;;;;;;;
180.00 - 200.00;11.093.234.997;2,74%;63;6,28%;;;;;;;;;;;
160.00 - 180.00;10.010.086.142;2,47%;56;5,58%;;;;;;;;;;;
140.00 - 160.00;11.205.031.329;2,77%;55;5,48%;;;;;;;;;;;
120.00 - 140.00;34.765.169.926;8,58%;129;12,86%;;;;;;;;;;;
100.00 - 120.00;30.433.720.202;7,51%;89;8,87%;;;;;;;;;;;
80.00 - 100.00;28.872.787.792;7,13%;61;6,08%;;;;;;;;;;;
60.00 - 80.00;15.708.264.610;3,88%;29;2,89%;;;;;;;;;;;
40.00 - 60.00;72.490.003.220;17,90%;155;15,45%;;;;;;;;;;;
20.00 - 40.00;85.314.380.340;21,06%;168;16,75%;;;;;;;;;;;
0.00 - 20.00;104.011.433.650;25,68%;193;19,24%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
NVDA.O Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;212,19;29-Oct-2025;Max;1.543.910.670;25-May-2023;Advancing;215.989.990.945;Up;537;Up;+24,37%;25-May-2023;Max;104.021.314.941,00;08-Mar-2024
Low;10,81;13-Oct-2022;Min;65.528.545;24-Dec-2025;Declining;188.278.174.673;Down;464;Down;-16,97%;27-Jan-2025;Min;2.745.657.486,00;25-Nov-2022
Avg (Close);79,21;;Avg;403.838.347;;Total;405.049.861.858;Unch;1;Period;+519,17%;03-Jan-2022 - 31-Dec-2025;Avg;24.433.208.002,04;
24-Sep-2024;120,87;+4,61;+3,97%;116,52;115,38;121,80;354.966.772;42.458.691.253,00;1.169.364.782.015,28;;;;;;
23-Sep-2024;116,26;+0,26;+0,22%;116,55;114,86;116,99;206.228.490;23.922.288.322,00;1.126.906.090.762,28;;;;;;
20-Sep-2024;116,00;-1,87;-1,59%;117,06;115,39;118,62;382.462.428;44.521.213.479,00;1.102.983.802.440,28;;;;;;
19-Sep-2024;117,87;+4,50;+3,97%;117,35;117,25;119,66;293.506.438;34.788.265.764,00;1.147.505.015.919,28;;;;;;
18-Sep-2024;113,37;-2,22;-1,92%;115,89;113,22;117,70;310.318.937;35.693.435.698,00;1.112.716.750.155,28;;;;;;
17-Sep-2024;115,59;-1,19;-1,02%;118,17;114,83;118,80;231.925.876;27.030.443.899,00;1.148.410.185.853,28;;;;;;
16-Sep-2024;116,78;-2,32;-1,95%;116,79;114,36;118,18;248.772.308;28.993.550.532,00;1.175.440.629.752,28;;;;;;
13-Sep-2024;119,10;-0,04;-0,03%;119,08;117,60;119,96;238.358.328;28.364.828.323,00;1.204.434.180.284,28;;;;;;
12-Sep-2024;119,14;+2,23;+1,91%;116,84;115,38;120,79;367.100.496;43.649.796.017,00;1.232.799.008.607,28;;;;;;
11-Sep-2024;116,91;+8,81;+8,15%;109,39;107,42;117,19;441.422.370;49.697.852.198,00;1.189.149.212.590,28;;;;;;
10-Sep-2024;108,10;+1,63;+1,53%;107,81;104,95;109,40;268.283.736;28.720.843.523,00;1.139.451.360.392,28;;;;;;
09-Sep-2024;106,47;+3,64;+3,54%;104,88;103,69;106,55;273.912.015;28.880.463.237,00;1.110.730.516.869,28;;;;;;
06-Sep-2024;102,83;-4,38;-4,09%;108,04;100,95;108,15;413.638.098;42.756.637.751,00;1.081.850.053.632,28;;;;;;
05-Sep-2024;107,21;+1,00;+0,94%;104,99;104,76;109,65;306.850.696;32.957.373.826,00;1.124.606.691.383,28;;;;;;
04-Sep-2024;106,21;-1,79;-1,66%;105,41;104,12;113,27;372.470.291;39.967.324.218,00;1.091.649.317.557,28;;;;;;
03-Sep-2024;108,00;-11,37;-9,53%;116,01;107,29;116,21;477.155.100;52.645.957.040,00;1.131.616.641.775,28;;;;;;
30-Aug-2024;119,37;+1,78;+1,51%;119,53;117,22;121,75;333.751.583;39.761.132.432,00;1.184.262.598.815,28;;;;;;
29-Aug-2024;117,59;-8,02;-6,38%;121,36;116,71;124,43;453.023.305;54.546.225.560,00;1.144.501.466.383,28;;;;;;
28-Aug-2024;125,61;-2,69;-2,10%;128,12;122,64;128,33;448.101.115;55.857.241.814,00;1.199.047.691.943,28;;;;;;
27-Aug-2024;128,30;+1,84;+1,46%;125,05;123,88;129,20;303.134.573;38.684.978.583,00;1.254.904.933.757,28;;;;;;
26-Aug-2024;126,46;-2,91;-2,25%;129,57;124,37;131,26;331.964.672;42.243.927.090,00;1.216.219.955.174,28;;;;;;
23-Aug-2024;129,37;+5,63;+4,55%;125,86;125,22;129,60;323.230.332;41.420.658.914,00;1.258.463.882.264,28;;;;;;
22-Aug-2024;123,74;-4,76;-3,70%;130,02;123,10;130,75;376.189.076;47.509.954.557,00;1.217.043.223.350,28;;;;;;
21-Aug-2024;128,50;+1,25;+0,98%;127,32;126,66;129,35;257.883.572;33.039.895.297,00;1.264.553.177.907,28;;;;;;
20-Aug-2024;127,25;-2,75;-2,12%;128,40;125,89;129,88;300.087.415;38.355.143.502,00;1.231.513.282.610,28;;;;;;
19-Aug-2024;130,00;+5,42;+4,35%;124,28;123,42;130,00;318.333.577;40.458.450.350,00;1.269.868.426.112,28;;;;;;
16-Aug-2024;124,58;+1,72;+1,40%;121,94;121,18;125,00;302.589.872;37.426.508.383,00;1.229.409.975.762,28;;;;;;
15-Aug-2024;122,86;+4,78;+4,05%;118,76;117,47;123,24;318.086.673;38.628.378.165,00;1.191.983.467.379,28;;;;;;
14-Aug-2024;118,08;+1,94;+1,67%;118,53;114,07;118,60;339.246.407;39.651.749.768,00;1.153.355.089.214,28;;;;;;
13-Aug-2024;116,14;+7,12;+6,53%;112,44;111,58;116,23;312.646.660;35.808.816.226,00;1.113.703.339.446,28;;;;;;
12-Aug-2024;109,02;+4,27;+4,08%;106,32;106,26;111,07;325.559.870;35.531.660.282,00;1.077.894.523.220,28;;;;;;
09-Aug-2024;104,75;-0,22;-0,21%;105,64;103,43;106,60;290.844.157;30.508.403.089,00;1.042.362.862.938,28;;;;;;
08-Aug-2024;104,97;+6,06;+6,13%;102,00;97,52;105,50;391.910.023;40.306.268.770,00;1.072.871.266.027,28;;;;;;
07-Aug-2024;98,91;-5,34;-5,12%;107,81;98,69;108,80;411.440.423;42.345.664.951,00;1.032.564.997.257,28;;;;;;
06-Aug-2024;104,25;+3,80;+3,78%;103,84;100,55;107,71;409.012.089;42.911.328.143,00;1.074.910.662.208,28;;;;;;
05-Aug-2024;100,45;-6,82;-6,36%;92,06;90,69;103,41;552.842.375;54.719.112.224,00;1.031.999.334.065,28;;;;;;
02-Aug-2024;107,27;-1,94;-1,78%;103,76;101,37;108,72;482.027.464;50.832.139.355,00;1.086.718.446.289,28;;;;;;
01-Aug-2024;109,21;-7,81;-6,67%;117,53;106,81;120,16;523.462.326;58.671.880.515,00;1.137.550.585.644,28;;;;;;
31-Jul-2024;117,02;+13,29;+12,81%;112,90;110,88;118,34;473.174.182;54.603.900.521,00;1.196.222.466.159,28;;;;;;
30-Jul-2024;103,73;-7,86;-7,04%;111,52;102,54;111,99;486.833.274;51.486.086.432,00;1.141.618.565.638,28;;;;;;
29-Jul-2024;111,59;-1,47;-1,30%;113,69;111,30;116,28;248.152.068;28.079.943.292,00;1.193.104.652.070,28;;;;;;
26-Jul-2024;113,06;+0,78;+0,69%;116,19;111,58;116,20;293.399.073;33.305.804.946,00;1.221.184.595.362,28;;;;;;
25-Jul-2024;112,28;-1,97;-1,72%;113,04;106,30;116,63;460.067.019;51.866.773.074,00;1.187.878.790.416,28;;;;;;
24-Jul-2024;114,25;-8,34;-6,80%;119,17;113,44;119,95;327.776.884;38.132.251.937,00;1.239.745.563.490,28;;;;;;
23-Jul-2024;122,59;-0,95;-0,77%;122,78;122,10;124,69;173.910.983;21.427.927.183,00;1.277.877.815.427,28;;;;;;
22-Jul-2024;123,54;+5,61;+4,76%;120,35;119,86;124,07;258.068.943;31.596.222.760,00;1.299.305.742.610,28;;;;;;
19-Jul-2024;117,93;-3,16;-2,61%;120,35;117,37;121,60;217.223.800;25.850.459.428,00;1.267.709.519.850,28;;;;;;
18-Jul-2024;121,09;+3,10;+2,63%;121,85;116,56;122,40;320.979.530;38.465.431.620,00;1.293.559.979.278,28;;;;;;
17-Jul-2024;117,99;-8,37;-6,62%;121,35;116,72;121,85;390.086.189;46.425.973.860,00;1.255.094.547.658,28;;;;;;
16-Jul-2024;126,36;-2,08;-1,62%;128,44;124,58;129,04;214.769.515;27.122.868.306,00;1.301.520.521.518,28;;;;;;
15-Jul-2024;128,44;-0,80;-0,62%;130,56;127,18;131,39;208.326.164;26.843.087.379,00;1.328.643.389.824,28;;;;;;
12-Jul-2024;129,24;+1,84;+1,44%;128,26;127,22;131,92;252.680.535;32.816.686.365,00;1.355.486.477.203,28;;;;;;
11-Jul-2024;127,40;-7,51;-5,57%;135,75;127,05;136,15;374.782.738;48.769.243.331,00;1.322.669.790.838,28;;;;;;
10-Jul-2024;134,91;+3,53;+2,69%;134,03;132,42;135,10;248.978.569;33.418.335.043,00;1.371.439.034.169,28;;;;;;
09-Jul-2024;131,38;+3,18;+2,48%;130,35;128,65;133,82;287.020.820;37.708.289.910,00;1.338.020.699.126,28;;;;;;
08-Jul-2024;128,20;+2,37;+1,88%;127,49;127,04;130,77;237.677.322;30.560.991.643,00;1.300.312.409.216,28;;;;;;
05-Jul-2024;125,83;-2,45;-1,91%;127,38;125,68;128,85;214.176.689;27.202.242.679,00;1.269.751.417.573,28;;;;;;
03-Jul-2024;128,28;+5,61;+4,57%;121,66;121,36;128,28;215.748.955;27.018.562.967,00;1.296.953.660.252,28;;;;;;
02-Jul-2024;122,67;-1,63;-1,31%;121,13;121,03;123,41;218.373.969;26.704.385.950,00;1.269.935.097.285,28;;;;;;
01-Jul-2024;124,30;+0,76;+0,62%;123,47;118,83;124,84;284.885.534;34.962.899.110,00;1.296.639.483.235,28;;;;;;
28-Jun-2024;123,54;-0,45;-0,36%;124,58;122,75;127,71;315.516.740;39.370.329.425,00;1.261.676.584.125,28;;;;;;
27-Jun-2024;123,99;-2,41;-1,91%;124,10;122,92;126,41;252.571.693;31.393.852.371,00;1.301.046.913.550,28;;;;;;
26-Jun-2024;126,40;+0,31;+0,25%;126,13;122,60;128,12;362.975.918;45.401.906.257,00;1.332.440.765.921,28;;;;;;
25-Jun-2024;126,09;+7,98;+6,76%;121,20;119,32;126,50;425.787.456;52.638.677.983,00;1.287.038.859.664,28;;;;;;
24-Jun-2024;118,11;-8,46;-6,68%;123,24;118,04;124,46;476.060.866;57.310.917.981,00;1.234.400.181.681,28;;;;;;
21-Jun-2024;126,57;-4,21;-3,22%;127,12;124,30;130,63;655.484.664;83.223.698.835,00;1.291.711.099.662,28;;;;;;
20-Jun-2024;130,78;-4,80;-3,54%;139,80;129,52;140,76;517.768.425;69.892.457.387,00;1.374.934.798.497,28;;;;;;
18-Jun-2024;135,58;+4,60;+3,51%;131,14;130,69;136,33;294.335.054;39.526.235.949,00;1.444.827.255.884,28;;;;;;
17-Jun-2024;130,98;-0,90;-0,68%;132,99;129,58;133,73;288.504.444;37.998.890.521,00;1.405.301.019.935,28;;;;;;
14-Jun-2024;131,88;+2,27;+1,75%;129,96;128,32;132,84;309.320.376;40.583.694.033,00;1.443.299.910.456,28;;;;;;
13-Jun-2024;129,61;+4,41;+3,52%;129,39;127,16;129,80;260.704.537;33.580.657.520,00;1.402.716.216.423,28;;;;;;
12-Jun-2024;125,20;+4,29;+3,55%;123,06;122,57;126,88;299.595.001;37.500.462.371,00;1.369.135.558.903,28;;;;;;
11-Jun-2024;120,91;-0,88;-0,72%;121,77;118,74;122,87;222.551.158;26.892.764.617,00;1.331.635.096.532,28;;;;;;
10-Jun-2024;121,79;+0,90;+0,75%;120,37;117,01;123,10;314.162.650;38.049.959.367,00;1.358.527.861.149,28;;;;;;
07-Jun-2024;120,89;-0,11;-0,09%;119,77;118,02;121,69;412.385.800;49.503.884.940,00;1.320.477.901.782,28;;;;;;
06-Jun-2024;121,00;-1,44;-1,18%;124,05;118,32;125,59;664.696.190;80.513.280.766,00;1.369.981.786.722,28;;;;;;
05-Jun-2024;122,44;+6,00;+5,16%;118,37;117,47;122,45;528.401.780;63.630.682.344,00;1.450.495.067.488,28;;;;;;
04-Jun-2024;116,44;+1,44;+1,25%;115,72;114,05;116,60;403.324.010;46.502.247.645,00;1.386.864.385.144,28;;;;;;
03-Jun-2024;115,00;+5,37;+4,90%;113,62;112,00;115,00;438.391.760;49.831.326.753,00;1.340.362.137.499,28;;;;;;
31-May-2024;109,63;-0,87;-0,78%;112,52;106,94;112,72;613.262.500;67.198.770.298,00;1.290.530.810.746,28;;;;;;
30-May-2024;110,50;-4,33;-3,77%;114,65;109,66;115,82;487.350.330;55.110.311.180,00;1.357.729.581.044,28;;;;;;
29-May-2024;114,83;+0,92;+0,81%;113,05;110,90;115,49;557.441.930;63.493.914.397,00;1.412.839.892.224,28;;;;;;
28-May-2024;113,90;+7,43;+6,98%;110,24;109,88;114,94;652.727.890;73.517.213.568,00;1.349.345.977.827,28;;;;;;
24-May-2024;106,47;+2,67;+2,57%;104,45;103,00;106,48;429.493.670;45.051.090.401,00;1.275.828.764.259,28;;;;;;
23-May-2024;103,80;+8,85;+9,32%;102,03;101,52;106,32;835.065.280;86.714.517.387,00;1.230.777.673.858,28;;;;;;
22-May-2024;94,95;-0,44;-0,46%;95,46;93,25;96,02;548.647.990;52.462.075.673,00;1.144.063.156.471,28;;;;;;
21-May-2024;95,39;+0,61;+0,64%;93,60;93,18;95,40;328.946.460;31.108.767.280,00;1.196.525.232.144,28;;;;;;
20-May-2024;94,78;+2,30;+2,49%;93,75;93,44;95,20;318.764.460;30.177.040.884,00;1.165.416.464.864,28;;;;;;
17-May-2024;92,48;-1,88;-1,99%;94,37;91,81;94,74;359.691.030;33.506.245.441,00;1.135.239.423.980,28;;;;;;
16-May-2024;94,36;-0,27;-0,29%;94,91;94,10;95,82;323.951.820;30.755.494.772,00;1.168.745.669.421,28;;;;;;
15-May-2024;94,63;+3,27;+3,58%;92,47;91,60;94,86;417.735.450;39.224.137.749,00;1.199.501.164.193,28;;;;;;
14-May-2024;91,36;+0,96;+1,06%;89,60;88,93;91,65;296.507.080;26.893.381.118,00;1.160.277.026.444,28;;;;;;
13-May-2024;90,40;+0,52;+0,58%;90,48;88,53;91,00;289.680.170;26.107.982.597,00;1.133.383.645.326,28;;;;;;
10-May-2024;89,88;+1,13;+1,27%;90,30;89,23;91,40;335.325.410;30.196.687.476,00;1.107.275.662.729,28;;;;;;
09-May-2024;88,75;-1,67;-1,84%;90,53;88,23;91,07;378.012.680;33.680.531.092,00;1.077.078.975.253,28;;;;;;
08-May-2024;90,41;-0,14;-0,16%;89,48;89,42;91,19;325.721.020;29.417.331.512,00;1.110.759.506.345,28;;;;;;
07-May-2024;90,55;-1,59;-1,72%;91,10;89,01;91,78;437.341.610;39.609.338.960,00;1.140.176.837.857,28;;;;;;
06-May-2024;92,14;+3,35;+3,77%;89,39;89,06;92,22;376.202.550;34.369.427.863,00;1.179.786.176.817,28;;;;;;
03-May-2024;88,79;+2,97;+3,46%;87,79;87,04;89,28;398.340.720;35.189.232.774,00;1.145.416.748.954,28;;;;;;
02-May-2024;85,82;+2,78;+3,34%;84,45;83,20;86,24;377.897.540;32.117.972.001,00;1.110.227.516.180,28;;;;;;
01-May-2024;83,04;-3,36;-3,89%;85,08;81,25;86,00;559.863.170;46.774.993.629,00;1.078.109.544.179,28;;;;;;
30-Apr-2024;86,40;-1,36;-1,54%;87,24;86,30;88,82;363.708.700;31.721.378.479,00;1.124.884.537.808,28;;;;;;
29-Apr-2024;87,76;+0,02;+0,03%;87,60;85,27;87,99;388.970.760;33.862.296.004,00;1.156.605.916.287,28;;;;;;
26-Apr-2024;87,74;+5,10;+6,18%;83,82;83,39;88,33;551.010.780;47.737.382.235,00;1.122.743.620.283,28;;;;;;
25-Apr-2024;82,63;+2,96;+3,71%;78,87;78,22;83,32;424.640.730;34.702.736.876,00;1.075.006.238.048,28;;;;;;
24-Apr-2024;79,68;-2,75;-3,33%;83,95;79,18;84,08;512.207.530;41.654.349.876,00;1.040.303.501.172,28;;;;;;
23-Apr-2024;82,42;+2,91;+3,65%;80,77;80,26;82,77;438.559.370;35.929.288.246,00;1.081.957.851.048,28;;;;;;
22-Apr-2024;79,52;+3,32;+4,35%;78,10;76,40;80,07;596.340.510;46.877.076.049,00;1.046.028.562.802,28;;;;;;
19-Apr-2024;76,20;-8,47;-10,00%;83,15;75,61;84,32;875.198.000;69.697.834.116,00;999.151.486.753,28;;;;;;
18-Apr-2024;84,67;+0,64;+0,76%;84,97;82,40;86,19;447.260.340;37.911.005.759,00;1.068.849.320.869,28;;;;;;
17-Apr-2024;84,04;-3,38;-3,87%;88,34;83,95;88,78;495.399.510;42.450.604.294,00;1.030.938.315.110,28;;;;;;
16-Apr-2024;87,42;+1,41;+1,64%;86,43;86,06;88,12;370.453.020;32.327.509.822,00;1.073.388.919.404,28;;;;;;
15-Apr-2024;86,00;-2,19;-2,48%;89,10;85,93;90,61;443.076.950;39.044.193.614,00;1.041.061.409.582,28;;;;;;
12-Apr-2024;88,19;-2,43;-2,68%;89,70;87,53;90,17;426.804.790;37.873.440.500,00;1.080.105.603.196,28;;;;;;
11-Apr-2024;90,62;+3,58;+4,11%;87,42;86,93;90,74;431.637.270;38.458.091.298,00;1.117.979.043.696,28;;;;;;
10-Apr-2024;87,04;+1,69;+1,97%;83,93;83,71;87,40;431.928.530;37.307.369.824,00;1.079.520.952.398,28;;;;;;
09-Apr-2024;85,35;-1,78;-2,04%;87,44;83,02;87,64;503.547.350;42.709.611.852,00;1.042.213.582.574,28;;;;;;
08-Apr-2024;87,13;-0,88;-0,99%;88,70;86,73;88,83;283.220.000;24.761.289.839,00;1.084.923.194.426,28;;;;;;
05-Apr-2024;88,01;+2,10;+2,45%;86,87;85,93;88,48;399.678.460;35.005.509.750,00;1.109.684.484.265,28;;;;;;
04-Apr-2024;85,91;-3,06;-3,44%;90,41;85,88;90,63;434.964.920;38.429.115.043,00;1.074.678.974.515,28;;;;;;
03-Apr-2024;88,96;-0,49;-0,55%;88,48;88,40;90,37;370.066.550;33.137.733.289,00;1.113.108.089.558,28;;;;;;
02-Apr-2024;89,45;-0,91;-1,01%;88,45;87,62;90,09;433.063.550;38.525.726.884,00;1.146.245.822.847,28;;;;;;
01-Apr-2024;90,36;+0,01;+0,01%;90,30;89,20;92,23;452.441.490;40.952.405.243,00;1.184.771.549.731,28;;;;;;
28-Mar-2024;90,36;+0,11;+0,12%;90,00;89,19;91,30;435.212.270;39.386.864.917,00;1.143.819.144.488,28;;;;;;
27-Mar-2024;90,25;-2,31;-2,50%;93,11;89,12;93,24;586.067.230;52.936.168.090,00;1.104.432.279.571,28;;;;;;
26-Mar-2024;92,56;-2,44;-2,57%;95,85;92,50;96,38;513.647.580;48.515.331.564,00;1.157.368.447.661,28;;;;;;
25-Mar-2024;95,00;+0,71;+0,76%;93,94;93,51;96,77;552.136.080;52.700.342.698,00;1.205.883.779.225,28;;;;;;
22-Mar-2024;94,29;+2,85;+3,12%;91,14;90,83;94,78;586.719.360;54.868.880.676,00;1.153.183.436.527,28;;;;;;
21-Mar-2024;91,44;+1,06;+1,18%;92,30;90,41;92,65;480.372.310;44.023.403.596,00;1.098.314.555.851,28;;;;;;
20-Mar-2024;90,37;+0,97;+1,09%;89,80;88,22;90,41;479.062.790;42.819.980.470,00;1.054.291.152.255,28;;;;;;
19-Mar-2024;89,40;+0,94;+1,07%;86,70;85,01;90,54;672.171.270;59.057.331.975,00;1.011.471.171.785,28;;;;;;
18-Mar-2024;88,46;+0,62;+0,70%;90,39;87,09;92,41;668.975.930;59.770.056.493,00;952.413.839.810,28;;;;;;
15-Mar-2024;87,84;-0,11;-0,12%;86,93;86,26;89,55;642.086.160;56.658.312.077,00;892.643.783.317,28;;;;;;
14-Mar-2024;87,94;-2,94;-3,24%;89,58;86,60;90,65;602.318.160;53.053.743.117,00;949.302.095.394,28;;;;;;
13-Mar-2024;90,89;-1,02;-1,12%;91,06;88,44;91,50;635.712.890;57.188.202.194,00;1.002.355.838.511,28;;;;;;
12-Mar-2024;91,91;+6,14;+7,16%;88,05;86,15;91,96;668.075.150;59.936.578.893,00;1.059.544.040.705,28;;;;;;
11-Mar-2024;85,77;-1,75;-2,00%;86,43;84,17;88,80;678.364.120;58.780.440.906,00;999.607.461.812,28;;;;;;
08-Mar-2024;87,53;-5,14;-5,55%;95,14;86,51;97,40;1.142.269.060;104.021.314.941,00;1.058.387.902.718,28;;;;;;
07-Mar-2024;92,67;+3,97;+4,47%;90,16;89,60;92,77;608.119.160;55.714.139.935,00;1.162.409.217.659,28;;;;;;
06-Mar-2024;88,70;+2,74;+3,18%;88,02;87,03;89,72;582.520.300;51.525.249.382,00;1.106.695.077.724,28;;;;;;
05-Mar-2024;85,96;+0,73;+0,85%;85,27;83,42;86,10;520.639.300;44.245.697.188,00;1.055.169.828.342,28;;;;;;
04-Mar-2024;85,24;+2,96;+3,60%;84,13;83,72;87,70;615.616.450;52.771.306.181,00;1.010.924.131.154,28;;;;;;
01-Mar-2024;82,28;+3,17;+4,00%;80,00;79,44;82,30;479.135.100;38.986.376.108,00;958.152.824.973,28;;;;;;
29-Feb-2024;79,11;+1,45;+1,87%;79,09;78,35;79,99;507.288.980;40.205.911.653,00;919.166.448.865,28;;;;;;
28-Feb-2024;77,66;-1,04;-1,32%;77,62;77,13;78,93;393.110.400;30.646.038.250,00;878.960.537.212,28;;;;;;
27-Feb-2024;78,70;-0,39;-0,49%;79,38;77,16;79,48;391.705.240;30.852.889.884,00;909.606.575.462,28;;;;;;
26-Feb-2024;79,09;+0,28;+0,35%;79,70;78,51;80,65;503.972.730;40.095.259.031,00;940.459.465.346,28;;;;;;
23-Feb-2024;78,82;+0,28;+0,36%;80,79;77,57;82,39;829.388.370;66.264.397.613,00;900.364.206.315,28;;;;;;
22-Feb-2024;78,54;+11,07;+16,40%;75,03;74,22;78,58;865.099.740;66.857.013.998,00;834.099.808.702,28;;;;;;
21-Feb-2024;67,47;-1,98;-2,85%;68,01;66,25;68,89;690.298.130;47.182.539.886,00;767.242.794.704,28;;;;;;
20-Feb-2024;69,45;-3,16;-4,35%;71,95;67,73;71,96;704.833.100;48.671.378.170,00;814.425.334.590,28;;;;;;
16-Feb-2024;72,61;-0,05;-0,06%;74,10;72,50;74,40;495.326.620;36.370.936.661,00;863.096.712.760,28;;;;;;
15-Feb-2024;72,66;-1,24;-1,68%;73,87;72,40;73,98;420.121.810;30.681.234.798,00;899.467.649.421,28;;;;;;
14-Feb-2024;73,90;+1,77;+2,46%;73,20;71,94;74,24;504.917.420;36.983.253.469,00;930.148.884.219,28;;;;;;
13-Feb-2024;72,13;-0,12;-0,17%;70,40;69,62;73,45;602.580.150;43.365.874.162,00;893.165.630.750,28;;;;;;
12-Feb-2024;72,25;+0,12;+0,16%;72,60;71,25;74,61;613.710.180;44.727.826.142,00;936.531.504.912,28;;;;;;
09-Feb-2024;72,13;+2,49;+3,58%;70,53;70,21;72,19;436.636.890;31.200.562.221,00;891.803.678.770,28;;;;;;
08-Feb-2024;69,64;-0,46;-0,65%;70,07;69,46;70,79;414.422.110;29.047.077.613,00;860.603.116.549,28;;;;;;
07-Feb-2024;70,10;+1,88;+2,75%;68,32;67,60;70,22;495.574.550;34.326.764.232,00;889.650.194.162,28;;;;;;
06-Feb-2024;68,22;-1,11;-1,60%;69,63;66,30;69,75;683.111.360;46.347.349.967,00;855.323.429.930,28;;;;;;
05-Feb-2024;69,33;+3,17;+4,79%;68,23;67,21;69,50;680.078.010;46.694.598.218,00;901.670.779.897,28;;;;;;
02-Feb-2024;66,16;+3,13;+4,97%;63,97;63,69;66,60;476.577.650;31.264.844.828,00;854.976.181.679,28;;;;;;
01-Feb-2024;63,03;+1,50;+2,44%;62,10;61,65;63,19;369.145.790;23.061.179.999,00;823.711.336.851,28;;;;;;
31-Jan-2024;61,53;-1,25;-1,99%;61,44;60,70;62,27;453.794.870;27.913.264.972,00;800.650.156.852,28;;;;;;
30-Jan-2024;62,77;+0,31;+0,49%;62,90;62,26;63,49;410.735.300;25.818.632.752,00;828.563.421.824,28;;;;;;
29-Jan-2024;62,47;+1,43;+2,35%;61,23;60,91;62,49;348.732.980;21.574.204.502,00;802.744.789.072,28;;;;;;
26-Jan-2024;61,03;-0,59;-0,95%;60,96;60,57;61,78;390.308.590;23.867.997.157,00;781.170.584.570,28;;;;;;
25-Jan-2024;61,62;+0,25;+0,42%;62,35;60,85;62,72;482.776.840;29.886.375.959,00;805.038.581.727,28;;;;;;
24-Jan-2024;61,36;+1,49;+2,49%;60,30;59,94;62,85;560.270.760;34.578.570.189,00;775.152.205.768,28;;;;;;
23-Jan-2024;59,87;+0,22;+0,37%;59,57;58,59;59,91;294.654.450;17.523.845.217,00;740.573.635.579,28;;;;;;
22-Jan-2024;59,65;+0,16;+0,27%;60,05;59,07;60,33;452.954.630;27.076.151.189,00;723.049.790.362,28;;;;;;
19-Jan-2024;59,49;+2,38;+4,17%;57,99;57,23;59,50;543.501.480;31.817.080.805,00;695.973.639.173,28;;;;;;
18-Jan-2024;57,11;+1,05;+1,88%;57,26;56,11;57,60;491.650.360;28.063.074.999,00;664.156.558.368,28;;;;;;
17-Jan-2024;56,05;-0,33;-0,58%;56,35;54,74;56,47;474.394.440;26.410.306.124,00;636.093.483.369,28;;;;;;
16-Jan-2024;56,38;+1,67;+3,06%;55,02;54,90;56,83;449.579.730;25.231.270.323,00;662.503.789.493,28;;;;;;
12-Jan-2024;54,71;-0,11;-0,20%;54,62;54,33;54,97;352.993.600;19.298.423.549,00;637.272.519.170,28;;;;;;
11-Jan-2024;54,82;+0,47;+0,87%;55,00;53,56;55,35;596.758.770;32.582.872.682,00;656.570.942.719,28;;;;;;
10-Jan-2024;54,35;+1,21;+2,28%;53,62;53,49;54,60;533.795.760;28.912.469.124,00;623.988.070.037,28;;;;;;
09-Jan-2024;53,14;+0,89;+1,70%;52,40;51,69;54,33;773.100.060;41.063.650.026,00;595.075.600.913,28;;;;;;
08-Jan-2024;52,25;+3,16;+6,43%;49,51;49,48;52,28;642.509.900;32.984.821.330,00;554.011.950.887,28;;;;;;
05-Jan-2024;49,10;+1,10;+2,29%;48,46;48,31;49,55;415.039.270;20.345.014.942,00;521.027.129.557,28;;;;;;
04-Jan-2024;48,00;+0,43;+0,90%;47,77;47,51;48,50;306.534.890;14.741.175.919,00;500.682.114.615,28;;;;;;
03-Jan-2024;47,57;-0,60;-1,24%;47,49;47,32;48,18;320.896.170;15.296.377.674,00;485.940.938.696,28;;;;;;
02-Jan-2024;48,17;-1,35;-2,73%;49,24;47,60;49,30;411.254.220;19.767.427.708,00;501.237.316.370,28;;;;;;
29-Dec-2023;49,52;0,00;0,00%;49,81;48,75;50,00;389.293.300;19.277.711.701,00;521.004.744.078,28;;;;;;
28-Dec-2023;49,52;+0,10;+0,21%;49,64;49,41;49,88;246.587.480;12.241.180.112,00;501.727.032.377,28;;;;;;
27-Dec-2023;49,42;+0,14;+0,28%;49,51;49,09;49,68;233.647.980;11.532.553.719,00;489.485.852.265,28;;;;;;
26-Dec-2023;49,28;+0,45;+0,92%;48,97;48,96;49,60;244.199.520;12.052.912.163,00;477.953.298.546,28;;;;;;
22-Dec-2023;48,83;-0,16;-0,33%;49,20;48,47;49,38;252.506.760;12.367.445.827,00;465.900.386.383,28;;;;;;
