Apple Inc | Price History                                          31-Mar-2026 08:43;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ;;;;;;;;;;;;;;;
Interval: Daily;;;;;;;;;;;;;;;
History Period: 01-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
VAP: Total;19.032.438.898;;;;;;;;;;;;;;
Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
280.00 - 300.00;67.639.410;0,36%;4;0,40%;;;;;;;;;;;
260.00 - 280.00;789.480.137;4,15%;45;4,49%;;;;;;;;;;;
240.00 - 260.00;1.016.659.594;5,34%;58;5,78%;;;;;;;;;;;
220.00 - 240.00;2.748.371.324;14,44%;160;15,95%;;;;;;;;;;;
200.00 - 220.00;2.119.060.837;11,13%;101;10,07%;;;;;;;;;;;
180.00 - 200.00;3.122.608.854;16,41%;178;17,75%;;;;;;;;;;;
160.00 - 180.00;4.548.712.870;23,90%;241;24,03%;;;;;;;;;;;
140.00 - 160.00;3.533.832.849;18,57%;168;16,75%;;;;;;;;;;;
120.00 - 140.00;1.086.073.023;5,71%;48;4,79%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;288,60;03-Dec-2025;Max;146.070.652;20-Sep-2024;Advancing;9.761.299.461;Up;529;Up;+15,33%;09-Apr-2025;Max;33.393.771.882,00;20-Sep-2024
Low;124,18;03-Jan-2023;Min;6.069.987;24-Nov-2023;Declining;9.210.736.814;Down;470;Down;-9,25%;03-Apr-2025;Min;1.152.869.769,00;24-Nov-2023
Avg (Close);191,70;;Avg;18.975.512;;Total;19.032.438.898;Unch;3;Period;+49,37%;03-Jan-2022 - 31-Dec-2025;Avg;3.594.705.054,84;
Avg (High-Low);206,39;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ History     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Exchange Date;Close;Net;%Chg;Open;Low;High;Volume;Turnover - USD;Flow;;;;;;
31-Dec-2025;271,86;-1,22;-0,45%;273,08;271,76;273,68;12.679.708;3.451.004.685,00;153.212.899.670,82;;;;;;
30-Dec-2025;273,08;-0,68;-0,25%;272,78;272,28;274,08;9.633.359;2.630.413.080,00;156.663.904.355,82;;;;;;
29-Dec-2025;273,76;+0,36;+0,13%;272,69;272,35;274,35;10.727.797;2.935.489.992,00;159.294.317.435,82;;;;;;
26-Dec-2025;273,40;-0,41;-0,15%;274,10;272,87;275,34;9.335.547;2.556.865.733,00;156.358.827.443,82;;;;;;
24-Dec-2025;273,81;+1,45;+0,53%;272,26;272,25;275,43;6.548.810;1.795.154.588,00;158.915.693.176,82;;;;;;
23-Dec-2025;272,36;+1,39;+0,51%;270,97;269,57;272,45;12.311.550;3.348.385.261,00;157.120.538.588,82;;;;;;
22-Dec-2025;270,97;-2,70;-0,99%;272,92;270,51;273,88;14.444.262;3.920.060.947,00;153.772.153.327,82;;;;;;
19-Dec-2025;273,67;+1,48;+0,54%;272,40;269,90;274,56;71.726.895;19.591.330.433,00;157.692.214.274,82;;;;;;
18-Dec-2025;272,19;+0,35;+0,13%;273,59;266,96;273,61;20.771.458;5.642.169.214,00;138.100.883.841,82;;;;;;
17-Dec-2025;271,84;-2,77;-1,01%;274,94;271,69;276,16;23.804.879;6.488.576.396,00;132.458.714.627,82;;;;;;
16-Dec-2025;274,61;+0,50;+0,18%;272,70;271,80;275,50;16.287.628;4.465.139.721,00;138.947.291.023,82;;;;;;
15-Dec-2025;274,11;-4,17;-1,50%;280,00;272,84;280,04;22.953.930;6.300.345.821,00;134.482.151.302,82;;;;;;
12-Dec-2025;278,28;+0,25;+0,09%;277,91;276,90;279,21;15.513.615;4.316.415.230,00;140.782.497.123,82;;;;;;
11-Dec-2025;278,03;-0,75;-0,27%;278,99;273,82;279,58;12.050.229;3.343.170.052,00;136.466.081.893,82;;;;;;
10-Dec-2025;278,78;+1,60;+0,58%;277,75;276,44;279,74;14.371.443;4.003.863.376,00;139.809.251.945,82;;;;;;
09-Dec-2025;277,18;-0,71;-0,26%;278,20;276,93;280,02;12.336.953;3.425.307.523,00;135.805.388.569,82;;;;;;
08-Dec-2025;277,89;-0,89;-0,32%;278,10;276,16;279,63;13.039.359;3.619.810.026,00;139.230.696.092,82;;;;;;
05-Dec-2025;278,78;-1,92;-0,68%;280,70;278,05;281,13;13.788.143;3.847.922.712,00;142.850.506.118,82;;;;;;
04-Dec-2025;280,70;-3,45;-1,21%;284,05;278,60;284,72;18.470.621;5.186.425.119,00;146.698.428.830,82;;;;;;
03-Dec-2025;284,15;-2,04;-0,71%;286,19;283,54;288,60;15.041.348;4.289.633.949,00;151.884.853.949,82;;;;;;
02-Dec-2025;286,19;+3,09;+1,09%;283,10;282,64;287,40;17.637.483;5.039.465.987,00;156.174.487.898,82;;;;;;
01-Dec-2025;283,10;+4,25;+1,52%;278,12;276,14;283,41;16.489.958;4.643.860.608,00;151.135.021.911,82;;;;;;
28-Nov-2025;278,85;+1,30;+0,47%;277,35;275,99;279,00;7.704.363;2.142.314.299,00;146.491.161.303,82;;;;;;
26-Nov-2025;277,55;+0,58;+0,21%;276,97;276,65;279,53;13.747.581;3.820.382.000,00;144.348.847.004,82;;;;;;
25-Nov-2025;276,97;+1,05;+0,38%;275,27;275,27;280,38;15.797.658;4.387.806.908,00;140.528.465.004,82;;;;;;
24-Nov-2025;275,92;+4,43;+1,63%;271,04;271,04;276,98;26.473.964;7.292.568.530,00;136.140.658.096,82;;;;;;
21-Nov-2025;271,49;+5,24;+1,97%;266,02;265,89;273,32;25.032.240;6.767.221.890,00;128.848.089.566,82;;;;;;
20-Nov-2025;266,25;-2,31;-0,86%;271,03;265,92;275,42;17.743.664;4.769.133.576,00;122.080.867.676,82;;;;;;
19-Nov-2025;268,56;+1,12;+0,42%;265,50;265,50;272,19;16.986.035;4.569.944.623,00;126.850.001.252,82;;;;;;
18-Nov-2025;267,44;-0,02;-0,01%;270,00;265,32;270,70;18.606.941;4.981.349.102,00;122.280.056.629,82;;;;;;
17-Nov-2025;267,46;-4,95;-1,82%;268,93;265,74;270,49;18.106.278;4.848.119.543,00;127.261.405.731,82;;;;;;
14-Nov-2025;272,41;-0,54;-0,20%;271,06;269,60;275,95;16.096.012;4.391.324.805,00;132.109.525.274,82;;;;;;
13-Nov-2025;272,95;-0,52;-0,19%;274,28;272,10;276,68;16.724.664;4.571.568.460,00;136.500.850.079,82;;;;;;
12-Nov-2025;273,47;-1,78;-0,65%;275,00;271,88;275,71;16.660.389;4.559.971.613,00;141.072.418.539,82;;;;;;
11-Nov-2025;275,25;+5,82;+2,16%;269,83;269,83;275,84;18.198.025;4.991.771.678,00;145.632.390.152,82;;;;;;
10-Nov-2025;269,43;+0,96;+0,36%;269,09;267,46;273,70;16.256.746;4.387.732.845,00;140.640.618.474,82;;;;;;
07-Nov-2025;268,47;-1,30;-0,48%;269,77;266,79;272,29;17.651.546;4.746.535.949,00;136.252.885.629,82;;;;;;
06-Nov-2025;269,77;-0,37;-0,14%;268,20;267,91;273,37;19.782.696;5.347.334.803,00;140.999.421.578,82;;;;;;
05-Nov-2025;270,14;+0,10;+0,04%;268,59;266,94;271,66;17.658.659;4.766.494.363,00;146.346.756.381,82;;;;;;
04-Nov-2025;270,04;+0,99;+0,37%;268,48;267,70;271,48;16.079.293;4.338.451.576,00;141.580.262.018,82;;;;;;
03-Nov-2025;269,05;-1,32;-0,49%;270,45;266,27;270,85;15.553.543;4.177.895.738,00;137.241.810.442,82;;;;;;
31-Oct-2025;270,37;-1,03;-0,38%;276,84;269,16;277,32;26.366.698;7.154.025.171,00;141.419.706.180,82;;;;;;
30-Oct-2025;271,40;+1,70;+0,63%;272,00;268,49;274,13;23.059.700;6.279.808.727,00;148.573.731.351,82;;;;;;
29-Oct-2025;269,70;+0,70;+0,26%;269,37;267,12;271,40;14.086.531;3.796.887.288,00;142.293.922.624,82;;;;;;
28-Oct-2025;269,00;+0,19;+0,07%;269,06;268,16;269,87;12.399.503;3.335.652.670,00;138.497.035.336,82;;;;;;
27-Oct-2025;268,81;+5,99;+2,28%;265,00;264,66;269,08;15.297.958;4.093.821.057,00;135.161.382.666,82;;;;;;
24-Oct-2025;262,82;+3,24;+1,25%;261,06;259,18;264,12;14.566.779;3.825.479.255,00;131.067.561.609,82;;;;;;
23-Oct-2025;259,58;+1,13;+0,44%;260,00;258,02;260,61;10.655.834;2.765.904.691,00;127.242.082.354,82;;;;;;
22-Oct-2025;258,45;-4,32;-1,64%;262,74;255,43;262,85;14.923.963;3.861.495.352,00;124.476.177.663,82;;;;;;
21-Oct-2025;262,77;+0,53;+0,20%;261,95;261,95;265,29;13.148.270;3.460.590.492,00;128.337.673.015,82;;;;;;
20-Oct-2025;262,24;+9,95;+3,94%;255,76;255,65;264,37;27.368.836;7.156.250.120,00;124.877.082.523,82;;;;;;
17-Oct-2025;252,29;+4,84;+1,96%;248,00;247,27;253,38;16.016.470;4.016.483.107,00;117.720.832.403,82;;;;;;
16-Oct-2025;247,45;-1,89;-0,76%;248,17;245,13;249,03;13.433.356;3.323.692.444,00;113.704.349.296,82;;;;;;
15-Oct-2025;249,34;+1,57;+0,63%;249,38;247,49;251,81;13.272.311;3.311.018.663,00;117.028.041.740,82;;;;;;
14-Oct-2025;247,77;+0,11;+0,04%;246,57;244,70;248,85;14.451.439;3.576.611.119,00;113.717.023.077,82;;;;;;
13-Oct-2025;247,66;+2,39;+0,97%;249,46;245,56;249,69;13.157.456;3.261.286.558,00;110.140.411.958,82;;;;;;
10-Oct-2025;245,27;-8,77;-3,45%;255,01;244,57;256,38;22.262.558;5.508.563.604,00;106.879.125.400,82;;;;;;
09-Oct-2025;254,04;-4,02;-1,56%;257,90;253,15;258,00;13.407.776;3.412.521.901,00;112.387.689.004,82;;;;;;
08-Oct-2025;258,06;+1,58;+0,62%;256,48;256,12;258,52;12.075.340;3.113.548.221,00;115.800.210.905,82;;;;;;
07-Oct-2025;256,48;-0,21;-0,08%;256,84;255,46;257,40;10.721.449;2.749.632.567,00;112.686.662.684,82;;;;;;
06-Oct-2025;256,69;-1,33;-0,52%;257,92;255,06;259,07;14.511.211;3.727.936.088,00;115.436.295.251,82;;;;;;
03-Oct-2025;258,02;+0,89;+0,35%;254,64;253,98;259,24;16.274.080;4.195.749.538,00;119.164.231.339,82;;;;;;
02-Oct-2025;257,13;+1,68;+0,66%;256,60;254,15;258,17;14.794.526;3.801.902.703,00;114.968.481.801,82;;;;;;
01-Oct-2025;255,45;+0,82;+0,32%;254,99;254,96;258,79;20.877.259;5.340.105.594,00;111.166.579.098,82;;;;;;
30-Sep-2025;254,63;+0,20;+0,08%;254,89;253,11;255,92;16.012.247;4.076.594.862,00;105.826.473.504,82;;;;;;
29-Sep-2025;254,43;-1,03;-0,40%;254,50;253,01;254,87;14.682.460;3.732.065.391,00;101.749.878.642,82;;;;;;
26-Sep-2025;255,46;-1,41;-0,55%;253,84;253,78;257,35;15.475.947;3.952.983.019,00;105.481.944.033,82;;;;;;
25-Sep-2025;256,87;+4,56;+1,81%;253,38;251,72;257,17;17.906.307;4.571.471.202,00;109.434.927.052,82;;;;;;
24-Sep-2025;252,31;-2,12;-0,83%;255,23;251,04;255,73;16.188.601;4.085.577.352,00;104.863.455.850,82;;;;;;
23-Sep-2025;254,43;-1,65;-0,64%;255,94;253,59;257,33;20.425.819;5.208.545.641,00;108.949.033.202,82;;;;;;
22-Sep-2025;256,08;+10,58;+4,31%;248,17;248,17;256,63;34.928.285;8.875.254.342,00;114.157.578.843,82;;;;;;
19-Sep-2025;245,50;+7,62;+3,20%;241,22;240,24;246,30;81.220.243;19.868.131.047,00;105.282.324.501,82;;;;;;
18-Sep-2025;237,88;-1,11;-0,46%;240,00;236,65;241,18;16.808.284;4.001.771.083,00;85.414.193.454,82;;;;;;
17-Sep-2025;238,99;+0,84;+0,35%;238,94;237,74;240,10;17.935.096;4.289.338.410,00;89.415.964.537,82;;;;;;
16-Sep-2025;238,15;+1,45;+0,61%;237,17;236,33;241,21;24.364.055;5.814.109.953,00;85.126.626.127,82;;;;;;
15-Sep-2025;236,70;+2,63;+1,12%;236,97;235,03;238,19;14.056.226;3.323.728.620,00;79.312.516.174,82;;;;;;
12-Sep-2025;234,07;+4,04;+1,76%;229,24;229,02;234,51;17.314.756;4.039.474.999,00;75.988.787.554,82;;;;;;
11-Sep-2025;230,03;+3,24;+1,43%;226,75;226,65;230,45;15.789.600;3.619.543.087,00;71.949.312.555,82;;;;;;
10-Sep-2025;226,79;-7,56;-3,23%;231,96;225,96;232,06;25.519.349;5.811.729.422,00;68.329.769.468,82;;;;;;
09-Sep-2025;234,35;-3,53;-1,48%;236,73;233,37;238,78;18.341.014;4.316.470.619,00;74.141.498.890,82;;;;;;
08-Sep-2025;237,88;-1,81;-0,76%;239,34;236,35;240,14;14.824.164;3.531.403.225,00;78.457.969.509,82;;;;;;
05-Sep-2025;239,69;-0,09;-0,04%;240,00;238,50;241,32;19.653.288;4.710.416.822,00;81.989.372.734,82;;;;;;
04-Sep-2025;239,78;+1,31;+0,55%;238,47;236,74;239,90;15.646.308;3.736.083.561,00;86.699.789.556,82;;;;;;
03-Sep-2025;238,47;+8,75;+3,81%;237,12;234,38;238,71;22.679.524;5.383.659.218,00;82.963.705.995,82;;;;;;
02-Sep-2025;229,72;-2,42;-1,04%;229,49;226,97;230,78;16.803.237;3.868.563.911,00;77.580.046.777,82;;;;;;
29-Aug-2025;232,14;-0,42;-0,18%;232,56;231,39;233,35;14.065.074;3.266.679.784,00;81.448.610.688,82;;;;;;
28-Aug-2025;232,56;+2,07;+0,90%;230,81;229,34;233,41;12.798.364;2.971.898.558,00;84.715.290.472,82;;;;;;
27-Aug-2025;230,49;+1,18;+0,51%;228,51;228,30;230,90;10.278.427;2.365.014.875,00;81.743.391.914,82;;;;;;
26-Aug-2025;229,31;+2,15;+0,95%;227,00;224,69;229,47;24.437.922;5.590.725.853,00;79.378.377.039,82;;;;;;
25-Aug-2025;227,16;-0,60;-0,26%;226,38;226,25;229,30;10.233.495;2.330.032.348,00;73.787.651.186,82;;;;;;
22-Aug-2025;227,76;+2,86;+1,27%;226,10;225,44;229,08;13.318.701;3.033.257.478,00;76.117.683.534,82;;;;;;
21-Aug-2025;224,90;-1,11;-0,49%;226,39;223,79;226,52;10.041.837;2.259.642.833,00;73.084.426.056,82;;;;;;
20-Aug-2025;226,01;-4,55;-1,97%;230,00;225,77;230,45;13.111.783;2.972.570.673,00;75.344.068.889,82;;;;;;
19-Aug-2025;230,56;-0,33;-0,14%;231,30;229,36;232,86;12.938.222;2.985.800.624,00;78.316.639.562,82;;;;;;
18-Aug-2025;230,89;-0,70;-0,30%;231,72;230,12;233,12;12.610.631;2.914.842.384,00;81.302.440.186,82;;;;;;
15-Aug-2025;231,59;-1,19;-0,51%;233,98;229,36;234,22;21.794.723;5.054.915.446,00;84.217.282.570,82;;;;;;
14-Aug-2025;232,78;-0,55;-0,24%;234,13;230,86;235,11;16.777.431;3.906.392.602,00;89.272.198.016,82;;;;;;
13-Aug-2025;233,33;+3,68;+1,60%;231,00;230,43;234,99;21.414.766;4.986.834.570,00;93.178.590.618,82;;;;;;
12-Aug-2025;229,65;+2,47;+1,09%;227,95;227,10;230,78;16.735.527;3.838.552.035,00;88.191.756.048,82;;;;;;
11-Aug-2025;227,18;-2,17;-0,95%;227,84;224,77;229,54;17.693.864;4.021.307.531,00;84.353.204.013,82;;;;;;
08-Aug-2025;229,35;+9,32;+4,24%;220,82;219,27;230,99;29.371.678;6.679.834.469,00;88.374.511.544,82;;;;;;
07-Aug-2025;220,03;+6,78;+3,18%;218,90;216,58;220,85;26.042.863;5.715.115.128,00;81.694.677.075,82;;;;;;
06-Aug-2025;213,25;+10,33;+5,09%;205,60;205,60;215,38;32.485.570;6.914.465.666,00;75.979.561.947,82;;;;;;
05-Aug-2025;202,92;-0,43;-0,21%;203,35;202,16;205,33;13.396.819;2.724.883.028,00;69.065.096.281,82;;;;;;
04-Aug-2025;203,35;+0,97;+0,48%;204,68;201,68;207,86;18.518.517;3.781.056.661,00;71.789.979.309,82;;;;;;
01-Aug-2025;202,38;-5,19;-2,50%;210,94;201,51;213,58;26.334.977;5.388.242.807,00;68.008.922.648,82;;;;;;
31-Jul-2025;207,57;-1,48;-0,71%;208,27;207,17;209,83;27.781.774;5.799.349.925,00;73.397.165.455,82;;;;;;
30-Jul-2025;209,05;-2,22;-1,05%;212,00;207,72;212,39;13.175.031;2.759.714.782,00;79.196.515.380,82;;;;;;
29-Jul-2025;211,27;-2,78;-1,30%;214,20;210,83;214,80;15.972.216;3.384.805.908,00;81.956.230.162,82;;;;;;
28-Jul-2025;214,05;+0,17;+0,08%;214,00;213,06;214,84;10.289.482;2.202.705.101,00;85.341.036.070,82;;;;;;
25-Jul-2025;213,88;+0,12;+0,06%;214,62;213,40;215,24;10.404.472;2.227.768.983,00;83.138.330.969,82;;;;;;
24-Jul-2025;213,76;-0,39;-0,18%;213,92;213,54;215,69;15.647.216;3.351.934.242,00;80.910.561.986,82;;;;;;
23-Jul-2025;214,15;-0,25;-0,12%;215,00;212,41;215,10;15.678.601;3.354.261.533,00;84.262.496.228,82;;;;;;
22-Jul-2025;214,40;+1,92;+0,90%;213,29;212,25;214,64;13.626.916;2.913.765.429,00;87.616.757.761,82;;;;;;
21-Jul-2025;212,48;+1,30;+0,62%;212,00;211,65;215,78;15.179.920;3.237.448.441,00;84.702.992.332,82;;;;;;
18-Jul-2025;211,18;+1,16;+0,55%;211,00;209,71;211,79;18.069.891;3.812.702.748,00;81.465.543.891,82;;;;;;
17-Jul-2025;210,02;-0,14;-0,07%;210,61;209,60;211,80;14.891.978;3.133.066.115,00;77.652.841.143,82;;;;;;
16-Jul-2025;210,16;+1,05;+0,50%;210,31;208,64;212,40;16.162.580;3.399.792.458,00;80.785.907.258,82;;;;;;
15-Jul-2025;209,11;+0,49;+0,23%;209,17;208,92;211,87;11.929.368;2.502.721.471,00;77.386.114.800,82;;;;;;
14-Jul-2025;208,62;-2,54;-1,20%;209,90;207,54;210,91;12.624.836;2.635.298.651,00;74.883.393.329,82;;;;;;
11-Jul-2025;211,16;-1,25;-0,59%;210,31;209,87;212,11;13.617.953;2.874.039.975,00;77.518.691.980,82;;;;;;
10-Jul-2025;212,41;+1,27;+0,60%;210,44;210,16;213,48;13.830.390;2.935.182.558,00;80.392.731.955,82;;;;;;
09-Jul-2025;211,14;+1,13;+0,54%;209,35;207,23;211,33;16.071.880;3.375.305.513,00;77.457.549.397,82;;;;;;
08-Jul-2025;210,01;+0,06;+0,03%;210,01;208,47;211,43;13.456.804;2.825.233.621,00;74.082.243.884,82;;;;;;
07-Jul-2025;209,95;-3,60;-1,69%;212,70;208,81;216,21;17.521.530;3.696.334.048,00;71.257.010.263,82;;;;;;
03-Jul-2025;213,55;+1,11;+0,52%;212,07;211,83;214,65;10.721.371;2.289.127.170,00;74.953.344.311,82;;;;;;
02-Jul-2025;212,44;+4,62;+2,22%;209,00;208,14;213,34;18.716.939;3.965.260.976,00;72.664.217.141,82;;;;;;
01-Jul-2025;207,82;+2,65;+1,29%;206,72;206,15;210,18;22.987.311;4.783.971.309,00;68.698.956.165,82;;;;;;
30-Jun-2025;205,17;+4,09;+2,03%;201,86;199,27;207,38;28.278.166;5.769.225.617,00;63.914.984.856,82;;;;;;
27-Jun-2025;201,08;+0,08;+0,04%;201,87;200,25;203,21;29.610.498;5.960.032.250,00;58.145.759.239,82;;;;;;
26-Jun-2025;201,00;-0,56;-0,28%;201,25;199,46;202,60;15.848.643;3.181.672.806,00;52.185.726.989,82;;;;;;
25-Jun-2025;201,56;+1,26;+0,63%;201,43;200,64;203,66;11.878.057;2.395.984.776,00;55.367.399.795,82;;;;;;
24-Jun-2025;200,30;-1,20;-0,60%;202,50;200,21;203,43;16.148.709;3.248.421.430,00;52.971.415.019,82;;;;;;
23-Jun-2025;201,50;+0,50;+0,25%;201,50;198,96;202,30;20.149.596;4.056.250.571,00;56.219.836.449,82;;;;;;
20-Jun-2025;201,00;+4,42;+2,25%;198,37;196,86;201,70;44.951.728;8.992.241.173,00;52.163.585.878,82;;;;;;
18-Jun-2025;196,58;+0,94;+0,48%;195,89;195,07;197,56;17.073.341;3.354.458.640,00;43.171.344.705,82;;;;;;
17-Jun-2025;195,64;-2,78;-1,40%;197,08;195,22;198,39;12.742.556;2.501.304.575,00;39.816.886.065,82;;;;;;
16-Jun-2025;198,42;+1,97;+1,00%;197,20;196,58;198,68;14.784.044;2.927.518.939,00;42.318.190.640,82;;;;;;
13-Jun-2025;196,45;-2,75;-1,38%;199,44;195,77;200,37;16.416.739;3.233.492.464,00;39.390.671.701,82;;;;;;
12-Jun-2025;199,20;+0,42;+0,21%;199,00;197,37;199,67;13.625.465;2.709.576.254,00;42.624.164.165,82;;;;;;
11-Jun-2025;198,78;-3,89;-1,92%;203,23;198,41;204,50;15.808.121;3.164.873.679,00;39.914.587.911,82;;;;;;
10-Jun-2025;202,67;+1,22;+0,61%;200,60;200,59;204,35;16.625.482;3.366.665.602,00;43.079.461.590,82;;;;;;
09-Jun-2025;201,45;-2,47;-1,21%;204,34;200,02;206,00;22.930.482;4.640.925.063,00;39.712.795.988,82;;;;;;
06-Jun-2025;203,92;+3,29;+1,64%;203,00;202,05;205,70;15.095.513;3.080.170.617,00;44.353.721.051,82;;;;;;
05-Jun-2025;200,63;-2,19;-1,08%;203,50;200,16;204,74;19.781.847;3.984.751.992,00;41.273.550.434,82;;;;;;
04-Jun-2025;202,82;-0,45;-0,22%;203,00;202,15;206,23;13.210.199;2.687.962.887,00;45.258.302.426,82;;;;;;
03-Jun-2025;203,27;+1,57;+0,78%;201,36;200,96;203,76;13.649.555;2.768.487.551,00;47.946.265.313,82;;;;;;
02-Jun-2025;201,70;+0,85;+0,42%;200,28;200,12;202,12;12.921.369;2.600.807.895,00;45.177.777.762,82;;;;;;
30-May-2025;200,85;+0,90;+0,45%;199,39;196,79;201,95;27.348.784;5.480.293.474,00;42.576.969.867,82;;;;;;
29-May-2025;199,95;-0,47;-0,23%;203,50;198,51;203,78;14.566.790;2.920.187.509,00;37.096.676.393,82;;;;;;
28-May-2025;200,42;+0,21;+0,10%;200,50;199,90;202,73;15.114.717;3.034.182.456,00;40.016.863.902,82;;;;;;
27-May-2025;200,21;+4,94;+2,53%;198,28;197,44;200,73;19.116.468;3.817.930.193,00;36.982.681.446,82;;;;;;
23-May-2025;195,27;-6,09;-3,02%;193,59;193,46;197,70;21.156.978;4.137.716.983,00;33.164.751.253,82;;;;;;
22-May-2025;201,36;-0,73;-0,36%;200,63;199,70;202,72;12.392.662;2.495.200.242,00;37.302.468.236,82;;;;;;
21-May-2025;202,09;-4,77;-2,31%;205,05;200,72;207,04;17.444.508;3.542.192.019,00;39.797.668.478,82;;;;;;
20-May-2025;206,86;-1,92;-0,92%;207,67;205,03;208,47;10.053.497;2.081.148.139,00;43.339.860.497,82;;;;;;
19-May-2025;208,78;-2,48;-1,17%;207,99;204,26;209,47;13.641.227;2.835.283.895,00;45.421.008.636,82;;;;;;
16-May-2025;211,26;-0,19;-0,09%;212,57;209,78;212,57;17.640.502;3.730.524.854,00;48.256.292.531,82;;;;;;
15-May-2025;211,45;-0,88;-0,41%;211,13;209,54;212,96;14.604.719;3.086.064.310,00;51.986.817.385,82;;;;;;
14-May-2025;212,33;-0,60;-0,28%;212,25;210,60;213,93;16.488.078;3.500.263.020,00;55.072.881.695,82;;;;;;
13-May-2025;212,93;+2,14;+1,02%;210,39;209,08;213,38;17.047.155;3.618.917.811,00;58.573.144.715,82;;;;;;
12-May-2025;210,79;+12,26;+6,18%;211,06;206,75;211,25;20.091.068;4.222.727.347,00;54.954.226.904,82;;;;;;
09-May-2025;198,53;+1,04;+0,53%;198,79;197,54;200,52;10.310.093;2.048.006.632,00;50.731.499.557,82;;;;;;
08-May-2025;197,49;+1,24;+0,63%;197,75;194,68;200,04;16.823.041;3.325.406.960,00;48.683.492.925,82;;;;;;
07-May-2025;196,25;-2,26;-1,14%;199,05;193,25;199,43;24.260.434;4.758.296.658,00;45.358.085.965,82;;;;;;
06-May-2025;198,51;-0,38;-0,19%;198,20;197,02;200,62;14.596.065;2.900.492.308,00;50.116.382.623,82;;;;;;
05-May-2025;198,89;-6,46;-3,15%;203,00;198,21;204,10;18.523.391;3.697.098.690,00;53.016.874.931,82;;;;;;
02-May-2025;205,35;-7,97;-3,74%;206,00;202,16;206,99;26.983.311;5.530.633.160,00;56.713.973.621,82;;;;;;
01-May-2025;213,32;+0,82;+0,39%;208,90;208,90;214,55;18.238.820;3.869.603.281,00;62.244.606.781,82;;;;;;
30-Apr-2025;212,50;+1,29;+0,61%;209,26;206,69;213,54;22.366.156;4.738.267.939,00;58.375.003.500,82;;;;;;
29-Apr-2025;211,21;+1,07;+0,51%;208,76;208,37;212,24;12.757.397;2.692.070.013,00;53.636.735.561,82;;;;;;
28-Apr-2025;210,14;+0,86;+0,41%;210,00;207,48;211,50;14.000.570;2.938.077.153,00;50.944.665.548,82;;;;;;
25-Apr-2025;209,28;+0,91;+0,44%;206,20;206,20;209,43;14.325.464;2.988.791.180,00;48.006.588.395,82;;;;;;
24-Apr-2025;208,37;+3,77;+1,84%;205,20;202,97;208,82;19.619.304;4.073.350.484,00;45.017.797.215,82;;;;;;
23-Apr-2025;204,60;+4,86;+2,43%;206,00;202,80;208,00;17.944.980;3.681.954.904,00;40.944.446.731,82;;;;;;
22-Apr-2025;199,74;+6,58;+3,41%;196,15;196,00;201,59;17.559.142;3.499.633.787,00;37.262.491.827,82;;;;;;
21-Apr-2025;193,16;-3,82;-1,94%;193,34;189,82;193,79;16.151.676;3.106.997.141,00;33.762.858.040,82;;;;;;
17-Apr-2025;196,98;+2,71;+1,39%;197,20;194,43;198,83;18.922.250;3.726.555.287,00;36.869.855.181,82;;;;;;
16-Apr-2025;194,27;-7,87;-3,89%;198,30;192,38;200,70;20.988.509;4.101.974.396,00;33.143.299.894,82;;;;;;
15-Apr-2025;202,14;-0,38;-0,19%;201,79;199,83;203,51;13.607.896;2.750.308.962,00;37.245.274.290,82;;;;;;
14-Apr-2025;202,52;+4,37;+2,21%;211,43;201,20;212,94;27.927.093;5.740.074.196,00;39.995.583.252,82;;;;;;
11-Apr-2025;198,15;+7,73;+4,06%;186,06;186,06;199,53;25.939.909;5.086.820.516,00;34.255.509.056,82;;;;;;
10-Apr-2025;190,42;-8,43;-4,24%;189,00;183,01;194,76;33.821.389;6.427.686.316,00;29.168.688.540,82;;;;;;
09-Apr-2025;198,85;+26,43;+15,33%;172,00;171,91;200,59;57.429.978;10.924.940.708,00;35.596.374.856,82;;;;;;
08-Apr-2025;172,42;-9,04;-4,98%;186,52;169,22;190,31;36.640.240;6.516.983.610,00;24.671.434.148,82;;;;;;
07-Apr-2025;181,46;-6,92;-3,67%;176,96;174,62;194,14;53.057.233;9.575.712.218,00;31.188.417.758,82;;;;;;
04-Apr-2025;188,38;-14,81;-7,29%;193,93;187,36;199,88;41.777.482;8.003.672.557,00;40.764.129.976,82;;;;;;
03-Apr-2025;203,19;-20,70;-9,25%;205,50;201,25;207,47;34.530.406;7.044.172.440,00;48.767.802.533,82;;;;;;
02-Apr-2025;223,89;+0,70;+0,31%;221,38;221,08;225,18;14.240.682;3.170.789.697,00;55.811.974.973,82;;;;;;
