Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
280.00 - 300.00;67.639.410;0,36%;4;0,40%;;;;;;;;;;;
260.00 - 280.00;789.480.137;4,15%;45;4,49%;;;;;;;;;;;
240.00 - 260.00;1.016.659.594;5,34%;58;5,78%;;;;;;;;;;;
220.00 - 240.00;2.748.371.324;14,44%;160;15,95%;;;;;;;;;;;
200.00 - 220.00;2.119.060.837;11,13%;101;10,07%;;;;;;;;;;;
180.00 - 200.00;3.122.608.854;16,41%;178;17,75%;;;;;;;;;;;
160.00 - 180.00;4.548.712.870;23,90%;241;24,03%;;;;;;;;;;;
140.00 - 160.00;3.533.832.849;18,57%;168;16,75%;;;;;;;;;;;
120.00 - 140.00;1.086.073.023;5,71%;48;4,79%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
AAPL.OQ Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;288,60;03-Dec-2025;Max;146.070.652;20-Sep-2024;Advancing;9.761.299.461;Up;529;Up;+15,33%;09-Apr-2025;Max;33.393.771.882,00;20-Sep-2024
Low;124,18;03-Jan-2023;Min;6.069.987;24-Nov-2023;Declining;9.210.736.814;Down;470;Down;-9,25%;03-Apr-2025;Min;1.152.869.769,00;24-Nov-2023
Avg (Close);191,70;;Avg;18.975.512;;Total;19.032.438.898;Unch;3;Period;+49,37%;03-Jan-2022 - 31-Dec-2025;Avg;3.594.705.054,84;
Avg (High-Low);206,39;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
27-Feb-2023;147,92;+1,21;+0,82%;147,70;147,46;149,17;12.644.859;1.872.166.555,00;-36.852.428.977,19;;;;;;
24-Feb-2023;146,71;-2,69;-1,80%;147,06;145,73;147,18;15.871.648;2.325.507.923,00;-38.724.595.532,19;;;;;;
23-Feb-2023;149,40;+0,49;+0,33%;150,00;147,24;150,34;14.085.357;2.098.864.105,00;-36.399.087.609,19;;;;;;
22-Feb-2023;148,91;+0,43;+0,29%;148,75;147,16;149,95;15.059.770;2.239.036.543,00;-38.497.951.714,19;;;;;;
21-Feb-2023;148,48;-4,07;-2,67%;150,25;148,41;151,29;17.973.430;2.679.286.698,00;-40.736.988.257,19;;;;;;
17-Feb-2023;152,55;-1,16;-0,75%;152,45;150,85;152,99;16.654.694;2.535.242.776,00;-38.057.701.559,19;;;;;;
16-Feb-2023;153,71;-1,62;-1,04%;153,39;153,35;156,33;17.155.634;2.648.662.592,00;-35.522.458.783,19;;;;;;
15-Feb-2023;155,33;+2,13;+1,39%;153,09;152,88;155,50;14.461.761;2.236.646.226,00;-32.873.796.191,19;;;;;;
14-Feb-2023;153,20;-0,65;-0,42%;152,03;150,87;153,77;17.552.412;2.680.809.752,00;-35.110.442.417,19;;;;;;
13-Feb-2023;153,85;+2,84;+1,88%;150,94;150,94;154,26;17.375.430;2.665.116.475,00;-32.429.632.665,19;;;;;;
10-Feb-2023;151,01;+0,14;+0,09%;149,27;149,27;151,34;13.912.783;2.094.341.187,00;-35.094.749.140,19;;;;;;
09-Feb-2023;150,87;-1,05;-0,69%;153,76;150,42;154,32;15.382.109;2.335.967.211,00;-37.189.090.327,19;;;;;;
08-Feb-2023;151,92;-2,73;-1,77%;153,77;151,17;154,58;20.628.893;3.141.803.736,00;-34.853.123.116,19;;;;;;
07-Feb-2023;154,65;+2,92;+1,92%;150,66;150,66;155,23;24.204.526;3.724.352.841,00;-31.711.319.380,19;;;;;;
06-Feb-2023;151,73;-2,77;-1,79%;152,44;150,78;153,10;16.566.057;2.517.804.467,00;-35.435.672.221,19;;;;;;
03-Feb-2023;154,50;+3,68;+2,44%;147,90;147,84;157,36;33.402.836;5.146.885.861,00;-32.917.867.754,19;;;;;;
02-Feb-2023;150,82;+5,39;+3,71%;149,00;148,18;151,18;25.559.210;3.820.148.611,00;-38.064.753.615,19;;;;;;
01-Feb-2023;145,43;+1,14;+0,79%;143,85;141,33;146,61;19.942.352;2.878.014.905,00;-41.884.902.226,19;;;;;;
31-Jan-2023;144,29;+1,29;+0,90%;142,63;142,28;144,34;24.268.618;3.493.121.084,00;-44.762.917.131,19;;;;;;
30-Jan-2023;143,00;-2,93;-2,01%;144,90;142,86;145,53;16.164.878;2.319.453.983,00;-48.256.038.215,19;;;;;;
27-Jan-2023;145,93;+1,97;+1,37%;143,10;143,10;147,23;16.868.462;2.458.997.126,00;-45.936.584.232,19;;;;;;
26-Jan-2023;143,96;+2,10;+1,48%;143,14;141,90;144,25;13.961.932;2.004.125.141,00;-48.395.581.358,19;;;;;;
25-Jan-2023;141,86;-0,67;-0,47%;140,84;138,82;142,43;14.705.202;2.073.233.928,00;-50.399.706.499,19;;;;;;
24-Jan-2023;142,53;+1,42;+1,01%;140,47;140,30;143,15;12.831.474;1.824.361.011,00;-48.326.472.571,19;;;;;;
23-Jan-2023;141,11;+3,24;+2,35%;138,13;137,90;143,31;19.131.227;2.699.713.492,00;-50.150.833.582,19;;;;;;
20-Jan-2023;137,87;+2,60;+1,92%;135,12;134,23;137,99;27.632.469;3.778.274.084,00;-52.850.547.074,19;;;;;;
19-Jan-2023;135,27;+0,06;+0,04%;134,00;133,77;136,24;15.406.977;2.080.497.150,00;-56.628.821.158,19;;;;;;
18-Jan-2023;135,21;-0,73;-0,54%;136,84;135,03;138,61;17.972.084;2.444.452.623,00;-58.709.318.308,19;;;;;;
17-Jan-2023;135,94;+1,18;+0,88%;134,76;134,17;137,29;16.087.066;2.183.437.446,00;-56.264.865.685,19;;;;;;
13-Jan-2023;134,76;+1,35;+1,01%;132,00;131,66;134,92;14.317.714;1.917.924.990,00;-58.448.303.131,19;;;;;;
12-Jan-2023;133,41;-0,08;-0,06%;133,98;131,45;134,25;17.882.785;2.382.680.287,00;-60.366.228.121,19;;;;;;
11-Jan-2023;133,49;+2,76;+2,11%;131,25;130,47;133,49;18.596.464;2.467.930.903,00;-57.983.547.834,19;;;;;;
10-Jan-2023;130,73;+0,58;+0,45%;130,25;128,13;131,26;14.265.391;1.855.491.345,00;-60.451.478.737,19;;;;;;
09-Jan-2023;130,15;+0,53;+0,41%;130,53;129,89;133,41;16.999.817;2.230.159.316,00;-62.306.970.082,19;;;;;;
06-Jan-2023;129,62;+4,60;+3,68%;126,00;124,90;130,29;22.657.872;2.912.964.452,00;-64.537.129.398,19;;;;;;
05-Jan-2023;125,02;-1,34;-1,06%;127,07;124,76;127,76;18.723.359;2.354.924.793,00;-67.450.093.850,19;;;;;;
04-Jan-2023;126,36;+1,29;+1,03%;127,00;125,08;128,65;20.876.069;2.642.536.305,00;-65.095.169.057,19;;;;;;
03-Jan-2023;125,07;-4,86;-3,74%;130,21;124,18;130,90;28.032.059;3.524.244.202,00;-67.737.705.362,19;;;;;;
30-Dec-2022;129,93;+0,32;+0,25%;128,32;127,45;129,95;19.705.329;2.547.029.097,00;-64.213.461.160,19;;;;;;
29-Dec-2022;129,61;+3,57;+2,83%;128,00;127,82;130,48;16.480.981;2.133.448.841,00;-66.760.490.257,19;;;;;;
28-Dec-2022;126,04;-3,99;-3,07%;129,67;125,87;131,02;17.283.438;2.200.535.725,00;-68.893.939.098,19;;;;;;
27-Dec-2022;130,03;-1,83;-1,39%;131,24;128,73;131,36;14.738.577;1.916.240.386,00;-66.693.403.373,19;;;;;;
23-Dec-2022;131,86;-0,37;-0,28%;131,00;129,64;132,41;12.208.945;1.602.880.883,00;-64.777.162.987,19;;;;;;
22-Dec-2022;132,23;-3,22;-2,38%;134,29;130,31;134,54;19.558.004;2.583.489.443,00;-63.174.282.104,19;;;;;;
21-Dec-2022;135,45;+3,15;+2,38%;132,98;132,75;136,80;19.513.017;2.639.505.886,00;-60.590.792.661,19;;;;;;
20-Dec-2022;132,30;-0,07;-0,05%;131,46;129,89;133,25;17.961.718;2.369.017.806,00;-63.230.298.547,19;;;;;;
19-Dec-2022;132,37;-2,14;-1,59%;135,09;131,33;135,10;19.415.478;2.572.813.815,00;-60.861.280.741,19;;;;;;
16-Dec-2022;134,51;-1,99;-1,46%;136,79;133,73;137,64;74.198.808;10.015.867.206,00;-58.288.466.926,19;;;;;;
15-Dec-2022;136,50;-6,71;-4,69%;141,15;136,03;141,77;24.740.544;3.397.607.081,00;-48.272.599.720,19;;;;;;
14-Dec-2022;143,21;-2,26;-1,55%;145,32;141,19;146,66;20.289.043;2.917.343.663,00;-44.874.992.639,19;;;;;;
13-Dec-2022;145,47;+0,98;+0,68%;149,45;144,24;149,96;22.487.804;3.294.883.131,00;-41.957.648.976,19;;;;;;
12-Dec-2022;144,49;+2,33;+1,64%;142,98;141,07;144,50;15.673.440;2.250.846.268,00;-45.252.532.107,19;;;;;;
09-Dec-2022;142,16;-0,49;-0,34%;142,31;140,91;145,55;18.454.994;2.635.430.911,00;-47.503.378.375,19;;;;;;
08-Dec-2022;142,65;+1,71;+1,21%;142,42;141,10;143,52;14.542.177;2.073.086.995,00;-44.867.947.464,19;;;;;;
07-Dec-2022;140,94;-1,97;-1,38%;142,28;140,01;143,37;17.584.762;2.481.547.778,00;-46.941.034.459,19;;;;;;
06-Dec-2022;142,91;-3,72;-2,54%;147,03;141,92;147,29;16.217.774;2.328.601.045,00;-44.459.486.681,19;;;;;;
05-Dec-2022;146,63;-1,18;-0,80%;147,71;145,78;150,91;16.337.864;2.408.123.758,00;-42.130.885.636,19;;;;;;
02-Dec-2022;147,81;-0,50;-0,34%;146,00;145,66;148,00;18.483.584;2.720.782.218,00;-39.722.761.878,19;;;;;;
01-Dec-2022;148,31;+0,28;+0,19%;148,34;146,62;149,13;15.801.789;2.341.460.890,00;-37.001.979.660,19;;;;;;
30-Nov-2022;148,03;+6,86;+4,86%;141,25;140,59;148,03;34.176.122;5.008.784.536,00;-39.343.440.550,19;;;;;;
29-Nov-2022;141,17;-3,05;-2,11%;144,22;140,36;144,80;17.381.113;2.465.803.638,00;-44.352.225.086,19;;;;;;
28-Nov-2022;144,22;-3,89;-2,63%;145,00;143,39;146,63;17.674.171;2.554.910.172,00;-41.886.421.448,19;;;;;;
25-Nov-2022;148,11;-2,96;-1,96%;148,30;147,14;148,86;7.848.883;1.162.800.851,00;-39.331.511.276,19;;;;;;
23-Nov-2022;151,07;+0,89;+0,59%;149,50;149,35;151,81;10.544.766;1.590.496.002,00;-38.168.710.425,19;;;;;;
22-Nov-2022;150,18;+2,17;+1,47%;148,16;146,93;150,38;12.957.094;1.937.811.418,00;-39.759.206.427,19;;;;;;
21-Nov-2022;148,01;-3,28;-2,17%;150,12;147,72;150,24;12.629.606;1.874.086.048,00;-41.697.017.845,19;;;;;;
18-Nov-2022;151,29;+0,57;+0,38%;152,49;149,98;152,49;17.235.640;2.609.100.501,00;-39.822.931.797,19;;;;;;
17-Nov-2022;150,72;+1,93;+1,30%;146,51;146,40;151,48;16.211.738;2.429.396.934,00;-42.432.032.298,19;;;;;;
16-Nov-2022;148,79;-1,25;-0,83%;149,05;147,30;149,85;14.762.925;2.195.871.192,00;-44.861.429.232,19;;;;;;
15-Nov-2022;150,04;+1,76;+1,19%;152,00;148,57;153,59;19.765.798;2.983.021.429,00;-42.665.558.040,19;;;;;;
14-Nov-2022;148,28;-1,42;-0,95%;149,12;147,43;150,27;17.101.439;2.540.155.321,00;-45.648.579.469,19;;;;;;
11-Nov-2022;149,70;+2,83;+1,93%;145,86;144,39;150,01;22.844.317;3.393.168.697,00;-43.108.424.148,19;;;;;;
10-Nov-2022;146,87;+12,00;+8,90%;141,34;140,40;146,87;36.806.290;5.341.167.048,00;-46.501.592.845,19;;;;;;
09-Nov-2022;134,87;-4,63;-3,32%;138,33;134,60;138,54;19.680.779;2.668.975.805,00;-51.842.759.893,19;;;;;;
08-Nov-2022;139,50;+0,58;+0,42%;140,28;137,49;141,43;18.042.643;2.518.053.605,00;-49.173.784.088,19;;;;;;
07-Nov-2022;138,92;+0,54;+0,39%;137,20;135,68;139,14;18.352.134;2.529.373.511,00;-51.691.837.693,19;;;;;;
04-Nov-2022;138,38;-0,50;-0,36%;142,09;134,39;142,66;31.237.902;4.303.645.421,00;-54.221.211.204,19;;;;;;
03-Nov-2022;138,88;-6,15;-4,24%;142,00;138,77;142,79;22.476.354;3.144.999.814,00;-49.917.565.783,19;;;;;;
02-Nov-2022;145,03;-5,62;-3,73%;149,00;145,00;152,17;25.285.377;3.727.667.322,00;-46.772.565.969,19;;;;;;
01-Nov-2022;150,65;-2,69;-1,75%;155,00;149,14;155,43;16.588.282;2.507.595.131,00;-43.044.898.647,19;;;;;;
31-Oct-2022;153,34;-2,40;-1,54%;153,19;151,93;154,24;24.337.490;3.730.892.604,00;-40.537.303.516,19;;;;;;
28-Oct-2022;155,74;+10,94;+7,56%;148,07;147,83;157,50;34.509.584;5.331.582.835,00;-36.806.410.912,19;;;;;;
27-Oct-2022;144,80;-4,55;-3,05%;148,04;144,13;149,04;25.506.522;3.699.746.663,00;-42.137.993.747,19;;;;;;
26-Oct-2022;149,35;-2,99;-1,96%;151,00;148,04;151,99;23.203.090;3.477.919.039,00;-38.438.247.084,19;;;;;;
25-Oct-2022;152,34;+2,89;+1,93%;150,22;149,36;152,49;18.751.005;2.844.059.764,00;-34.960.328.045,19;;;;;;
24-Oct-2022;149,45;+2,18;+1,48%;147,31;146,00;150,22;19.301.553;2.867.459.573,00;-37.804.387.809,19;;;;;;
21-Oct-2022;147,27;+3,88;+2,71%;142,81;142,65;147,84;24.087.023;3.503.288.588,00;-40.671.847.382,19;;;;;;
20-Oct-2022;143,39;-0,47;-0,33%;142,98;142,65;145,89;16.466.644;2.370.125.964,00;-44.175.135.970,19;;;;;;
19-Oct-2022;143,86;+0,11;+0,08%;141,50;141,50;144,94;14.924.368;2.141.085.321,00;-41.805.010.006,19;;;;;;
18-Oct-2022;143,75;+1,34;+0,94%;145,49;140,62;146,70;22.123.170;3.185.691.352,00;-43.946.095.327,19;;;;;;
17-Oct-2022;142,41;+4,03;+2,91%;141,07;140,27;142,90;21.584.284;3.066.351.568,00;-47.131.786.679,19;;;;;;
14-Oct-2022;138,38;-4,61;-3,22%;144,35;138,19;144,51;25.738.313;3.593.870.847,00;-50.198.138.247,19;;;;;;
13-Oct-2022;142,99;+4,65;+3,36%;135,00;134,38;143,59;31.337.894;4.391.803.945,00;-46.604.267.400,19;;;;;;
12-Oct-2022;138,34;-0,64;-0,46%;138,99;138,16;140,35;17.894.538;2.485.830.120,00;-50.996.071.345,19;;;;;;
11-Oct-2022;138,98;-1,44;-1,03%;139,79;138,23;141,34;18.624.661;2.595.754.483,00;-48.510.241.225,19;;;;;;
10-Oct-2022;140,42;+0,33;+0,24%;140,33;138,58;141,88;18.607.968;2.609.419.859,00;-45.914.486.742,19;;;;;;
07-Oct-2022;140,09;-5,34;-3,67%;142,58;139,45;143,10;24.398.898;3.430.541.074,00;-48.523.906.601,19;;;;;;
06-Oct-2022;145,43;-0,97;-0,66%;145,82;145,23;147,54;15.867.612;2.315.196.585,00;-45.093.365.527,19;;;;;;
05-Oct-2022;146,40;+0,30;+0,21%;143,98;143,01;147,38;16.857.426;2.452.374.831,00;-42.778.168.942,19;;;;;;
04-Oct-2022;146,10;+3,65;+2,56%;145,00;144,27;146,22;22.975.573;3.346.650.163,00;-45.230.543.773,19;;;;;;
03-Oct-2022;142,45;+4,25;+3,08%;138,25;137,69;143,07;27.117.226;3.833.161.636,00;-48.577.193.936,19;;;;;;
30-Sep-2022;138,20;-4,28;-3,00%;141,22;138,00;143,09;37.344.040;5.208.707.125,00;-52.410.355.572,19;;;;;;
29-Sep-2022;142,48;-7,36;-4,91%;146,00;140,68;146,71;30.237.347;4.324.554.601,00;-47.201.648.447,19;;;;;;
28-Sep-2022;149,84;-1,92;-1,27%;147,67;144,84;150,64;33.494.610;4.955.220.400,00;-42.877.093.846,19;;;;;;
27-Sep-2022;151,76;+0,99;+0,66%;152,75;149,95;154,69;21.366.569;3.249.188.200,00;-37.921.873.446,19;;;;;;
26-Sep-2022;150,77;+0,34;+0,23%;149,71;149,70;153,77;22.088.852;3.340.989.755,00;-41.171.061.646,19;;;;;;
23-Sep-2022;150,43;-2,31;-1,51%;150,96;148,56;151,45;21.892.639;3.286.805.128,00;-44.512.051.401,19;;;;;;
22-Sep-2022;152,74;-0,98;-0,64%;152,20;150,92;154,42;20.236.737;3.088.500.782,00;-41.225.246.273,19;;;;;;
21-Sep-2022;153,72;-3,18;-2,03%;157,44;153,67;158,74;22.734.378;3.541.159.818,00;-38.136.745.491,19;;;;;;
20-Sep-2022;156,90;+2,42;+1,57%;153,24;153,09;158,08;21.602.584;3.374.292.207,00;-34.595.585.673,19;;;;;;
19-Sep-2022;154,48;+3,78;+2,51%;149,13;149,10;154,56;19.069.988;2.915.163.581,00;-37.969.877.880,19;;;;;;
16-Sep-2022;150,70;-1,67;-1,10%;151,33;148,37;151,35;76.495.956;11.520.525.354,00;-40.885.041.461,19;;;;;;
15-Sep-2022;152,37;-2,94;-1,89%;154,70;151,38;155,24;20.894.077;3.194.285.584,00;-29.364.516.107,19;;;;;;
14-Sep-2022;155,31;+1,47;+0,96%;154,79;153,62;157,09;22.268.673;3.456.845.099,00;-26.170.230.523,19;;;;;;
13-Sep-2022;153,84;-9,59;-5,87%;160,00;153,39;160,53;31.940.953;4.968.174.978,00;-29.627.075.622,19;;;;;;
12-Sep-2022;163,43;+6,06;+3,85%;159,57;159,41;164,26;23.610.900;3.839.010.036,00;-24.658.900.644,19;;;;;;
09-Sep-2022;157,37;+2,91;+1,88%;155,35;154,76;157,81;16.376.520;2.568.239.655,00;-28.497.910.680,19;;;;;;
08-Sep-2022;154,46;-1,50;-0,96%;154,49;152,68;156,35;20.586.768;3.178.856.472,00;-31.066.150.335,19;;;;;;
07-Sep-2022;155,96;+1,43;+0,93%;154,75;153,61;156,66;19.744.312;3.069.295.771,00;-27.887.293.863,19;;;;;;
06-Sep-2022;154,53;-1,28;-0,82%;156,46;153,73;157,08;19.754.715;3.060.649.150,00;-30.956.589.634,19;;;;;;
02-Sep-2022;155,81;-2,15;-1,36%;159,74;154,97;160,36;19.483.011;3.063.252.392,00;-27.895.940.484,19;;;;;;
01-Sep-2022;157,96;+0,74;+0,47%;156,67;154,68;158,39;18.118.833;2.842.610.243,00;-24.832.688.092,19;;;;;;
31-Aug-2022;157,22;-1,69;-1,06%;160,23;157,14;160,57;29.510.035;4.661.051.396,00;-27.675.298.335,19;;;;;;
30-Aug-2022;158,91;-2,47;-1,53%;162,13;157,73;162,56;16.698.270;2.660.809.171,00;-23.014.246.939,19;;;;;;
29-Aug-2022;161,38;-2,24;-1,37%;161,03;159,83;162,90;17.299.480;2.793.144.522,00;-20.353.437.768,19;;;;;;
26-Aug-2022;163,62;-6,41;-3,77%;170,49;163,56;171,03;25.262.343;4.174.524.923,00;-17.560.293.246,19;;;;;;
25-Aug-2022;170,03;+2,50;+1,49%;168,68;168,36;170,13;15.049.086;2.551.113.995,00;-13.385.768.323,19;;;;;;
24-Aug-2022;167,53;+0,30;+0,18%;167,06;166,25;168,11;13.996.423;2.342.394.415,00;-15.936.882.318,19;;;;;;
23-Aug-2022;167,23;-0,34;-0,20%;167,08;166,65;168,70;14.422.291;2.416.266.730,00;-18.279.276.733,19;;;;;;
22-Aug-2022;167,57;-3,95;-2,30%;169,50;167,14;169,86;20.251.534;3.405.491.059,00;-15.863.010.003,19;;;;;;
19-Aug-2022;171,52;-2,63;-1,51%;173,30;171,32;173,72;20.690.813;3.562.825.868,00;-12.457.518.944,19;;;;;;
18-Aug-2022;174,15;-0,40;-0,23%;173,73;173,13;174,89;15.476.118;2.694.735.092,00;-8.894.693.076,19;;;;;;
17-Aug-2022;174,55;+1,52;+0,88%;172,85;172,57;176,15;18.112.676;3.157.251.380,00;-6.199.957.984,19;;;;;;
16-Aug-2022;173,03;-0,16;-0,09%;172,62;171,67;173,71;14.046.744;2.426.922.790,00;-9.357.209.364,19;;;;;;
15-Aug-2022;173,19;+1,09;+0,63%;171,50;171,35;173,39;13.036.441;2.251.737.360,00;-6.930.286.574,19;;;;;;
12-Aug-2022;172,10;+3,61;+2,14%;169,87;169,40;172,17;19.440.271;3.332.651.321,00;-9.182.023.934,19;;;;;;
11-Aug-2022;168,49;-0,75;-0,44%;170,00;168,20;170,99;14.345.098;2.427.209.734,00;-12.514.675.255,19;;;;;;
10-Aug-2022;169,24;+4,32;+2,62%;167,60;166,90;169,31;19.265.959;3.248.793.914,00;-10.087.465.521,19;;;;;;
09-Aug-2022;164,92;+0,05;+0,03%;164,00;163,76;165,81;15.982.587;2.634.292.603,00;-13.336.259.435,19;;;;;;
08-Aug-2022;164,87;-0,48;-0,29%;166,39;164,20;167,80;12.478.844;2.066.701.589,00;-15.970.552.038,19;;;;;;
05-Aug-2022;165,35;-0,46;-0,28%;163,00;163,00;165,84;14.832.280;2.445.013.063,00;-13.903.850.449,19;;;;;;
04-Aug-2022;165,81;-0,32;-0,19%;166,00;164,43;167,19;13.500.526;2.236.591.967,00;-11.458.837.386,19;;;;;;
03-Aug-2022;166,13;+6,12;+3,82%;160,75;160,75;166,59;21.039.620;3.473.183.194,00;-9.222.245.419,19;;;;;;
02-Aug-2022;160,01;-1,50;-0,93%;160,00;159,64;162,41;14.020.926;2.250.574.257,00;-12.695.428.613,19;;;;;;
01-Aug-2022;161,51;-1,00;-0,62%;161,05;160,89;163,59;15.805.586;2.558.840.648,00;-10.444.854.356,19;;;;;;
29-Jul-2022;162,51;+5,16;+3,28%;161,20;159,50;163,63;27.167.296;4.410.062.431,00;-7.886.013.708,19;;;;;;
28-Jul-2022;157,35;+0,56;+0,36%;156,92;154,41;157,63;18.799.546;2.962.992.452,00;-12.296.076.139,19;;;;;;
27-Jul-2022;156,79;+5,19;+3,42%;152,43;152,19;157,33;21.645.375;3.373.566.385,00;-15.259.068.591,19;;;;;;
26-Jul-2022;151,60;-1,35;-0,88%;152,20;150,80;153,09;14.043.252;2.129.996.030,00;-18.632.634.976,19;;;;;;
25-Jul-2022;152,95;-1,14;-0,74%;154,04;152,29;155,04;12.418.255;1.902.526.835,00;-16.502.638.946,19;;;;;;
22-Jul-2022;154,09;-1,26;-0,81%;155,38;153,42;156,28;14.808.629;2.287.343.805,00;-14.600.112.111,19;;;;;;
21-Jul-2022;155,35;+2,31;+1,51%;154,56;151,96;155,56;14.584.737;2.255.438.460,00;-12.312.768.306,19;;;;;;
20-Jul-2022;153,04;+2,04;+1,35%;151,00;150,37;153,72;15.635.304;2.387.274.925,00;-14.568.206.766,19;;;;;;
19-Jul-2022;151,00;+3,93;+2,67%;147,93;146,92;151,22;21.582.513;3.242.168.779,00;-16.955.481.691,19;;;;;;
18-Jul-2022;147,07;-3,10;-2,06%;150,74;146,73;151,56;16.918.630;2.513.818.576,00;-20.197.650.470,19;;;;;;
15-Jul-2022;150,17;+1,70;+1,15%;149,90;148,20;150,86;22.990.556;3.443.564.313,00;-17.683.831.894,19;;;;;;
14-Jul-2022;148,47;+2,98;+2,05%;144,03;143,25;148,95;16.251.285;2.389.898.028,00;-21.127.396.207,19;;;;;;
13-Jul-2022;145,49;-0,37;-0,25%;142,92;142,14;146,45;17.122.953;2.486.230.773,00;-23.517.294.235,19;;;;;;
12-Jul-2022;145,86;+0,99;+0,68%;145,79;145,06;148,45;18.406.031;2.695.071.812,00;-21.031.063.462,19;;;;;;
11-Jul-2022;144,87;-2,17;-1,48%;145,73;143,79;146,64;14.295.096;2.073.055.732,00;-23.726.135.274,19;;;;;;
08-Jul-2022;147,04;+0,69;+0,47%;145,13;145,00;147,55;12.646.114;1.855.010.138,00;-21.653.079.542,19;;;;;;
07-Jul-2022;146,35;+3,43;+2,40%;143,36;143,30;146,55;16.675.545;2.431.876.944,00;-23.508.089.680,19;;;;;;
06-Jul-2022;142,92;+1,36;+0,96%;141,45;141,08;144,12;15.928.512;2.271.729.638,00;-25.939.966.624,19;;;;;;
05-Jul-2022;141,56;+2,63;+1,89%;137,70;136,94;141,61;17.417.021;2.441.485.091,00;-28.211.696.262,19;;;;;;
01-Jul-2022;138,93;+2,21;+1,62%;136,09;135,67;139,04;16.922.827;2.334.348.060,00;-30.653.181.353,19;;;;;;
30-Jun-2022;136,72;-2,51;-1,80%;137,30;133,79;138,36;29.404.215;4.015.667.239,00;-32.987.529.413,19;;;;;;
29-Jun-2022;139,23;+1,79;+1,30%;137,44;136,67;140,66;14.562.280;2.026.724.417,00;-28.971.862.174,19;;;;;;
28-Jun-2022;137,44;-4,22;-2,98%;142,10;137,33;143,42;18.878.224;2.616.301.264,00;-30.998.586.591,19;;;;;;
27-Jun-2022;141,66;0,00;0,00%;142,70;140,97;143,49;16.363.502;2.322.361.323,00;-28.382.285.327,19;;;;;;
24-Jun-2022;141,66;+3,39;+2,45%;139,83;139,77;141,88;32.608.150;4.607.237.137,00;-30.704.646.650,19;;;;;;
23-Jun-2022;138,27;+2,92;+2,16%;136,81;135,63;138,59;15.619.148;2.147.894.159,00;-35.311.883.787,19;;;;;;
22-Jun-2022;135,35;-0,52;-0,38%;134,70;133,91;137,75;17.261.168;2.340.437.070,00;-37.459.777.946,19;;;;;;
21-Jun-2022;135,87;+4,31;+3,28%;133,44;133,33;137,06;21.267.683;2.886.990.216,00;-35.119.340.876,19;;;;;;
17-Jun-2022;131,56;+1,50;+1,15%;130,04;129,82;133,07;50.348.294;6.603.642.620,00;-38.006.331.092,19;;;;;;
16-Jun-2022;130,06;-5,37;-3,97%;132,00;129,08;132,39;28.817.758;3.756.314.243,00;-44.609.973.712,19;;;;;;
15-Jun-2022;135,43;+2,67;+2,01%;134,15;132,16;137,33;23.453.399;3.164.271.270,00;-40.853.659.469,19;;;;;;
14-Jun-2022;132,76;+0,88;+0,67%;133,00;131,48;133,89;20.052.135;2.659.657.350,00;-44.017.930.739,19;;;;;;
13-Jun-2022;131,88;-5,25;-3,83%;132,84;131,45;135,19;30.838.420;4.091.290.960,00;-46.677.588.089,19;;;;;;
10-Jun-2022;137,13;-5,51;-3,86%;140,18;137,06;140,76;25.278.139;3.485.542.100,00;-42.586.297.129,19;;;;;;
09-Jun-2022;142,64;-5,32;-3,60%;146,93;142,53;147,93;16.424.408;2.374.070.474,00;-39.100.755.029,19;;;;;;
08-Jun-2022;147,96;-0,75;-0,50%;148,58;147,46;149,85;12.008.143;1.781.978.791,00;-36.726.684.555,19;;;;;;
07-Jun-2022;148,71;+2,57;+1,76%;144,39;144,10;148,99;14.687.314;2.170.646.352,00;-34.944.705.764,19;;;;;;
06-Jun-2022;146,14;+0,76;+0,52%;147,03;144,91;148,56;12.843.684;1.882.232.148,00;-37.115.352.116,19;;;;;;
03-Jun-2022;145,38;-5,83;-3,86%;146,80;144,47;147,95;20.213.994;2.946.707.992,00;-38.997.584.264,19;;;;;;
02-Jun-2022;151,21;+2,50;+1,68%;147,87;146,88;151,26;17.005.350;2.552.207.847,00;-36.050.876.272,19;;;;;;
01-Jun-2022;148,71;-0,13;-0,09%;149,92;147,68;151,74;15.264.880;2.278.398.030,00;-38.603.084.119,19;;;;;;
31-May-2022;148,84;-0,80;-0,53%;149,15;146,85;150,65;30.871.267;4.599.243.774,00;-36.324.686.089,19;;;;;;
27-May-2022;149,64;+5,86;+4,08%;145,31;145,26;149,66;23.096.025;3.432.519.077,00;-31.725.442.315,19;;;;;;
26-May-2022;143,78;+3,26;+2,32%;137,40;137,14;144,34;21.915.468;3.126.806.268,00;-35.157.961.392,19;;;;;;
25-May-2022;140,52;+0,16;+0,11%;138,40;138,34;141,78;20.337.445;2.849.653.112,00;-38.284.767.660,19;;;;;;
24-May-2022;140,36;-2,75;-1,92%;140,78;137,34;141,97;20.903.569;2.920.087.926,00;-41.134.420.772,19;;;;;;
