Price;Volume;%Volume;Count;%Count;;;;;;;;;;;
500.00 - 550.00;1.814.902.934;7,12%;88;8,77%;;;;;;;;;;;
450.00 - 500.00;1.804.368.962;7,08%;87;8,67%;;;;;;;;;;;
400.00 - 450.00;5.349.189.059;20,98%;258;25,72%;;;;;;;;;;;
350.00 - 400.00;2.948.808.617;11,57%;111;11,07%;;;;;;;;;;;
300.00 - 350.00;4.528.273.476;17,76%;166;16,55%;;;;;;;;;;;
250.00 - 300.00;6.146.656.684;24,11%;198;19,74%;;;;;;;;;;;
200.00 - 250.00;2.902.598.230;11,39%;95;9,47%;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
MSFT.O Statistics     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
Price;;;Volume;;;;;Up/Down;;Price Change (Close-Close);;;Turnover;;
High;555,45;31-Jul-2025;Max;90.428.853;26-Jan-2022;Advancing;12.997.196.979;Up;522;Up;+10,13%;09-Apr-2025;Max;34.420.715.038,00;19-Dec-2025
Low;213,43;04-Nov-2022;Min;5.855.880;24-Dec-2025;Declining;12.468.682.970;Down;480;Down;-7,72%;26-Oct-2022;Min;2.278.816.560,00;25-Nov-2022
Avg (Close);366,91;;Avg;25.418.542;;Total;25.494.797.962;Unch;0;Period;+44,47%;03-Jan-2022 - 31-Dec-2025;Avg;8.974.709.444,40;
Avg (High-Low);384,44;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
MSFT.O History     Daily     03-Jan-2022 - 31-Dec-2025;;;;;;;;;;;;;;;
06-May-2024;413,54;+6,88;+1,69%;408,76;406,37;413,93;16.996.639;6.986.615.562,00;53.835.386.228,25;;;;;;
03-May-2024;406,66;+8,82;+2,22%;402,28;401,86;407,15;17.446.724;7.079.712.378,00;46.848.770.666,25;;;;;;
02-May-2024;397,84;+2,90;+0,73%;397,66;394,65;399,93;17.709.364;7.036.106.662,00;39.769.058.288,25;;;;;;
01-May-2024;394,94;+5,61;+1,44%;392,61;390,31;401,72;23.562.481;9.313.547.851,00;32.732.951.626,25;;;;;;
30-Apr-2024;389,33;-12,92;-3,21%;401,49;389,17;402,16;28.781.374;11.336.941.120,00;23.419.403.775,25;;;;;;
29-Apr-2024;402,25;-4,07;-1,00%;405,25;399,19;406,32;19.582.091;7.864.461.917,00;34.756.344.895,25;;;;;;
26-Apr-2024;406,32;+7,28;+1,82%;412,17;405,76;413,00;29.694.654;12.142.491.775,00;42.620.806.812,25;;;;;;
25-Apr-2024;399,04;-10,02;-2,45%;394,03;388,03;399,89;40.586.450;16.139.587.452,00;30.478.315.037,25;;;;;;
24-Apr-2024;409,06;+1,49;+0,37%;409,56;406,78;412,47;15.065.330;6.158.488.026,00;46.617.902.489,25;;;;;;
23-Apr-2024;407,57;+6,61;+1,65%;404,24;403,06;408,20;15.734.501;6.401.747.357,00;40.459.414.463,25;;;;;;
22-Apr-2024;400,96;+1,84;+0,46%;400,08;395,75;402,85;20.286.875;8.119.709.328,00;34.057.667.106,25;;;;;;
19-Apr-2024;399,12;-5,15;-1,27%;404,03;397,77;405,48;30.565.789;12.245.021.044,00;25.937.957.778,25;;;;;;
18-Apr-2024;404,27;-7,57;-1,84%;410,63;403,95;411,89;21.029.917;8.558.789.914,00;38.182.978.822,25;;;;;;
17-Apr-2024;411,84;-2,74;-0,66%;417,25;410,33;418,88;15.855.485;6.556.966.888,00;46.741.768.736,25;;;;;;
16-Apr-2024;414,58;+0,94;+0,23%;414,57;413,73;418,40;16.765.616;6.967.634.336,00;53.298.735.624,25;;;;;;
15-Apr-2024;413,64;-8,26;-1,96%;426,60;413,43;426,82;20.273.538;8.473.146.588,00;46.331.101.288,25;;;;;;
12-Apr-2024;421,90;-6,03;-1,41%;424,05;419,77;425,18;19.253.750;8.129.930.796,00;54.804.247.876,25;;;;;;
11-Apr-2024;427,93;+4,67;+1,10%;425,82;422,36;429,37;17.966.423;7.667.379.942,00;62.934.178.672,25;;;;;;
10-Apr-2024;423,26;-3,02;-0,71%;422,19;419,70;424,03;16.216.581;6.840.889.885,00;55.266.798.730,25;;;;;;
09-Apr-2024;426,28;+1,69;+0,40%;426,44;421,62;427,74;12.512.289;5.315.909.711,00;62.107.688.615,25;;;;;;
08-Apr-2024;424,59;-0,93;-0,22%;425,17;423,30;427,28;14.272.387;6.065.411.461,00;56.791.778.904,25;;;;;;
05-Apr-2024;425,52;+7,64;+1,83%;420,01;418,32;426,51;16.554.761;7.022.850.247,00;62.857.190.365,25;;;;;;
04-Apr-2024;417,88;-2,57;-0,61%;424,99;417,57;428,67;19.370.875;8.172.769.378,00;55.834.340.118,25;;;;;;
03-Apr-2024;420,45;-0,99;-0,23%;419,73;419,09;423,26;16.502.264;6.951.056.170,00;64.007.109.496,25;;;;;;
02-Apr-2024;421,44;-3,13;-0,74%;420,11;417,84;422,38;17.911.992;7.539.916.765,00;70.958.165.666,25;;;;;;
01-Apr-2024;424,57;+3,85;+0,92%;423,95;422,22;427,89;16.315.961;6.923.167.895,00;78.498.082.431,25;;;;;;
28-Mar-2024;420,72;-0,71;-0,17%;420,96;419,12;421,87;21.871.161;9.202.109.372,00;71.574.914.536,25;;;;;;
27-Mar-2024;421,43;-0,22;-0,05%;424,44;419,01;424,45;16.704.978;7.031.985.130,00;80.777.023.908,25;;;;;;
26-Mar-2024;421,65;-1,21;-0,29%;425,61;421,35;425,99;16.725.647;7.071.590.882,00;87.809.009.038,25;;;;;;
25-Mar-2024;422,86;-5,88;-1,37%;425,24;421,61;427,41;18.060.450;7.651.029.275,00;94.880.599.920,25;;;;;;
22-Mar-2024;428,74;-0,63;-0,15%;429,70;426,07;429,86;17.648.473;7.560.535.444,00;102.531.629.195,25;;;;;;
21-Mar-2024;429,37;+4,14;+0,97%;429,83;427,16;430,82;21.296.222;9.141.074.595,00;110.092.164.639,25;;;;;;
20-Mar-2024;425,23;+3,82;+0,91%;422,00;420,66;425,96;17.860.085;7.568.581.612,00;100.951.090.044,25;;;;;;
19-Mar-2024;421,41;+4,09;+0,98%;417,83;415,55;421,67;19.837.915;8.337.652.842,00;93.382.508.432,25;;;;;;
18-Mar-2024;417,32;+0,90;+0,22%;414,25;413,78;420,73;20.105.977;8.403.200.076,00;85.044.855.590,25;;;;;;
15-Mar-2024;416,42;-8,80;-2,07%;419,29;412,79;422,60;45.079.903;18.797.141.637,00;76.641.655.514,25;;;;;;
14-Mar-2024;425,22;+10,12;+2,44%;420,24;417,99;427,82;34.157.299;14.500.928.432,00;95.438.797.151,25;;;;;;
13-Mar-2024;415,10;-0,18;-0,04%;418,10;411,45;418,18;17.115.931;7.101.849.105,00;80.937.868.719,25;;;;;;
12-Mar-2024;415,28;+10,76;+2,66%;407,62;406,79;415,57;22.457.003;9.285.187.259,00;88.039.717.824,25;;;;;;
11-Mar-2024;404,52;-1,70;-0,42%;403,76;401,26;405,68;16.120.752;6.510.703.437,00;78.754.530.565,25;;;;;;
08-Mar-2024;406,22;-2,92;-0,71%;407,96;404,33;410,42;18.002.186;7.328.812.701,00;85.265.234.002,25;;;;;;
07-Mar-2024;409,14;+7,05;+1,75%;406,12;402,24;409,78;18.718.479;7.630.361.286,00;92.594.046.703,25;;;;;;
06-Mar-2024;402,09;-0,56;-0,14%;402,97;398,39;405,16;22.344.149;8.987.445.000,00;84.963.685.417,25;;;;;;
05-Mar-2024;402,65;-12,27;-2,96%;413,96;400,64;414,25;26.919.177;10.873.450.765,00;93.951.130.417,25;;;;;;
04-Mar-2024;414,92;-0,58;-0,14%;413,44;412,32;417,35;17.595.956;7.304.664.028,00;104.824.581.182,25;;;;;;
01-Mar-2024;415,50;+1,86;+0,45%;411,27;410,88;415,87;17.823.445;7.380.146.806,00;112.129.245.210,25;;;;;;
29-Feb-2024;413,64;+5,92;+1,45%;408,64;405,92;414,20;31.947.263;13.152.353.337,00;104.749.098.404,25;;;;;;
28-Feb-2024;407,72;+0,24;+0,06%;408,18;405,32;409,30;13.183.125;5.368.264.897,00;91.596.745.067,25;;;;;;
27-Feb-2024;407,48;-0,06;-0,01%;407,99;403,85;408,32;14.835.827;6.031.064.494,00;86.228.480.170,25;;;;;;
26-Feb-2024;407,54;-2,80;-0,68%;411,46;407,36;412,16;16.193.505;6.618.193.032,00;92.259.544.664,25;;;;;;
23-Feb-2024;410,34;-1,31;-0,32%;415,67;408,97;415,86;16.295.879;6.703.832.439,00;98.877.737.696,25;;;;;;
22-Feb-2024;411,65;+9,47;+2,35%;410,19;408,57;412,83;27.009.869;11.095.707.931,00;105.581.570.135,25;;;;;;
21-Feb-2024;402,18;-0,61;-0,15%;400,17;397,22;402,29;18.631.072;7.457.719.775,00;94.485.862.204,25;;;;;;
20-Feb-2024;402,79;-1,27;-0,31%;403,24;398,01;404,49;24.307.915;9.758.246.238,00;101.943.581.979,25;;;;;;
16-Feb-2024;404,06;-2,50;-0,61%;407,96;403,44;408,29;22.296.495;9.034.447.436,00;111.701.828.217,25;;;;;;
15-Feb-2024;406,56;-2,93;-0,72%;408,14;404,29;409,13;21.825.525;8.863.101.050,00;120.736.275.653,25;;;;;;
14-Feb-2024;409,49;+3,17;+0,78%;408,07;404,57;409,84;20.401.190;8.312.016.159,00;129.599.376.703,25;;;;;;
13-Feb-2024;406,32;-8,94;-2,15%;404,94;403,39;410,07;27.824.936;11.316.935.553,00;121.287.360.544,25;;;;;;
12-Feb-2024;415,26;-5,29;-1,26%;420,56;414,75;420,74;21.202.921;8.837.726.545,00;132.604.296.097,25;;;;;;
09-Feb-2024;420,55;+6,44;+1,56%;415,25;415,09;420,82;22.032.844;9.226.455.593,00;141.442.022.642,25;;;;;;
08-Feb-2024;414,11;+0,06;+0,01%;414,05;412,53;415,56;21.225.257;8.783.711.488,00;132.215.567.049,25;;;;;;
07-Feb-2024;414,05;+8,56;+2,11%;407,44;407,40;414,30;22.340.526;9.202.469.139,00;123.431.855.561,25;;;;;;
06-Feb-2024;405,49;-0,16;-0,04%;405,88;402,91;407,97;18.382.624;7.442.495.180,00;114.229.386.422,25;;;;;;
05-Feb-2024;405,65;-5,57;-1,35%;409,90;403,99;411,16;25.352.286;10.298.999.967,00;121.671.881.602,25;;;;;;
02-Feb-2024;411,22;+7,44;+1,84%;403,81;403,56;412,65;28.256.670;11.582.226.360,00;131.970.881.569,25;;;;;;
01-Feb-2024;403,78;+6,20;+1,56%;401,83;401,80;408,00;30.657.726;12.399.921.324,00;120.388.655.209,25;;;;;;
31-Jan-2024;397,58;-11,01;-2,69%;406,96;397,21;415,32;47.871.097;19.294.112.923,00;107.988.733.885,25;;;;;;
30-Jan-2024;408,59;-1,13;-0,28%;412,26;406,45;413,05;33.477.610;13.682.561.181,00;127.282.846.808,25;;;;;;
29-Jan-2024;409,72;+5,79;+1,43%;406,06;404,33;409,98;24.510.236;10.002.833.461,00;140.965.407.989,25;;;;;;
26-Jan-2024;403,93;-0,94;-0,23%;404,37;402,43;406,17;17.803.271;7.192.957.980,00;130.962.574.528,25;;;;;;
25-Jan-2024;404,87;+2,31;+0,57%;404,32;402,53;407,01;21.021.155;8.509.940.859,00;138.155.532.508,25;;;;;;
24-Jan-2024;402,56;+3,66;+0,92%;401,54;400,45;405,63;24.866.953;10.023.922.614,00;129.645.591.649,25;;;;;;
23-Jan-2024;398,90;+2,39;+0,60%;395,75;393,93;399,38;20.525.882;8.155.520.046,00;119.621.669.035,25;;;;;;
22-Jan-2024;396,51;-2,16;-0,54%;400,02;393,59;400,62;27.016.902;10.721.742.491,00;111.466.148.989,25;;;;;;
19-Jan-2024;398,67;+4,80;+1,22%;395,76;393,50;398,67;29.331.136;11.636.290.324,00;122.187.891.480,25;;;;;;
18-Jan-2024;393,87;+4,40;+1,13%;391,72;390,12;393,99;23.392.068;9.186.545.860,00;110.551.601.156,25;;;;;;
17-Jan-2024;389,47;-0,80;-0,20%;387,98;384,81;390,11;22.234.108;8.635.107.394,00;101.365.055.296,25;;;;;;
16-Jan-2024;390,27;+1,80;+0,46%;393,66;387,62;394,03;27.202.268;10.627.925.572,00;110.000.162.690,25;;;;;;
12-Jan-2024;388,47;+3,84;+1,00%;385,49;384,65;388,68;21.661.153;8.391.642.668,00;99.372.237.118,25;;;;;;
11-Jan-2024;384,63;+1,86;+0,49%;386,00;380,38;390,68;27.850.846;10.712.225.205,00;90.980.594.450,25;;;;;;
10-Jan-2024;382,77;+6,98;+1,86%;376,37;376,32;384,17;25.514.245;9.737.025.680,00;80.268.369.245,25;;;;;;
09-Jan-2024;375,79;+1,10;+0,29%;372,01;371,19;375,99;20.829.953;7.800.192.757,00;70.531.343.565,25;;;;;;
08-Jan-2024;374,69;+6,94;+1,89%;369,30;369,01;375,20;23.133.967;8.626.896.430,00;62.731.150.808,25;;;;;;
05-Jan-2024;367,75;-0,19;-0,05%;368,97;366,50;372,06;21.004.575;7.749.657.066,00;54.104.254.378,25;;;;;;
04-Jan-2024;367,94;-2,66;-0,72%;370,67;367,17;373,10;20.901.502;7.729.539.770,00;61.853.911.444,25;;;;;;
03-Jan-2024;370,60;-0,27;-0,07%;369,01;368,51;373,26;23.083.465;8.567.761.139,00;69.583.451.214,25;;;;;;
02-Jan-2024;370,87;-5,17;-1,37%;373,86;366,77;375,90;25.258.633;9.346.851.391,00;78.151.212.353,25;;;;;;
29-Dec-2023;376,04;+0,76;+0,20%;376,00;373,48;377,16;18.730.838;7.040.044.780,00;87.498.063.744,25;;;;;;
28-Dec-2023;375,28;+1,21;+0,32%;375,37;374,16;376,46;14.327.013;5.379.015.998,00;80.458.018.964,25;;;;;;
27-Dec-2023;374,07;-0,59;-0,16%;373,69;372,81;375,06;14.905.412;5.571.525.003,00;75.079.002.966,25;;;;;;
26-Dec-2023;374,66;+0,08;+0,02%;375,00;373,50;376,94;12.673.050;4.748.761.597,00;80.650.527.969,25;;;;;;
22-Dec-2023;374,58;+1,04;+0,28%;373,68;372,71;375,18;17.107.484;6.405.223.443,00;75.901.766.372,25;;;;;;
21-Dec-2023;373,54;+2,92;+0,79%;372,56;370,04;374,41;17.708.006;6.593.661.006,00;69.496.542.929,25;;;;;;
20-Dec-2023;370,62;-2,64;-0,71%;375,00;370,53;376,03;26.316.650;9.818.043.650,00;62.902.881.923,25;;;;;;
19-Dec-2023;373,26;+0,61;+0,16%;371,49;369,84;373,26;20.603.658;7.670.010.387,00;72.720.925.573,25;;;;;;
18-Dec-2023;372,65;+1,92;+0,52%;369,45;368,68;373,00;21.802.878;8.105.093.209,00;65.050.915.186,25;;;;;;
15-Dec-2023;370,73;+4,80;+1,31%;366,85;366,28;372,40;78.502.324;29.054.582.056,00;56.945.821.977,25;;;;;;
14-Dec-2023;365,93;-8,44;-2,25%;373,31;364,13;373,76;43.277.461;15.894.902.105,00;27.891.239.921,25;;;;;;
13-Dec-2023;374,37;-0,01;-0,00%;376,02;370,77;377,64;30.955.531;11.586.859.407,00;43.786.142.026,25;;;;;;
12-Dec-2023;374,38;+3,08;+0,83%;370,85;370,46;374,42;24.838.253;9.259.324.459,00;55.373.001.433,25;;;;;;
11-Dec-2023;371,30;-2,93;-0,78%;368,48;366,10;371,60;27.708.757;10.239.407.818,00;46.113.676.974,25;;;;;;
08-Dec-2023;374,23;+3,28;+0,88%;369,20;368,23;374,46;20.154.366;7.513.063.707,00;56.353.084.792,25;;;;;;
07-Dec-2023;370,95;+2,15;+0,58%;368,23;366,32;371,45;23.118.864;8.550.698.135,00;48.840.021.085,25;;;;;;
06-Dec-2023;368,80;-3,72;-1,00%;373,54;368,03;374,18;21.182.072;7.836.740.717,00;40.289.322.950,25;;;;;;
05-Dec-2023;372,52;+3,38;+0,92%;366,45;365,62;373,08;23.065.035;8.561.912.353,00;48.126.063.667,25;;;;;;
04-Dec-2023;369,14;-5,37;-1,43%;369,10;362,90;369,52;32.063.305;11.773.977.466,00;39.564.151.314,25;;;;;;
01-Dec-2023;374,51;-4,40;-1,16%;376,76;371,31;378,16;33.040.472;12.357.607.410,00;51.338.128.780,25;;;;;;
30-Nov-2023;378,91;+0,06;+0,02%;378,49;375,47;380,09;30.554.415;11.553.928.881,00;63.695.736.190,25;;;;;;
29-Nov-2023;378,85;-3,85;-1,01%;383,76;377,44;384,30;28.963.399;10.992.014.818,00;52.141.807.309,25;;;;;;
28-Nov-2023;382,70;+4,09;+1,08%;378,35;378,16;383,00;20.453.112;7.803.640.145,00;63.133.822.127,25;;;;;;
27-Nov-2023;378,61;+1,18;+0,31%;376,78;376,20;380,64;22.179.228;8.396.594.514,00;55.330.181.982,25;;;;;;
24-Nov-2023;377,43;-0,42;-0,11%;377,33;375,14;377,97;10.176.649;3.834.711.465,00;46.933.587.468,25;;;;;;
22-Nov-2023;377,85;+4,78;+1,28%;378,00;374,97;379,79;23.361.184;8.827.769.173,00;50.768.298.933,25;;;;;;
21-Nov-2023;373,07;-4,37;-1,16%;375,67;371,12;376,22;28.423.145;10.606.387.503,00;41.940.529.760,25;;;;;;
20-Nov-2023;377,44;+7,59;+2,05%;371,22;371,00;378,87;52.528.964;19.736.245.686,00;52.546.917.263,25;;;;;;
17-Nov-2023;369,85;-6,32;-1,68%;373,61;367,00;374,37;40.325.371;14.949.202.766,00;32.810.671.577,25;;;;;;
16-Nov-2023;376,17;+6,50;+1,76%;370,96;370,18;376,35;27.182.315;10.189.195.517,00;47.759.874.343,25;;;;;;
15-Nov-2023;369,67;-0,60;-0,16%;371,28;367,11;373,13;26.860.095;9.933.371.190,00;37.570.678.826,25;;;;;;
14-Nov-2023;370,27;+3,59;+0,98%;371,01;367,35;371,95;27.683.862;10.249.868.502,00;47.504.050.016,25;;;;;;
13-Nov-2023;366,68;-2,99;-0,81%;368,22;365,90;368,47;19.986.506;7.338.392.100,00;37.254.181.514,25;;;;;;
10-Nov-2023;369,67;+8,98;+2,49%;361,49;361,07;370,10;28.065.164;10.315.846.755,00;44.592.573.614,25;;;;;;
09-Nov-2023;360,69;-2,51;-0,69%;362,30;360,36;364,79;24.847.331;8.994.752.201,00;34.276.726.859,25;;;;;;
08-Nov-2023;363,20;+2,67;+0,74%;361,68;360,55;363,87;26.767.828;9.700.456.242,00;43.271.479.060,25;;;;;;
07-Nov-2023;360,53;+4,00;+1,12%;359,40;357,63;362,46;25.833.931;9.317.560.267,00;33.571.022.818,25;;;;;;
06-Nov-2023;356,53;+3,73;+1,06%;353,45;353,35;357,54;23.828.301;8.482.803.015,00;24.253.462.551,25;;;;;;
03-Nov-2023;352,80;+4,48;+1,29%;349,63;347,33;354,39;23.637.673;8.319.295.325,00;15.770.659.536,25;;;;;;
02-Nov-2023;348,32;+2,25;+0,65%;347,24;344,77;348,83;24.348.072;8.463.256.449,00;7.451.364.211,25;;;;;;
01-Nov-2023;346,07;+7,96;+2,35%;339,79;339,65;347,42;28.158.819;9.713.565.718,00;-1.011.892.237,75;;;;;;
31-Oct-2023;338,11;+0,80;+0,24%;338,85;334,69;339,00;20.265.282;6.834.339.163,00;-10.725.457.955,75;;;;;;
30-Oct-2023;337,31;+7,50;+2,27%;333,41;331,83;339,45;22.828.082;7.678.778.699,00;-17.559.797.118,75;;;;;;
27-Oct-2023;329,81;+1,92;+0,59%;330,43;328,40;336,72;29.856.522;9.902.278.083,00;-25.238.575.817,75;;;;;;
26-Oct-2023;327,89;-12,78;-3,75%;340,54;326,94;341,63;37.828.543;12.529.361.020,00;-35.140.853.900,75;;;;;;
25-Oct-2023;340,67;+10,14;+3,07%;345,02;337,62;346,20;55.053.828;18.772.372.890,00;-22.611.492.880,75;;;;;;
24-Oct-2023;330,53;+1,21;+0,37%;331,30;327,60;331,84;31.153.571;10.401.722.434,00;-41.383.865.770,75;;;;;;
23-Oct-2023;329,32;+2,65;+0,81%;325,47;324,39;332,73;24.374.748;8.025.445.913,00;-51.785.588.204,75;;;;;;
20-Oct-2023;326,67;-4,65;-1,40%;331,72;325,45;331,92;25.027.715;8.207.524.091,00;-59.811.034.117,75;;;;;;
19-Oct-2023;331,32;+1,21;+0,37%;332,15;330,91;336,88;25.052.071;8.348.142.912,00;-51.603.510.026,75;;;;;;
18-Oct-2023;330,11;-1,95;-0,59%;332,49;328,30;335,59;23.153.602;7.681.523.585,00;-59.951.652.938,75;;;;;;
17-Oct-2023;332,06;-0,58;-0,17%;329,59;327,41;333,46;18.338.523;6.074.660.127,00;-52.270.129.353,75;;;;;;
16-Oct-2023;332,64;+4,91;+1,50%;331,05;330,60;336,14;22.158.048;7.385.646.969,00;-46.195.469.226,75;;;;;;
13-Oct-2023;327,73;-3,43;-1,04%;332,38;326,36;333,83;21.085.695;6.940.194.122,00;-53.581.116.195,75;;;;;;
12-Oct-2023;331,16;-1,26;-0,38%;330,57;328,72;333,63;19.313.098;6.399.703.589,00;-46.640.922.073,75;;;;;;
11-Oct-2023;332,42;+4,03;+1,23%;331,21;329,14;332,82;20.063.246;6.651.102.713,00;-40.241.218.484,75;;;;;;
10-Oct-2023;328,39;-1,43;-0,43%;330,96;327,67;331,10;20.557.094;6.767.440.562,00;-46.892.321.197,75;;;;;;
09-Oct-2023;329,82;+2,56;+0,78%;324,75;323,18;330,30;19.891.180;6.524.816.323,00;-40.124.880.635,75;;;;;;
06-Oct-2023;327,26;+7,90;+2,47%;316,55;316,30;329,19;25.673.630;8.345.897.515,00;-46.649.696.958,75;;;;;;
05-Oct-2023;319,36;+0,41;+0,13%;319,09;314,90;319,98;16.965.629;5.393.403.856,00;-54.995.594.473,75;;;;;;
04-Oct-2023;318,96;+5,57;+1,78%;314,03;314,00;320,04;20.720.144;6.588.219.506,00;-60.388.998.329,75;;;;;;
03-Oct-2023;313,39;-8,41;-2,61%;320,83;311,22;321,39;21.033.492;6.611.990.550,00;-66.977.217.835,75;;;;;;
02-Oct-2023;321,80;+6,05;+1,92%;316,28;315,18;321,89;20.570.006;6.573.308.726,00;-60.365.227.285,75;;;;;;
29-Sep-2023;315,75;+2,11;+0,67%;317,75;314,98;319,47;24.147.298;7.646.741.469,00;-66.938.536.011,75;;;;;;
28-Sep-2023;313,64;+0,85;+0,27%;310,99;309,45;315,48;19.683.564;6.157.077.991,00;-74.585.277.480,75;;;;;;
27-Sep-2023;312,79;+0,65;+0,21%;312,30;309,69;314,30;19.410.082;6.054.011.775,00;-80.742.355.471,75;;;;;;
26-Sep-2023;312,14;-5,40;-1,70%;315,13;310,02;315,88;26.297.573;8.207.199.095,00;-86.796.367.246,75;;;;;;
25-Sep-2023;317,54;+0,53;+0,17%;316,59;315,00;317,67;17.835.964;5.646.581.709,00;-78.589.168.151,75;;;;;;
22-Sep-2023;317,01;-2,52;-0,79%;321,32;316,15;321,45;21.447.887;6.829.584.546,00;-84.235.749.860,75;;;;;;
21-Sep-2023;319,53;-1,24;-0,39%;319,26;315,00;325,35;35.560.362;11.413.175.688,00;-77.406.165.314,75;;;;;;
20-Sep-2023;320,77;-7,88;-2,40%;329,51;320,51;329,59;21.436.525;6.955.288.684,00;-65.992.989.626,75;;;;;;
19-Sep-2023;328,65;-0,41;-0,12%;326,17;324,51;329,39;16.514.487;5.403.646.891,00;-59.037.700.942,75;;;;;;
18-Sep-2023;329,06;-1,16;-0,35%;327,80;326,36;330,40;16.834.208;5.532.668.420,00;-53.634.054.051,75;;;;;;
15-Sep-2023;330,22;-8,48;-2,50%;336,92;329,65;337,40;37.679.792;12.520.508.882,00;-48.101.385.631,75;;;;;;
14-Sep-2023;338,70;+2,64;+0,79%;339,15;336,57;340,86;20.267.048;6.870.732.766,00;-35.580.876.749,75;;;;;;
13-Sep-2023;336,06;+4,29;+1,29%;331,31;331,17;336,85;16.544.412;5.546.823.124,00;-42.451.609.515,75;;;;;;
12-Sep-2023;331,77;-6,17;-1,83%;335,82;331,48;336,79;17.565.482;5.849.954.764,00;-47.998.432.639,75;;;;;;
11-Sep-2023;337,94;+3,67;+1,10%;337,24;335,43;338,42;16.583.324;5.593.871.313,00;-42.148.477.875,75;;;;;;
08-Sep-2023;334,27;+4,36;+1,32%;330,09;329,46;336,16;19.548.165;6.536.593.237,00;-47.742.349.188,75;;;;;;
07-Sep-2023;329,91;-2,97;-0,89%;331,29;329,03;333,08;18.380.995;6.077.065.206,00;-54.278.942.425,75;;;;;;
06-Sep-2023;332,88;-0,67;-0,20%;333,38;330,18;334,46;17.535.773;5.826.466.312,00;-48.201.877.219,75;;;;;;
05-Sep-2023;333,55;+4,89;+1,49%;329,00;328,66;334,85;18.553.859;6.172.541.202,00;-42.375.410.907,75;;;;;;
01-Sep-2023;328,66;+0,90;+0,27%;331,31;326,78;331,99;14.942.024;4.909.842.503,00;-48.547.952.109,75;;;;;;
31-Aug-2023;327,76;-1,03;-0,31%;329,20;326,78;330,91;26.410.954;8.665.101.573,00;-53.457.794.612,75;;;;;;
30-Aug-2023;328,79;+0,38;+0,12%;328,67;326,45;329,81;15.222.110;5.001.190.199,00;-44.792.693.039,75;;;;;;
29-Aug-2023;328,41;+4,71;+1,46%;321,88;321,88;328,98;19.284.590;6.309.302.315,00;-49.793.883.238,75;;;;;;
28-Aug-2023;323,70;+0,72;+0,22%;325,66;321,72;326,15;14.808.482;4.789.256.645,00;-56.103.185.553,75;;;;;;
25-Aug-2023;322,98;+3,01;+0,94%;321,47;318,80;325,36;21.684.104;6.984.678.919,00;-60.892.442.198,75;;;;;;
24-Aug-2023;319,97;-7,03;-2,15%;332,85;319,96;332,98;23.281.434;7.522.407.644,00;-67.877.121.117,75;;;;;;
23-Aug-2023;327,00;+4,54;+1,41%;323,82;323,46;329,20;21.166.382;6.929.130.258,00;-60.354.713.473,75;;;;;;
22-Aug-2023;322,46;+0,58;+0,18%;325,50;321,46;326,08;16.102.024;5.207.446.405,00;-67.283.843.731,75;;;;;;
21-Aug-2023;321,88;+5,40;+1,71%;317,93;317,04;322,77;24.039.956;7.703.918.311,00;-72.491.290.136,75;;;;;;
18-Aug-2023;316,48;-0,40;-0,13%;314,49;311,55;318,38;24.755.012;7.805.796.651,00;-80.195.208.447,75;;;;;;
17-Aug-2023;316,88;-3,52;-1,10%;320,54;316,21;321,87;21.257.161;6.767.183.094,00;-72.389.411.796,75;;;;;;
16-Aug-2023;320,40;-1,46;-0,45%;320,80;319,80;324,42;20.698.864;6.658.840.075,00;-65.622.228.702,75;;;;;;
15-Aug-2023;321,86;-2,18;-0,67%;323,00;320,90;325,09;16.966.285;5.480.060.703,00;-58.963.388.627,75;;;;;;
14-Aug-2023;324,04;+3,03;+0,94%;321,39;320,08;324,06;18.836.139;6.078.290.867,00;-53.483.327.924,75;;;;;;
11-Aug-2023;321,01;-1,92;-0,59%;320,26;319,21;322,41;24.355.491;7.819.297.984,00;-59.561.618.791,75;;;;;;
10-Aug-2023;322,93;+0,70;+0,22%;326,02;321,18;328,26;20.113.725;6.516.802.900,00;-51.742.320.807,75;;;;;;
09-Aug-2023;322,23;-3,82;-1,17%;326,47;321,05;327,11;22.373.268;7.233.207.954,00;-58.259.123.707,75;;;;;;
08-Aug-2023;326,05;-4,06;-1,23%;326,96;323,00;328,75;22.327.574;7.259.646.313,00;-51.025.915.753,75;;;;;;
07-Aug-2023;330,11;+2,33;+0,71%;328,37;327,52;331,11;17.741.526;5.846.415.054,00;-43.766.269.440,75;;;;;;
04-Aug-2023;327,78;+1,12;+0,34%;331,88;327,24;335,14;23.741.484;7.855.811.246,00;-49.612.684.494,75;;;;;;
03-Aug-2023;326,66;-0,84;-0,26%;326,00;325,95;329,88;18.360.352;6.015.877.398,00;-57.468.495.740,75;;;;;;
02-Aug-2023;327,50;-8,84;-2,63%;333,63;326,36;333,63;27.761.257;9.129.108.939,00;-51.452.618.342,75;;;;;;
01-Aug-2023;336,34;+0,42;+0,13%;335,19;333,70;338,54;18.381.253;6.184.121.375,00;-42.323.509.403,75;;;;;;
