NASDAQ 100 Index | Price History                                          07-Mar-2026 19:34;;;;;;;;;;
.NDX History     5 Minutes     07-Mar-2025 21:35 - 06-Mar-2026 05:15;;;;;;;;;;
Exchange Date;Exchange Time;Local Date;Local Time;Close;Net;%Chg;Open;Low;High;Volume
09-Jan-2026;03.05;10-Jan-2026;03.05;25.790,45;+10,11;+0,04%;25.779,74;25.776,40;25.797,66;1.809.578
09-Jan-2026;03.00;10-Jan-2026;03.00;25.780,34;-9,97;-0,04%;25.790,31;25.780,34;25.790,54;1.613.160
09-Jan-2026;02.55;10-Jan-2026;02.55;25.790,31;-1,12;-0,00%;25.791,39;25.790,07;25.798,56;1.518.814
09-Jan-2026;02.50;10-Jan-2026;02.50;25.791,43;+2,96;+0,01%;25.788,71;25.785,24;25.798,18;1.534.386
09-Jan-2026;02.45;10-Jan-2026;02.45;25.788,47;+1,07;+0,00%;25.787,09;25.783,89;25.790,09;1.354.749
09-Jan-2026;02.40;10-Jan-2026;02.40;25.787,40;+4,70;+0,02%;25.782,68;25.781,85;25.788,94;1.186.760
09-Jan-2026;02.35;10-Jan-2026;02.35;25.782,70;-4,00;-0,02%;25.786,68;25.781,25;25.789,35;1.414.330
09-Jan-2026;02.30;10-Jan-2026;02.30;25.786,70;-2,36;-0,01%;25.789,28;25.784,50;25.790,77;1.322.554
09-Jan-2026;02.25;10-Jan-2026;02.25;25.789,05;-2,38;-0,01%;25.791,44;25.784,89;25.791,98;1.557.235
09-Jan-2026;02.20;10-Jan-2026;02.20;25.791,44;+10,54;+0,04%;25.780,58;25.780,58;25.792,95;1.270.008
09-Jan-2026;02.15;10-Jan-2026;02.15;25.780,90;-1,51;-0,01%;25.782,48;25.778,66;25.786,67;1.392.211
09-Jan-2026;02.10;10-Jan-2026;02.10;25.782,42;-2,57;-0,01%;25.785,03;25.777,23;25.785,63;1.427.190
09-Jan-2026;02.05;10-Jan-2026;02.05;25.784,99;-3,61;-0,01%;25.788,60;25.779,77;25.788,60;1.353.279
09-Jan-2026;02.00;10-Jan-2026;02.00;25.788,60;+7,30;+0,03%;25.781,53;25.779,34;25.791,53;1.257.321
09-Jan-2026;01.55;10-Jan-2026;01.55;25.781,29;+5,40;+0,02%;25.776,39;25.772,09;25.781,72;1.256.188
09-Jan-2026;01.50;10-Jan-2026;01.50;25.775,90;+9,50;+0,04%;25.766,73;25.764,10;25.776,65;1.239.057
09-Jan-2026;01.45;10-Jan-2026;01.45;25.766,39;-9,47;-0,04%;25.776,61;25.766,39;25.784,03;1.288.159
09-Jan-2026;01.40;10-Jan-2026;01.40;25.775,87;+23,19;+0,09%;25.752,75;25.752,16;25.777,09;1.240.244
09-Jan-2026;01.35;10-Jan-2026;01.35;25.752,68;+16,73;+0,07%;25.736,18;25.735,81;25.755,81;1.307.373
09-Jan-2026;01.30;10-Jan-2026;01.30;25.735,95;+15,17;+0,06%;25.720,78;25.713,08;25.736,41;1.437.091
09-Jan-2026;01.25;10-Jan-2026;01.25;25.720,78;-0,95;-0,00%;25.721,73;25.718,60;25.724,71;1.152.517
09-Jan-2026;01.20;10-Jan-2026;01.20;25.721,73;-1,14;-0,00%;25.722,49;25.717,66;25.726,90;1.326.722
09-Jan-2026;01.15;10-Jan-2026;01.15;25.722,88;+0,02;+0,00%;25.723,01;25.718,25;25.727,79;1.571.821
09-Jan-2026;01.10;10-Jan-2026;01.10;25.722,86;-14,96;-0,06%;25.737,82;25.721,76;25.746,87;1.505.721
09-Jan-2026;01.05;10-Jan-2026;01.05;25.737,82;-15,69;-0,06%;25.752,73;25.735,44;25.752,73;1.447.729
09-Jan-2026;01.00;10-Jan-2026;01.00;25.753,51;+4,91;+0,02%;25.748,65;25.744,98;25.760,17;1.558.864
09-Jan-2026;00.55;10-Jan-2026;00.55;25.748,61;+0,79;+0,00%;25.747,26;25.746,25;25.755,53;1.286.115
09-Jan-2026;00.50;10-Jan-2026;00.50;25.747,81;+11,26;+0,04%;25.736,26;25.734,22;25.752,20;1.429.405
09-Jan-2026;00.45;10-Jan-2026;00.45;25.736,55;-6,52;-0,03%;25.743,36;25.732,59;25.743,36;1.481.435
09-Jan-2026;00.40;10-Jan-2026;00.40;25.743,08;-6,17;-0,02%;25.749,30;25.737,82;25.749,78;3.151.475
09-Jan-2026;00.35;10-Jan-2026;00.35;25.749,25;+10,15;+0,04%;25.739,10;25.732,87;25.750,19;1.707.247
09-Jan-2026;00.30;10-Jan-2026;00.30;25.739,10;+0,53;+0,00%;25.738,42;25.735,62;25.747,08;1.409.160
09-Jan-2026;00.25;10-Jan-2026;00.25;25.738,57;+21,91;+0,09%;25.716,21;25.715,48;25.739,38;1.507.799
09-Jan-2026;00.20;10-Jan-2026;00.20;25.716,66;-22,59;-0,09%;25.739,13;25.715,50;25.739,87;1.735.772
09-Jan-2026;00.15;10-Jan-2026;00.15;25.739,25;-6,37;-0,02%;25.745,62;25.733,27;25.746,96;1.597.725
09-Jan-2026;00.10;10-Jan-2026;00.10;25.745,62;-2,23;-0,01%;25.748,19;25.740,93;25.750,19;1.528.242
09-Jan-2026;00.05;10-Jan-2026;00.05;25.747,85;+12,72;+0,05%;25.735,05;25.728,00;25.750,43;1.645.867
09-Jan-2026;00.00;10-Jan-2026;00.00;25.735,13;-4,20;-0,02%;25.739,51;25.734,35;25.744,52;1.608.758
09-Jan-2026;23.55;09-Jan-2026;23.55;25.739,33;+18,06;+0,07%;25.721,30;25.721,21;25.741,15;1.702.382
09-Jan-2026;23.50;09-Jan-2026;23.50;25.721,27;+25,22;+0,10%;25.695,95;25.695,25;25.722,57;1.727.110
09-Jan-2026;23.45;09-Jan-2026;23.45;25.696,05;+5,20;+0,02%;25.691,15;25.684,31;25.700,13;1.684.735
09-Jan-2026;23.40;09-Jan-2026;23.40;25.690,84;+6,01;+0,02%;25.684,84;25.676,11;25.692,43;1.678.382
09-Jan-2026;23.35;09-Jan-2026;23.35;25.684,84;-5,59;-0,02%;25.691,12;25.680,19;25.701,57;1.951.526
09-Jan-2026;23.30;09-Jan-2026;23.30;25.690,43;-17,35;-0,07%;25.707,51;25.689,78;25.707,51;1.734.345
09-Jan-2026;23.25;09-Jan-2026;23.25;25.707,77;-4,38;-0,02%;25.712,26;25.699,31;25.716,14;1.959.976
09-Jan-2026;23.20;09-Jan-2026;23.20;25.712,15;-6,90;-0,03%;25.719,05;25.704,08;25.720,40;1.981.923
09-Jan-2026;23.15;09-Jan-2026;23.15;25.719,05;+8,03;+0,03%;25.711,33;25.691,98;25.725,79;2.259.301
09-Jan-2026;23.10;09-Jan-2026;23.10;25.711,02;+41,62;+0,16%;25.669,06;25.666,50;25.712,52;2.541.077
09-Jan-2026;23.05;09-Jan-2026;23.05;25.669,40;+25,38;+0,10%;25.644,03;25.643,16;25.679,36;2.396.852
09-Jan-2026;23.00;09-Jan-2026;23.00;25.644,03;+35,35;+0,14%;25.608,60;25.597,06;25.644,22;2.092.542
09-Jan-2026;22.55;09-Jan-2026;22.55;25.608,68;+6,06;+0,02%;25.603,04;25.601,93;25.635,97;2.229.674
09-Jan-2026;22.50;09-Jan-2026;22.50;25.602,62;-11,96;-0,05%;25.611,69;25.598,11;25.627,41;2.559.277
09-Jan-2026;22.45;09-Jan-2026;22.45;25.614,58;-56,54;-0,22%;25.671,12;25.614,58;25.673,67;2.725.450
09-Jan-2026;22.40;09-Jan-2026;22.40;25.671,12;-22,03;-0,09%;25.694,26;25.670,87;25.695,65;2.570.584
09-Jan-2026;22.35;09-Jan-2026;22.35;25.693,15;+12,23;+0,05%;25.681,14;25.662,91;25.704,12;3.250.397
09-Jan-2026;22.30;09-Jan-2026;22.30;25.680,92;+51,73;+0,20%;25.629,18;25.628,31;25.683,97;3.186.078
09-Jan-2026;22.25;09-Jan-2026;22.25;25.629,19;+32,07;+0,13%;25.598,56;25.586,71;25.638,65;3.291.674
09-Jan-2026;22.20;09-Jan-2026;22.20;25.597,12;+18,42;+0,07%;25.578,47;25.568,83;25.597,12;3.473.673
09-Jan-2026;22.15;09-Jan-2026;22.15;25.578,70;+102,73;+0,40%;25.475,97;25.475,97;25.579,56;3.692.250
09-Jan-2026;22.10;09-Jan-2026;22.10;25.475,97;-69,00;-0,27%;25.545,36;25.455,97;25.547,08;4.126.341
09-Jan-2026;22.05;09-Jan-2026;22.05;25.544,98;-24,13;-0,09%;25.568,46;25.538,60;25.588,09;4.498.907
09-Jan-2026;22.00;09-Jan-2026;22.00;25.569,11;+2,62;+0,01%;25.567,27;25.531,05;25.573,16;3.436.058
09-Jan-2026;21.55;09-Jan-2026;21.55;25.566,50;+25,70;+0,10%;25.541,54;25.521,87;25.584,23;4.688.620
09-Jan-2026;21.50;09-Jan-2026;21.50;25.540,80;-45,80;-0,18%;25.587,85;25.512,40;25.596,01;5.437.494
09-Jan-2026;21.45;09-Jan-2026;21.45;25.586,59;-6,82;-0,03%;25.593,41;25.570,94;25.607,38;5.117.491
09-Jan-2026;21.40;09-Jan-2026;21.40;25.593,41;+74,24;+0,29%;25.513,41;25.513,41;25.621,38;5.462.399
09-Jan-2026;21.35;09-Jan-2026;21.35;25.519,17;+12,07;+0,05%;25.518,82;25.489,55;25.531,43;21.793.350
08-Jan-2026;05.15;09-Jan-2026;05.15;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;15.048
08-Jan-2026;05.10;09-Jan-2026;05.10;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;11.627
08-Jan-2026;05.05;09-Jan-2026;05.05;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;27.719
08-Jan-2026;05.00;09-Jan-2026;05.00;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;27.162
08-Jan-2026;04.55;09-Jan-2026;04.55;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;15.163
08-Jan-2026;04.50;09-Jan-2026;04.50;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;17.068
08-Jan-2026;04.45;09-Jan-2026;04.45;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;71.431
08-Jan-2026;04.40;09-Jan-2026;04.40;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;34.205
08-Jan-2026;04.35;09-Jan-2026;04.35;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;43.779
08-Jan-2026;04.30;09-Jan-2026;04.30;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;39.857
08-Jan-2026;04.25;09-Jan-2026;04.25;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;116.201
08-Jan-2026;04.20;09-Jan-2026;04.20;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;160.673
08-Jan-2026;04.15;09-Jan-2026;04.15;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;311.397
08-Jan-2026;04.10;09-Jan-2026;04.10;25.507,10;0,00;0,00%;25.507,10;25.507,10;25.507,10;62.969
08-Jan-2026;04.05;09-Jan-2026;04.05;25.507,10;-1,21;-0,00%;25.507,88;25.505,92;25.508,12;115.628.061
08-Jan-2026;04.00;09-Jan-2026;04.00;25.508,31;-6,36;-0,02%;25.511,40;25.507,79;25.520,53;16.775.389
08-Jan-2026;03.55;09-Jan-2026;03.55;25.514,67;+5,41;+0,02%;25.502,84;25.494,62;25.521,32;6.165.210
08-Jan-2026;03.50;09-Jan-2026;03.50;25.509,26;+8,36;+0,03%;25.500,59;25.498,79;25.511,83;2.853.367
08-Jan-2026;03.45;09-Jan-2026;03.45;25.500,90;-4,44;-0,02%;25.505,69;25.489,90;25.509,47;2.797.297
08-Jan-2026;03.40;09-Jan-2026;03.40;25.505,34;-7,99;-0,03%;25.513,54;25.505,18;25.520,61;2.194.304
08-Jan-2026;03.35;09-Jan-2026;03.35;25.513,33;+16,72;+0,07%;25.499,18;25.498,20;25.513,33;2.368.880
08-Jan-2026;03.30;09-Jan-2026;03.30;25.496,61;+20,01;+0,08%;25.477,43;25.477,43;25.504,30;2.105.245
08-Jan-2026;03.25;09-Jan-2026;03.25;25.476,60;+9,77;+0,04%;25.466,83;25.463,31;25.479,58;1.867.607
08-Jan-2026;03.20;09-Jan-2026;03.20;25.466,83;-10,75;-0,04%;25.477,67;25.464,94;25.480,52;1.748.658
08-Jan-2026;03.15;09-Jan-2026;03.15;25.477,58;+15,50;+0,06%;25.462,29;25.462,29;25.478,60;1.865.255
08-Jan-2026;03.10;09-Jan-2026;03.10;25.462,07;-1,35;-0,01%;25.463,76;25.451,70;25.463,76;1.623.452
08-Jan-2026;03.05;09-Jan-2026;03.05;25.463,43;+5,87;+0,02%;25.457,63;25.453,01;25.466,06;1.612.209
08-Jan-2026;03.00;09-Jan-2026;03.00;25.457,56;-2,20;-0,01%;25.458,55;25.443,27;25.458,55;1.731.484
08-Jan-2026;02.55;09-Jan-2026;02.55;25.459,76;+6,13;+0,02%;25.453,99;25.452,37;25.468,50;1.425.810
08-Jan-2026;02.50;09-Jan-2026;02.50;25.453,63;+7,43;+0,03%;25.446,02;25.443,72;25.453,63;1.311.555
08-Jan-2026;02.45;09-Jan-2026;02.45;25.446,20;-0,96;-0,00%;25.447,27;25.439,60;25.455,30;1.509.600
08-Jan-2026;02.40;09-Jan-2026;02.40;25.447,16;-13,01;-0,05%;25.460,11;25.446,30;25.461,71;1.313.991
08-Jan-2026;02.35;09-Jan-2026;02.35;25.460,17;+7,57;+0,03%;25.452,75;25.452,15;25.467,98;1.314.343
08-Jan-2026;02.30;09-Jan-2026;02.30;25.452,60;+0,28;+0,00%;25.452,85;25.445,86;25.453,62;1.128.819
08-Jan-2026;02.25;09-Jan-2026;02.25;25.452,33;-3,02;-0,01%;25.455,09;25.446,54;25.468,50;1.264.502
08-Jan-2026;02.20;09-Jan-2026;02.20;25.455,35;+13,74;+0,05%;25.440,85;25.424,26;25.455,35;1.631.518
08-Jan-2026;02.15;09-Jan-2026;02.15;25.441,60;-25,57;-0,10%;25.466,50;25.441,19;25.466,99;1.503.203
08-Jan-2026;02.10;09-Jan-2026;02.10;25.467,18;-6,30;-0,02%;25.473,28;25.467,18;25.480,36;1.379.366
08-Jan-2026;02.05;09-Jan-2026;02.05;25.473,47;+15,42;+0,06%;25.458,05;25.454,02;25.479,06;1.342.577
08-Jan-2026;02.00;09-Jan-2026;02.00;25.458,05;-7,22;-0,03%;25.464,27;25.452,76;25.464,48;1.386.696
08-Jan-2026;01.55;09-Jan-2026;01.55;25.465,27;-27,09;-0,11%;25.492,33;25.465,27;25.493,70;1.329.929
08-Jan-2026;01.50;09-Jan-2026;01.50;25.492,36;+6,01;+0,02%;25.486,16;25.479,44;25.498,83;998.930
08-Jan-2026;01.45;09-Jan-2026;01.45;25.486,35;+1,62;+0,01%;25.484,73;25.480,25;25.488,81;1.062.269
08-Jan-2026;01.40;09-Jan-2026;01.40;25.484,73;+9,49;+0,04%;25.475,20;25.475,20;25.490,75;1.135.505
08-Jan-2026;01.35;09-Jan-2026;01.35;25.475,24;-9,47;-0,04%;25.485,15;25.475,10;25.486,51;1.310.523
08-Jan-2026;01.30;09-Jan-2026;01.30;25.484,71;+11,88;+0,05%;25.473,31;25.469,06;25.488,96;1.218.981
08-Jan-2026;01.25;09-Jan-2026;01.25;25.472,83;-12,42;-0,05%;25.485,25;25.469,41;25.491,46;1.241.602
08-Jan-2026;01.20;09-Jan-2026;01.20;25.485,25;+33,67;+0,13%;25.451,56;25.448,12;25.485,26;1.341.391
08-Jan-2026;01.15;09-Jan-2026;01.15;25.451,58;-25,10;-0,10%;25.476,89;25.449,09;25.477,63;1.344.689
08-Jan-2026;01.10;09-Jan-2026;01.10;25.476,68;-19,74;-0,08%;25.495,05;25.471,76;25.495,05;1.228.801
08-Jan-2026;01.05;09-Jan-2026;01.05;25.496,42;-8,95;-0,04%;25.505,37;25.489,87;25.508,50;1.557.161
08-Jan-2026;01.00;09-Jan-2026;01.00;25.505,37;-17,90;-0,07%;25.523,81;25.504,27;25.524,82;1.354.520
08-Jan-2026;00.55;09-Jan-2026;00.55;25.523,28;+13,01;+0,05%;25.510,50;25.510,50;25.526,30;1.238.366
08-Jan-2026;00.50;09-Jan-2026;00.50;25.510,26;+12,54;+0,05%;25.498,31;25.498,31;25.512,35;1.404.955
08-Jan-2026;00.45;09-Jan-2026;00.45;25.497,72;+8,17;+0,03%;25.489,55;25.486,87;25.501,65;1.504.181
08-Jan-2026;00.40;09-Jan-2026;00.40;25.489,55;+5,58;+0,02%;25.483,74;25.483,06;25.493,90;1.379.523
08-Jan-2026;00.35;09-Jan-2026;00.35;25.483,97;+21,44;+0,08%;25.462,34;25.462,01;25.489,37;1.787.918
08-Jan-2026;00.30;09-Jan-2026;00.30;25.462,52;-19,92;-0,08%;25.481,00;25.455,82;25.481,03;1.377.340
08-Jan-2026;00.25;09-Jan-2026;00.25;25.482,44;-14,66;-0,06%;25.497,10;25.482,44;25.503,77;1.494.664
08-Jan-2026;00.20;09-Jan-2026;00.20;25.497,10;+20,79;+0,08%;25.476,06;25.471,68;25.497,10;1.534.828
08-Jan-2026;00.15;09-Jan-2026;00.15;25.476,31;+4,61;+0,02%;25.471,39;25.462,32;25.476,31;1.438.733
08-Jan-2026;00.10;09-Jan-2026;00.10;25.471,70;-2,73;-0,01%;25.475,04;25.463,58;25.479,15;1.645.124
08-Jan-2026;00.05;09-Jan-2026;00.05;25.474,43;-20,43;-0,08%;25.494,87;25.470,97;25.497,35;1.727.136
08-Jan-2026;00.00;09-Jan-2026;00.00;25.494,87;+28,02;+0,11%;25.467,47;25.464,40;25.496,88;1.418.868
08-Jan-2026;23.55;08-Jan-2026;23.55;25.466,85;-25,33;-0,10%;25.492,77;25.460,22;25.494,16;1.822.933
08-Jan-2026;23.50;08-Jan-2026;23.50;25.492,18;+16,51;+0,06%;25.475,79;25.475,09;25.500,24;2.024.259
08-Jan-2026;23.45;08-Jan-2026;23.45;25.475,66;+27,27;+0,11%;25.448,39;25.448,09;25.476,12;1.665.618
08-Jan-2026;23.40;08-Jan-2026;23.40;25.448,39;+3,41;+0,01%;25.443,79;25.414,09;25.456,85;2.317.209
08-Jan-2026;23.35;08-Jan-2026;23.35;25.444,98;-6,05;-0,02%;25.447,21;25.439,02;25.458,29;2.004.539
08-Jan-2026;23.30;08-Jan-2026;23.30;25.451,03;-13,89;-0,05%;25.465,79;25.449,03;25.478,55;2.287.560
08-Jan-2026;23.25;08-Jan-2026;23.25;25.464,92;-2,47;-0,01%;25.467,39;25.461,46;25.492,13;2.102.681
08-Jan-2026;23.20;08-Jan-2026;23.20;25.467,39;+6,25;+0,02%;25.460,93;25.444,71;25.470,65;1.844.637
08-Jan-2026;23.15;08-Jan-2026;23.15;25.461,14;-6,51;-0,03%;25.469,69;25.455,49;25.487,60;2.106.624
08-Jan-2026;23.10;08-Jan-2026;23.10;25.467,65;-35,07;-0,14%;25.502,78;25.464,58;25.502,78;1.960.710
08-Jan-2026;23.05;08-Jan-2026;23.05;25.502,72;-7,03;-0,03%;25.509,75;25.492,25;25.509,75;2.282.543
08-Jan-2026;23.00;08-Jan-2026;23.00;25.509,75;+63,77;+0,25%;25.446,24;25.441,43;25.509,75;2.999.387
08-Jan-2026;22.55;08-Jan-2026;22.55;25.445,98;-33,62;-0,13%;25.480,37;25.444,24;25.484,81;2.688.244
08-Jan-2026;22.50;08-Jan-2026;22.50;25.479,60;-32,73;-0,13%;25.511,25;25.476,57;25.514,56;2.822.007
08-Jan-2026;22.45;08-Jan-2026;22.45;25.512,33;+26,31;+0,10%;25.486,71;25.479,67;25.519,35;3.133.843
08-Jan-2026;22.40;08-Jan-2026;22.40;25.486,02;-8,08;-0,03%;25.494,84;25.452,23;25.497,09;3.437.324
08-Jan-2026;22.35;08-Jan-2026;22.35;25.494,10;-29,98;-0,12%;25.523,11;25.491,56;25.530,63;3.331.918
08-Jan-2026;22.30;08-Jan-2026;22.30;25.524,08;+4,93;+0,02%;25.518,75;25.509,21;25.537,02;3.064.901
08-Jan-2026;22.25;08-Jan-2026;22.25;25.519,16;+5,11;+0,02%;25.514,05;25.501,77;25.525,11;2.577.088
08-Jan-2026;22.20;08-Jan-2026;22.20;25.514,05;+7,54;+0,03%;25.506,16;25.494,86;25.522,80;2.947.249
08-Jan-2026;22.15;08-Jan-2026;22.15;25.506,51;+1,90;+0,01%;25.504,46;25.482,41;25.509,48;3.229.461
08-Jan-2026;22.10;08-Jan-2026;22.10;25.504,61;+68,98;+0,27%;25.435,69;25.429,99;25.506,19;3.651.100
08-Jan-2026;22.05;08-Jan-2026;22.05;25.435,62;+4,35;+0,02%;25.431,28;25.400,17;25.437,55;5.137.371
08-Jan-2026;22.00;08-Jan-2026;22.00;25.431,28;-49,24;-0,19%;25.480,64;25.431,28;25.482,31;3.947.499
08-Jan-2026;21.55;08-Jan-2026;21.55;25.480,52;+1,95;+0,01%;25.478,57;25.448,82;25.493,05;4.818.146
08-Jan-2026;21.50;08-Jan-2026;21.50;25.478,57;+26,80;+0,11%;25.451,12;25.425,32;25.499,30;4.434.703
08-Jan-2026;21.45;08-Jan-2026;21.45;25.451,78;-58,84;-0,23%;25.511,06;25.443,97;25.523,45;5.342.193
08-Jan-2026;21.40;08-Jan-2026;21.40;25.510,61;-26,10;-0,10%;25.534,72;25.510,61;25.552,05;5.343.729
08-Jan-2026;21.35;08-Jan-2026;21.35;25.536,72;-117,18;-0,46%;25.615,35;25.524,39;25.622,32;23.482.870
07-Jan-2026;05.15;08-Jan-2026;05.15;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;12.988
07-Jan-2026;05.10;08-Jan-2026;05.10;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;19.176
07-Jan-2026;05.05;08-Jan-2026;05.05;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;27.768
07-Jan-2026;05.00;08-Jan-2026;05.00;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;35.970
07-Jan-2026;04.55;08-Jan-2026;04.55;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;26.291
07-Jan-2026;04.50;08-Jan-2026;04.50;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;25.815
07-Jan-2026;04.45;08-Jan-2026;04.45;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;22.161
07-Jan-2026;04.40;08-Jan-2026;04.40;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;21.110
07-Jan-2026;04.35;08-Jan-2026;04.35;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;28.582
07-Jan-2026;04.30;08-Jan-2026;04.30;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;43.406
07-Jan-2026;04.25;08-Jan-2026;04.25;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;61.225
07-Jan-2026;04.20;08-Jan-2026;04.20;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;91.034
07-Jan-2026;04.15;08-Jan-2026;04.15;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;69.036
07-Jan-2026;04.10;08-Jan-2026;04.10;25.653,90;0,00;0,00%;25.653,90;25.653,90;25.653,90;119.274
07-Jan-2026;04.05;08-Jan-2026;04.05;25.653,90;-2,51;-0,01%;25.656,40;25.653,90;25.656,73;118.872.332
07-Jan-2026;04.00;08-Jan-2026;04.00;25.656,40;-3,82;-0,01%;25.652,85;25.640,43;25.660,42;20.229.994
07-Jan-2026;03.55;08-Jan-2026;03.55;25.660,22;+4,76;+0,02%;25.660,65;25.654,99;25.666,50;6.467.923
07-Jan-2026;03.50;08-Jan-2026;03.50;25.655,46;-0,68;-0,00%;25.656,01;25.649,18;25.661,93;2.966.057
07-Jan-2026;03.45;08-Jan-2026;03.45;25.656,13;+13,07;+0,05%;25.643,07;25.639,80;25.660,75;2.612.153
07-Jan-2026;03.40;08-Jan-2026;03.40;25.643,07;-17,92;-0,07%;25.661,06;25.639,62;25.661,06;2.528.535
07-Jan-2026;03.35;08-Jan-2026;03.35;25.660,99;-18,69;-0,07%;25.678,89;25.660,99;25.680,57;2.747.246
07-Jan-2026;03.30;08-Jan-2026;03.30;25.679,67;-6,96;-0,03%;25.686,57;25.674,81;25.689,08;1.916.299
07-Jan-2026;03.25;08-Jan-2026;03.25;25.686,63;-17,41;-0,07%;25.704,04;25.686,15;25.705,02;1.728.188
07-Jan-2026;03.20;08-Jan-2026;03.20;25.704,04;+13,10;+0,05%;25.690,72;25.680,06;25.704,95;1.978.035
07-Jan-2026;03.15;08-Jan-2026;03.15;25.690,94;-29,92;-0,12%;25.721,24;25.687,51;25.721,79;1.961.409
07-Jan-2026;03.10;08-Jan-2026;03.10;25.720,86;-8,68;-0,03%;25.729,72;25.720,32;25.732,45;1.692.224
07-Jan-2026;03.05;08-Jan-2026;03.05;25.729,54;+5,59;+0,02%;25.723,95;25.720,20;25.730,03;1.690.165
07-Jan-2026;03.00;08-Jan-2026;03.00;25.723,95;-11,91;-0,05%;25.735,95;25.722,02;25.736,43;1.497.637
07-Jan-2026;02.55;08-Jan-2026;02.55;25.735,87;-1,01;-0,00%;25.736,50;25.729,52;25.736,91;1.537.953
07-Jan-2026;02.50;08-Jan-2026;02.50;25.736,88;+1,13;+0,00%;25.736,07;25.729,86;25.737,68;1.342.595
07-Jan-2026;02.45;08-Jan-2026;02.45;25.735,75;-3,08;-0,01%;25.738,83;25.727,37;25.738,83;1.438.114
07-Jan-2026;02.40;08-Jan-2026;02.40;25.738,83;+3,76;+0,01%;25.735,14;25.728,43;25.739,27;1.494.538
07-Jan-2026;02.35;08-Jan-2026;02.35;25.735,07;+14,23;+0,06%;25.721,10;25.715,86;25.736,71;1.770.726
07-Jan-2026;02.30;08-Jan-2026;02.30;25.720,85;-2,43;-0,01%;25.723,24;25.712,99;25.724,15;1.447.108
07-Jan-2026;02.25;08-Jan-2026;02.25;25.723,27;-11,10;-0,04%;25.734,38;25.721,41;25.735,11;1.684.964
07-Jan-2026;02.20;08-Jan-2026;02.20;25.734,38;-2,15;-0,01%;25.737,25;25.713,92;25.739,76;1.464.492
07-Jan-2026;02.15;08-Jan-2026;02.15;25.736,53;-17,62;-0,07%;25.754,54;25.723,24;25.755,94;1.903.939
07-Jan-2026;02.10;08-Jan-2026;02.10;25.754,15;-18,28;-0,07%;25.772,91;25.750,61;25.773,17;1.894.825
07-Jan-2026;02.05;08-Jan-2026;02.05;25.772,43;-1,28;-0,00%;25.773,96;25.762,22;25.775,71;1.625.114
07-Jan-2026;02.00;08-Jan-2026;02.00;25.773,71;-17,29;-0,07%;25.791,16;25.769,83;25.792,72;1.578.397
07-Jan-2026;01.55;08-Jan-2026;01.55;25.791,00;-1,46;-0,01%;25.792,31;25.790,41;25.797,24;1.668.699
07-Jan-2026;01.50;08-Jan-2026;01.50;25.792,46;+3,19;+0,01%;25.788,42;25.779,49;25.792,79;1.625.283
07-Jan-2026;01.45;08-Jan-2026;01.45;25.789,27;+18,59;+0,07%;25.770,92;25.770,92;25.790,74;1.794.586
07-Jan-2026;01.40;08-Jan-2026;01.40;25.770,68;-1,37;-0,01%;25.772,29;25.761,47;25.772,56;1.672.416
07-Jan-2026;01.35;08-Jan-2026;01.35;25.772,05;+19,80;+0,08%;25.752,51;25.752,51;25.772,08;1.584.321
07-Jan-2026;01.30;08-Jan-2026;01.30;25.752,25;-8,56;-0,03%;25.760,57;25.749,42;25.764,37;1.472.596
07-Jan-2026;01.25;08-Jan-2026;01.25;25.760,81;-4,59;-0,02%;25.765,11;25.754,15;25.765,11;1.164.254
07-Jan-2026;01.20;08-Jan-2026;01.20;25.765,41;-16,36;-0,06%;25.781,77;25.759,48;25.781,77;1.541.035
