Exchange Date;Close;Net;%Chg;Open;Low;High;Volume;Turnover - USD;Flow;;;;;;
11-May-2022;113,60;-0,79;-0,69%;113,24;113,24;116,36;37.534.740;4.290.940.567,00;-24.813.160.866,43;;;;;;
10-May-2022;114,40;+1,88;+1,67%;115,51;112,90;116,25;39.900.380;4.579.527.733,00;-20.522.220.299,43;;;;;;
09-May-2022;112,51;-3,24;-2,80%;113,25;112,00;115,08;40.802.860;4.620.382.379,00;-25.101.748.032,43;;;;;;
06-May-2022;115,75;-0,76;-0,65%;115,18;114,02;117,57;39.709.580;4.599.577.670,00;-20.481.365.653,43;;;;;;
05-May-2022;116,51;-5,76;-4,71%;120,20;115,01;121,04;45.840.580;5.350.557.790,00;-15.881.787.983,43;;;;;;
04-May-2022;122,26;+4,93;+4,20%;117,03;115,12;122,85;49.915.280;5.954.037.548,00;-10.531.230.193,43;;;;;;
03-May-2022;117,33;+0,75;+0,64%;116,43;116,03;118,44;24.967.360;2.928.062.124,00;-16.485.267.741,43;;;;;;
02-May-2022;116,58;+2,47;+2,17%;113,41;112,60;116,75;35.533.020;4.089.801.610,00;-19.413.329.865,43;;;;;;
29-Apr-2022;114,11;-4,41;-3,72%;116,73;113,81;117,92;42.676.000;4.928.528.424,00;-23.503.131.475,43;;;;;;
28-Apr-2022;118,52;+4,23;+3,70%;116,42;114,12;119,65;48.884.640;5.717.336.678,00;-18.574.603.051,43;;;;;;
27-Apr-2022;114,29;-4,36;-3,67%;114,47;112,74;117,24;91.820.580;10.526.417.246,00;-24.291.939.729,43;;;;;;
26-Apr-2022;118,65;-4,42;-3,59%;122,29;118,51;122,51;73.054.880;8.667.977.024,00;-13.765.522.483,43;;;;;;
25-Apr-2022;123,07;+3,44;+2,87%;119,10;118,51;123,28;46.128.260;5.611.146.886,00;-5.097.545.459,43;;;;;;
22-Apr-2022;119,64;-5,18;-4,15%;125,00;118,93;125,40;56.883.720;6.884.586.107,00;-10.708.692.345,43;;;;;;
21-Apr-2022;124,81;-3,23;-2,52%;129,25;124,53;130,10;36.445.160;4.601.385.803,00;-3.824.106.238,43;;;;;;
20-Apr-2022;128,04;-1,97;-1,51%;130,89;127,50;131,40;31.695.460;4.082.744.039,00;777.279.564,57;;;;;;
19-Apr-2022;130,01;+2,33;+1,83%;127,69;127,00;130,33;26.489.760;3.425.754.885,00;4.860.023.603,57;;;;;;
18-Apr-2022;127,68;+0,95;+0,75%;127,00;126,18;128,21;20.808.660;2.650.150.953,00;1.434.268.718,57;;;;;;
14-Apr-2022;126,73;-3,16;-2,44%;130,48;126,60;130,48;31.597.980;4.034.143.067,00;-1.215.882.234,43;;;;;;
13-Apr-2022;129,89;+2,18;+1,71%;128,00;127,74;130,33;27.927.240;3.610.216.641,00;2.818.260.832,57;;;;;;
12-Apr-2022;127,71;-1,11;-0,86%;131,60;126,79;131,60;32.710.700;4.209.714.078,00;-791.955.808,43;;;;;;
11-Apr-2022;128,82;-4,46;-3,35%;131,82;128,67;132,09;36.883.060;4.788.148.851,00;3.417.758.269,57;;;;;;
08-Apr-2022;133,29;-2,60;-1,91%;135,58;132,97;135,67;25.142.800;3.372.683.621,00;8.205.907.120,57;;;;;;
07-Apr-2022;135,89;-0,66;-0,48%;136,01;134,23;137,16;26.233.600;3.565.107.546,00;11.578.590.741,57;;;;;;
06-Apr-2022;136,55;-4,04;-2,88%;138,75;135,52;139,36;32.468.480;4.446.876.842,00;15.143.698.287,57;;;;;;
05-Apr-2022;140,59;-2,38;-1,67%;142,87;140,38;142,99;21.418.120;3.023.217.347,00;19.590.575.129,57;;;;;;
04-Apr-2022;142,97;+2,82;+2,01%;140,36;140,31;143,71;25.970.840;3.707.341.119,00;22.613.792.476,57;;;;;;
01-Apr-2022;140,15;+1,08;+0,78%;139,50;138,31;140,47;25.941.440;3.624.910.984,00;18.906.451.357,57;;;;;;
31-Mar-2022;139,07;-2,87;-2,02%;142,05;139,02;142,11;37.524.720;5.253.567.816,00;15.281.540.373,57;;;;;;
30-Mar-2022;141,94;-0,57;-0,40%;142,46;141,60;142,72;19.884.760;2.825.760.950,00;20.535.108.189,57;;;;;;
29-Mar-2022;142,51;+1,05;+0,74%;142,65;142,04;143,79;34.317.020;4.901.886.730,00;23.360.869.139,57;;;;;;
28-Mar-2022;141,46;-0,22;-0,15%;140,90;139,81;142,00;35.049.260;4.948.578.686,00;18.458.982.409,57;;;;;;
25-Mar-2022;141,67;+0,10;+0,07%;141,92;139,74;142,04;24.143.080;3.410.888.346,00;23.407.561.095,57;;;;;;
24-Mar-2022;141,57;+3,30;+2,38%;139,20;137,75;141,62;26.396.560;3.704.517.146,00;19.996.672.749,57;;;;;;
23-Mar-2022;138,28;-1,59;-1,14%;138,70;137,84;139,59;25.153.400;3.490.415.247,00;16.292.155.603,57;;;;;;
22-Mar-2022;139,87;+3,77;+2,77%;136,10;136,10;141,05;35.495.540;4.955.402.859,00;19.782.570.850,57;;;;;;
21-Mar-2022;136,10;-0,02;-0,02%;136,16;134,09;137,05;26.831.680;3.641.947.657,00;14.827.167.991,57;;;;;;
18-Mar-2022;136,13;+2,29;+1,71%;133,42;132,26;136,24;44.566.900;6.009.094.260,00;18.469.115.648,57;;;;;;
17-Mar-2022;133,84;+0,56;+0,42%;133,15;132,19;134,08;28.263.920;3.769.267.104,00;12.460.021.388,57;;;;;;
16-Mar-2022;133,28;+4,08;+3,16%;130,73;128,73;133,33;35.576.980;4.691.374.149,00;8.690.754.284,57;;;;;;
15-Mar-2022;129,20;+3,25;+2,58%;126,98;125,72;129,85;30.919.520;3.968.450.923,00;3.999.380.135,57;;;;;;
14-Mar-2022;125,95;-3,92;-3,02%;130,25;125,28;130,41;38.811.260;4.928.336.983,00;30.929.212,57;;;;;;
11-Mar-2022;129,87;-2,56;-1,93%;133,49;129,63;133,80;31.526.440;4.140.040.109,00;4.959.266.195,57;;;;;;
10-Mar-2022;132,43;-0,99;-0,74%;131,27;130,91;133,27;27.101.400;3.577.571.716,00;9.099.306.304,57;;;;;;
09-Mar-2022;133,42;+6,32;+4,97%;131,25;129,90;133,74;37.025.400;4.894.145.705,00;12.676.878.020,57;;;;;;
08-Mar-2022;127,10;+0,73;+0,57%;126,25;125,67;131,25;40.427.100;5.172.000.578,00;7.782.732.315,57;;;;;;
07-Mar-2022;126,38;-5,53;-4,19%;131,49;126,30;131,74;45.112.940;5.765.033.048,00;2.610.731.737,57;;;;;;
04-Mar-2022;131,91;-1,99;-1,49%;132,93;130,34;133,85;30.450.640;4.006.439.662,00;8.375.764.785,57;;;;;;
03-Mar-2022;133,90;-0,67;-0,50%;136,01;133,03;136,44;24.603.240;3.309.319.964,00;12.382.204.447,57;;;;;;
02-Mar-2022;134,57;+0,51;+0,38%;134,63;133,07;135,26;23.519.800;3.162.833.110,00;15.691.524.411,57;;;;;;
01-Mar-2022;134,06;-1,00;-0,74%;134,88;133,22;136,26;26.495.360;3.563.402.784,00;12.528.691.301,57;;;;;;
28-Feb-2022;135,06;+0,60;+0,44%;133,05;132,59;135,75;38.864.420;5.220.237.905,00;16.092.094.085,57;;;;;;
25-Feb-2022;134,46;+1,77;+1,33%;133,55;131,75;135,27;36.405.980;4.873.199.154,00;10.871.856.180,57;;;;;;
24-Feb-2022;132,69;+5,10;+4,00%;124,95;124,95;133,00;54.455.080;7.035.983.300,00;5.998.657.026,57;;;;;;
23-Feb-2022;127,59;-2,23;-1,71%;131,65;127,53;132,05;32.786.020;4.230.788.148,00;-1.037.326.273,43;;;;;;
22-Feb-2022;129,81;-0,59;-0,45%;129,84;128,22;132,18;44.990.740;5.850.926.577,00;3.193.461.874,57;;;;;;
18-Feb-2022;130,40;-2,14;-1,61%;133,47;130,20;134,07;45.619.440;5.999.339.577,00;9.044.388.451,57;;;;;;
17-Feb-2022;132,54;-5,20;-3,77%;136,24;132,48;137,11;38.949.500;5.222.932.975,00;15.043.728.028,57;;;;;;
16-Feb-2022;137,74;+1,13;+0,83%;136,65;134,92;138,09;25.021.300;3.418.642.626,00;20.266.661.003,57;;;;;;
15-Feb-2022;136,61;+1,08;+0,80%;137,57;135,82;138,11;26.711.260;3.651.687.332,00;16.848.018.377,57;;;;;;
14-Feb-2022;135,53;+1,24;+0,93%;133,26;133,26;136,30;34.301.080;4.635.306.130,00;13.196.331.045,57;;;;;;
11-Feb-2022;134,28;-4,34;-3,13%;138,60;133,40;139,16;39.958.340;5.425.589.730,00;8.561.024.915,57;;;;;;
10-Feb-2022;138,62;-2,97;-2,10%;139,70;137,96;141,48;39.330.660;5.482.101.029,00;13.986.614.645,57;;;;;;
09-Feb-2022;141,59;+2,19;+1,57%;140,96;140,19;142,52;40.143.880;5.670.219.147,00;19.468.715.674,57;;;;;;
08-Feb-2022;139,40;+0,20;+0,14%;139,03;137,01;140,00;54.283.600;7.529.569.166,00;13.798.496.527,57;;;;;;
07-Feb-2022;139,20;-4,09;-2,86%;144,25;138,90;144,25;54.973.300;7.738.203.165,00;6.268.927.361,57;;;;;;
04-Feb-2022;143,29;+0,20;+0,14%;143,44;140,52;144,88;57.998.220;8.296.011.720,00;14.007.130.526,57;;;;;;
03-Feb-2022;143,09;-4,91;-3,32%;145,71;142,67;149,68;71.517.220;10.439.186.176,00;5.711.118.806,57;;;;;;
02-Feb-2022;148,00;+10,36;+7,52%;151,25;145,52;151,55;123.199.220;18.296.867.531,00;16.150.304.982,57;;;;;;
01-Feb-2022;137,64;+2,34;+1,73%;137,59;134,37;137,79;68.643.640;9.589.074.346,00;-2.146.562.548,43;;;;;;
31-Jan-2022;135,30;+1,95;+1,46%;134,16;132,21;135,47;39.986.000;5.369.473.164,00;-11.735.636.894,43;;;;;;
28-Jan-2022;133,35;+4,35;+3,37%;129,66;128,49;133,36;34.361.480;4.517.541.837,00;-17.105.110.058,43;;;;;;
27-Jan-2022;129,01;-0,23;-0,18%;131,30;128,93;132,65;32.018.780;4.179.300.931,00;-21.622.651.895,43;;;;;;
26-Jan-2022;129,23;+2,30;+1,81%;131,12;127,14;133,00;49.129.500;6.394.616.955,00;-17.443.350.964,43;;;;;;
25-Jan-2022;126,94;-3,87;-2,96%;128,74;126,50;129,40;46.960.560;5.995.001.976,00;-23.837.967.919,43;;;;;;
24-Jan-2022;130,80;+0,45;+0,35%;125,98;124,50;131,20;76.694.240;9.778.430.908,00;-17.842.965.943,43;;;;;;
21-Jan-2022;130,35;-2,96;-2,22%;132,59;130,09;134,87;55.651.420;7.367.837.839,00;-27.621.396.851,43;;;;;;
20-Jan-2022;133,31;-1,81;-1,34%;136,25;132,96;137,63;29.907.140;4.054.376.693,00;-20.253.559.012,43;;;;;;
19-Jan-2022;135,12;-0,88;-0,65%;136,52;135,02;137,96;28.647.640;3.912.193.734,00;-16.199.182.319,43;;;;;;
18-Jan-2022;136,00;-3,48;-2,50%;136,18;135,44;137,13;34.888.100;4.750.902.099,00;-12.286.988.585,43;;;;;;
14-Jan-2022;139,48;+0,89;+0,64%;137,08;137,00;140,74;29.661.280;4.135.750.607,59;-7.536.086.486,43;;;;;;
13-Jan-2022;138,59;-2,84;-2,01%;141,54;138,41;142,85;31.436.600;4.405.946.092,33;-11.671.837.094,02;;;;;;
12-Jan-2022;141,43;+1,69;+1,21%;141,15;140,69;142,61;26.112.040;3.696.830.961,21;-7.265.891.001,69;;;;;;
11-Jan-2022;139,74;+1,07;+0,77%;138,01;136,69;140,22;28.729.700;3.996.052.403,23;-10.962.721.962,89;;;;;;
10-Jan-2022;138,67;+1,65;+1,21%;135,08;133,16;138,82;44.408.120;6.047.362.144,94;-14.958.774.366,13;;;;;;
07-Jan-2022;137,02;-0,73;-0,53%;138,15;135,77;138,45;29.760.560;4.079.868.949,51;-21.006.136.511,06;;;;;;
06-Jan-2022;137,75;-0,03;-0,02%;137,00;136,56;139,94;37.347.420;5.167.408.154,08;-16.926.267.561,56;;;;;;
05-Jan-2022;137,78;-6,62;-4,59%;144,42;137,69;144,50;54.618.280;7.648.834.516,81;-11.758.859.407,48;;;;;;
04-Jan-2022;144,40;-0,59;-0,41%;145,40;143,72;146,48;28.399.440;4.110.024.890,67;-4.110.024.890,67;;;;;;
03-Jan-2022;144,99;;;145,06;143,71;145,85;28.678.940;4.157.593.958,21;0,00;;;;;;
